,plot,genre
570,"A YOUNG WOMAN WHO HAS LIVED ONLY WITH THE WOLVES FOR COMPANY IN THE WILDS OF ALASKA IS DISCOVERED BY AN ANTHROPOLOGIST AND, AT THE SAME TIME, BY A BRUTAL HUNTER.",ADVENTURE
571,THIS STORY FROM A RENOWNED SOUTH AFRICAN PLAYWRIGHT CRITIQUES THE APARTHEID POLICY AND THE RACIAL SEGREGATION IN THAT COUNTRY.,DRAMA
572,THE FRIENDSHIP BETWEEN FOUR MEN IS AT STAKE WHEN ONE OF THEM IS INVITED TO WORK IN ANOTHER CITY. BUT THE OTHER THREE DECIDE TO GO ALONG.,COMEDY
573,"A RICH MERCHANT, ANTONIO IS DEPRESSED FOR NO GOOD REASON, UNTIL HIS GOOD FRIEND BASSANIO COMES TO TELL HIM HOW HE'S IN LOVE WITH PORTIA. PORTIA'S FATHER HAS DIED AND LEFT A VERY STRANGE WILL: ONLY THE MAN THAT PICKS THE CORRECT CASKET OUT OF THREE (SILVER, GOLD, AND LEAD) CAN MARRY HER. BASSANIO, UNFORTUNATELY, IS STRAPPED FOR CASH WITH WHICH TO GO WOOING, AND ANTONIO WANTS TO HELP, SO ANTONIO BORROWS THE MONEY FROM SHYLOCK, THE MONEY-LENDER. BUT SHYLOCK HAS BEEN NURSING A GRUDGE AGAINST ANTONIO'S INSULTS, AND MAKES UNUSUAL TERMS TO THE LOAN. AND WHEN ANTONIO'S BUSINESS FAILS, THOSE TERMS THREATEN HIS LIFE, AND IT'S UP TO BASSANIO AND PORTIA TO SAVE HIM.",DRAMA
574,"THIRD WINE SESSION, THIS TIME WITH A COMPUTER. 'YOUNG WINE' WAS MADE IN DIRECT RELATION TO THE AUDIENCE SUCCESS OF THE PREVIOUS TWO: 'STORMY WINE' AND 'RIPE WINE'. IN THE COMEDY-ORIENTED STORY, THE COMPUTER IS AN IMPORTANT ELEMENT...",COMEDY
575,"MR BENDA (JOZEF KRONER), A MARRIED FATHER OF TWO CHILDREN, WORKS FOR A COMPANY THAT LIQUIDATES OLD BANKNOTES - THE SO-CALLED ""ANNIHILATOR"". HE LIKES TO BOOZE AND USUALLY DOES NOT REMEMBER ANYTHING THE NEXT DAY. AFTER ONE DRUNKEN P...",COMEDY
576,"IT IS THE AUTUMN OF 1950 AND A SMALL BORDER ARMY UNIT IS AWAITING THE REINFORCEMENTS, BUT THE ONLY ONE TO ARRIVE IS LANCE-CORPORAL MARYSKA, A TEACHER OF LATIN AND GREEK IN CIVILIAN LIFE. THE POPULATION OF THE BORDER SETTLEMENT IS SMALL. HORSE-TRADER PERMANEC CONVINCES THE STUD-FARM MANAGER JEZBERA THAT THE COMMANDER OF THE FRONTIER GUARD IS GOING TO WRITE A REPORT ON HIS WORK FOR THE DIRECTORATE. THE SUDDEN DEATH OF THE PUB LANDLORD GETS IN THE WAY OF A PLANNED DANCE PARTY WITH GIRLS FROM THE PORCELAIN FACTORY. JEZBERA'S PRETTY NIECE TEREZA SWEEPS PRIVATE PUCHMELTR OFF HIS FEET BUT HIS NIGHT VISIT TO THE GIRL'S HOUSE IS INTERRUPTED BY MACHINE GUN FIRE ON THE GERMAN SIDE OF THE BORDER. THE NEW LANDLORD SEBEK STARTS ASSISTING FOREIGN SECRET AGENTS.",DRAMA
577,RITVA HAKALA IS A DIVORCED SINGLE MOTHER WORKING IN AN OFFICE. SHE TRIED HARD TO AVOID CONTACT WITH HER EX HUSBAND.,DRAMA
578,"TEREZA (JANA GÝROVÁ) LIVES ALONE WITH HER YOUNG SON MICHAL. WITH HIM AND HER FORMER HUSBAND SLÁVEK (PETR CEPEK), SHE VISITS SLÁVEK'S MOTHER, FROM WHOM THEY ARE HIDING THEIR DIVORCE. TEREZA IS NOT HAPPY ABOUT THE ARRANGEMENT, BUT S...",DRAMA
579,"1960 WAS BUSY TIME FOR DIRECTOR AARNE TARKAS WHO COMPLETED NO LESS THAN FIVE FEATURE FILMS THAT YEAR. THE QUALITY VARIES; OUT OF THE FIVE MOVIES, OPETTAJATAR SEIKKAILEE IS VERY ENTERTAINING WHILE KANKKULAN KAIVOLLA IS JUST DAFT AND BORING. NINA JA ERIK, TARKAS' FIRST MOVIE OF THE YEAR, STRIVES TO BE A SERIOUS DRAMA ABOUT YOUNG PEOPLE'S RESTLESSNESS, BUT HAS LOST SOME OF ITS EFFECT OVER THE YEARS.THE FIRST THING WE SEE IS A TRIAL WHERE TWO YOUNG MEN CALLED ERIK VAARA AND HEIKKI KORTE (MARTTI KATAJISTO AND VILLE-VEIKKO SALMINEN) ARE SENTENCED TO PRISON AND A YOUNG WOMAN NINA SWAHN (PIRKKO MANNOLA) TO PROBATION. NINA GOES ON TO HAVE A DISCUSSION WITH ERIK'S FATHER (TAUNO PALO), PROMPTING SEVERAL FLASHBACKS TO ILLUSTRATE HOW THINGS BECAME WHAT THEY ARE: NINA AND ERIK ARE ORIGINALLY FRUSTRATED WITH THEIR WEALTHY PARENTS WHEN MEETING EACH OTHER IN THE COUNTRYSIDE AND QUICKLY FALL IN LOVE WITH EACH OTHER. HOWEVER, ERIK'S THINLY VEILED ANGER TOWARD HIS FATHER AND JEALOUSY TO NINA'S TOUGH EX-BOYFRIEND HEIKKI A.K.A. HESSU CAUSE THINGS TO DEVELOP INTO A DANGEROUS DIRECTION.THE ALWAYS LOVELY PIRKKO MANNOLA IS CLEARLY THE HIGHLIGHT OF THE MOVIE THAT OTHERWISE OFTEN SEEMS OVERLY SERIOUS AND POMPOUS; I JUST WISH HER CHARACTER HAD BEEN WRITTEN MORE DIVERSE THAN THE ALWAYS POSITIVE SIDEKICK FOR THE MEN THAT SHE IS NOW. THE LAUGHABLY OVERAGE MARTTI KATAJISTO (IN HIS THIRTIES!) IS ANYTHING BUT CONVINCING AS THE BROODING YOUNG MAN BARELY OUT OF HIS TEENS WHOSE MENACING FITS OF ANGER ARE SUPPOSED TO DRIVE THE PLOT FORWARD, BUT DO SO WAY TOO SLOWLY TO BE INTERESTING. THE YOUNG COUPLE'S ROMANTIC STROLLING ON A BEACH AND IN A FOREST CABIN COULD TECHNICALLY BE FITTING IN A MORE ATMOSPHERIC FILM, BUT HERE THEY FEEL PROLONGED AND EVEN DULL IN SPITE OF PIRKKO MANNOLA'S CHARISMA AND SKIMPY SWIMSUITS. TAUNO PALO ALSO COMES ACROSS AS RATHER STIFF AS ERIK'S FATHER. STILL, THE COOL VILLE-VEIKKO SALMINEN IS FUNNY AS THE CAR-STEALING BAD BOY HESSU, INTENTIONALLY OR NOT.FURTHERMORE, THE HEAVY-HANDED STYLE IS EMPHASIZED BY THE DRAMATIC AND FREQUENTLY SENTIMENTAL SCORE. EVEN THOUGH NINA JA ERIK IS NOT COMPLETELY HOPELESS, IT WOULD HAVE REALLY NEEDED A MORE RELAXED ATTITUDE TO THE SUBJECT MATTER TO WORK WELL AS A PORTRAYAL OF YOUNG PEOPLE'S EMOTIONAL TURMOIL – THE BUILDING BLOCKS OF THE STORY JUST DON'T FALL INTO PLACE HERE. I WOULD ONLY RECOMMEND THIS ONE TO THE BIGGEST PIRKKO MANNOLA FANS; SHE EVEN GETS TO SING ONE LITTLE SONG DURING A PARTY SCENE.",DRAMA
580,"THE FINNISH NISKAVUORI SERIES IS A FAMILY SAGA AT ITS BEST AND PORTRAYS SOME OF THE BEST ACTOR AND ACTRESS PERFORMANCES, BUT YOU COULD EXPECT AS MUCH WITH ONE THE BEST FINNISH DIRECTORS, EDWIN LAINE. IT'S A SHAME THAT MOVIES LIKE THESE DO NOT GET WORLD-WIDE DISTRIBUTION, BECAUSE THEY DESERVE IT, BUT THE LANGUAGE BARRIER IS ONE VERY BIG OBSTACLE. THE POWERFUL STORYTELLING OF THE NISKAVUORI SERIES WAS CREATED BY HELLA WUOLIJOKI WHO PORTRAYED THE TIMES, CUSTOMS AND PEOPLE THE WAY THEY WERE.THE NISKAVUORI FAMILY ALWAYS HAD STRONG WOMEN AND WEAK MEN, WHETHER THEY WERE BORN INTO THE FAMILY OR MARRIED TO IT. THE WOMEN WERE PATIENT, WISE AND RAN THE BUSINESS AFFAIRS BEING DEFINITELY THE CORNER STONE OF THE FAMILY, WHILE MEN HAD AFFAIRS, DRANK OR OTHERWISE DIDN'T PROVE TO HAVE THE SPINE TO KEEP THE FAMILY TOGETHER.AARNE WAS ONE SUCH MALE CHARACTER. INSTEAD OF WANTING TO CONTINUE THE TRADITION OF RUNNING THE FAMILY FARM, HE HAD AN AFFAIR WITH A TEACHER, LEFT HIS WIFE AND MOVED TO HE CITY WITH THE TEACHER. ANYTHING LIKE THAT WAS A SCANDAL IN THOSE DAYS. LATER, OF COURSE, HE RETURNED BACK TO THE FARM, WHICH AGAIN WAS A MANIFESTATION OF THE STRONG ATTACHMENT TO LAND AND TRADITION THAT FINNISH PEOPLE SHARE.EDWIN LAINE ALSO DIRECTED A REMAKE OF THE MOVIE, I THINK IT WAS IN THE 80'S, WHICH WAS JUST AS GOOD AS THE ORIGINAL. THE DRAMA PRESERVED ITS ORIGINALITY AND SOMEHOW DIDN'T SEEM LIKE ""THE OLD DAYS,"" THOUGH THE MOVIE WAS OF COURSE STILL SET IN THE SAME ERA.",DRAMA
581,"THE DOCUMENTARY ""NO PAÍS DAS AMAZONAS"" BEGINS SHOWING THE INDIANS OF AMAZONAS. THEN, IT PRESENTS THE ECONOMICAL ACTIVITIES SHOWING EACH STEP IN THE PRODUCTION LINE OF THE INCIPIENT LOCAL INDUSTRIES, INCLUSIVE WITH THE EXIT OF WORKERS FROM A FACTORY IN THE END OF THE WORKING PERIOD. THE DOCUMENTARY SHOWS ALSO THE BOATS ON THE RIVER; THE FISHING OF MANATEE (""PEIXE-BOI"") AND PREPARATION OF THE FLESH WITH SALT; THE RUBBER TREES, THE EXTRACTION AND EACH STEP OF THE PREPARATION UNTIL THE RUBBER MATTRESS IS READY TO BE EXPORTED; THE BRAZILIAN CHESTNUTS, ""GUARANA"" AND SMOKE AND THE INSECTS.",DOCUMENTARY
582,"THE STORY OF THE LIFE OF A YOUNG GIRL IN A REMOTE, HAPPY, RURAL COMMUNITY.",DRAMA
583,"A YOUNG MAN ARRIVES IN THE VILLAGE. HE BECOMES A MILLER AND DELIGHTS THE GIRLS IN THE VILLAGE, WHICH EVOKES BITTERNESS IN OTHERS. HE IS SUBJECT TO MORALISTIC CRITICISM, EVEN THOUGH HE IS IN FACT ONLY IN LOVE WITH THE TAILOR'S DAUGHTER.",COMEDY
584,"THIS FILM IS ENJOYABLE, IF A BIT SLOW.  GOOD PERFORMANCE BY SANDRA SCREAM, BUT SLOW PACING AND UNIMAGINITIVE POSITIONS MAKE IT NOT A FILM TO WATCH REPEATEDLY, ALTHOUGH THE SCENE WITH SANDRA SCREAM AND TERA HEART IS PRETTY GOOD.AND, NO, THIS IS NOT THE FILM PAUL REUBENS/PEE-WEE HERMAN WAS CAUGHT WATCHING.  THAT WAS ""NANCY NURSE"", STARRING SAVANNAH.",ADULT
585,"A HOUSEWIFE HAS HER LIFE SHAKEN BY A SERIES OF ANONYMOUS, INCREASINGLY OBSCENE, LETTERS THAT SHE RECEIVES PERIODICALLY. AT FIRST, SHE BELIEVES THE SENDER IS A STRANGER, BUT SOON SHE BEGINS TO SUSPECT HER HUSBAND'S FRIENDS. EVEN SO...",SHORT
586,"HERR TEUVO PURO IS CONSIDERED IN HIS NATIVE FINLAND AS THEIR MOST REMARKABLE SILENT FILM PIONEER; HE WAS ONE OF THE FOUNDERS OF TWO IMPORTANT FINNISH PRODUCTION FILM COMPANIES, ""SUOMI-FILMI"" ( FINLAND'S OLDEST FILM COMPANY ) UND ""KOMEDIA-FILMI""; HERR PURO'S RELATIVELY SHORT CAREER BEGAN IN 1907 WHEN HE DIRECTED THE FIRST FINNISH SILENT FEATURE, ""SALAVIINANPOLTTAJAT,"" UNFORTUNATELY A LOST FILM. HERR PURO ALSO DIRECTED ""SYLVI"" (1913) OF WHICH 13 MINUTES ARE STILL EXTANT, MAKING IT THE OLDEST SURVIVING FINNISH FILM. IN 1920, PURO DIRECTED ""OLLIN OPPIVUODET"" WHICH WAS THE FIRST FEATURE FILM TO BE PRODUCED AFTER FINLAND BECOME AN INDEPENDENT COUNTRY IN 1917; SO, AS YOU CAN SEE, HERR PURO'S FILM CAREER SET MANY MILESTONES.""OLLIN OPPIVUODET"" ( OLLI'S APPRENTICESHIP ) WAS BASED ON FRAU ANNI SWAN'S EPONYMOUS AND POPULAR CHILDREN'S NOVEL AND ITS PREMIERE WAS A HUGE AND REMARKABLE EVENT ATTENDED BY THE FINNISH PRESIDENT AND MANY MEMBERS OF GOVERNMENT ( HOWEVER, NO ARISTOCRATS WERE IN ATTENDANCE)THE FILM DEPICTS THE STORY OF KINDER OLLI, A RASCAL WHO RUNS AWAY FROM HOME FEARING A TERRIBLE SPANKING FROM HIS FATHER DUE TO HIS CONTINUAL BAD BEHAVIOUR. OLLIN'S COUSIN, HERR KAARLE, OWNER OF THE DETERIORATED HARMAALA MANOR, LATER FINDS THE CHILD WANDERING ALONE AND DECIDES TO TAKE HIM IN, ENCOURAGED BY HERR KAARLE'S AUNT, FRAU MATLEENA. HOWEVER THEY ARE MOTIVATED BY GREED NOT COMPASSION AS THEY PRETEND THAT THE BOY HAS DROWNED, MAKING HERR KARRLE THE ONLY HEIR TO THE KOIVUMÄKI MANOR, WHICH PRIMARILY BELONGS TO OLLI. THE TWO CONSPIRATORS DISGUISE OLLI AS A GIRL AND SPIRIT HIM AWAY TO SWEDEN WHERE HE IS APPRENTICED TO THE SHOEMAKER HERR SIMOLIN.""OLLIN OPPIVUODET"" CAN BE DESCRIBED ( ALTHOUGH THIS HERR GRAF HASN'T READ THE ORIGINAL FRAU SWAN NOVEL SINCE IT WAS WRITTEN IN FINNISH? ) AS A FILM WITH DICKENSIAN OVERTONES AND ATMOSPHERE, PLAYING LIKE A CLASSICAL NEWSPAPER SERIAL STORY THAT INCLUDES THE USUAL ELEMENTS MEANT TO TOUCH AND MOVE THE AUDIENCE: POOR LITTLE RICH BOYS, POVERTY, MISFORTUNES, ORPHAN GIRLS, A NUMBER OF SCOUNDRELS BUT WITH EVERYTHING TURNING OK IN THE END. THE CONTRAST OF RICHES AND POVERTY IS VERY WELL DONE AND THE SOCIAL CONDITIONS ARE DEPICTED IN A REALISTIC MANNER. OLLI HAS MANY MISHAPS, INCLUDING A DISASTROUS ATTEMPT TO BECOME A SAILOR WITH HIS FRIEND RÄNNI-PELLE AND LATER ENDING UP IN AN INSTITUTION, ACCUSED OF ROBBERY. EVERY EPISODE IS PERFECTLY PERFORMED BY THE TWO YOUNG ACTORS, AS NAÏF AS THEIR CHARACTERS. IN SPITE OF DIFFICULTIES AND MISFORTUNES, A MESSAGE OF HOPE PREVAILS. THE FILM DOES SUFFER FROM A LACK OF RHYTHM AND CONTINUITY BUT THE CLASSICAL LITERARY INSPIRATION AND THE PERIOD ATMOSPHERE MAKE UP FOR THAT AND THE FILM AVOIDS EXCESSIVE SENTIMENTALITY AND TEAR JERKING. AND NOW, IF YOU'LL ALLOW ME, I MUST TEMPORARILY TAKE MY LEAVE BECAUSE THIS GERMAN COUNT MUST CONTINUE WITH HIS APPRENTICESHIP TO A BON VIVANT.",DRAMA
587,"AFTER WITNESSING THE SHOOTING AND ABDUCTION OF HER HUSBAND, EMMA DONNE IS LEFT WITH NOTHING. LACKING FAMILY AND FRIENDS, SHE IMMERSES HERSELF IN THE ONLY THING SHE HAS LEFT: HER WORK. AS AN OPERATOR AT A PAGING COMPANY, EMMA IS A MODERN DAY MESSENGER. SHE BEGINS TO FIND SOLACE BY LIVING VICARIOUSLY THROUGH THE MESSAGE SHE RELAYS... AND WHAT ONCE WAS A DREADFUL CHORE BECOMES AN OBSESSION FOR HER. METHODICALLY, EMMA RETREATS FROM THE WORLD AROUND HER AND STARTS TO SUBSTITUTE HER BASIC NEED FOR HUMAN CONTACT WITH THESE MEANINGLESS AND IMPERSONAL MESSAGES. AFTER MONTHS WITHOUT A CLUE ABOUT HER HUSBAND'S DISAPPEARANCE, EMMA STARTS RECEIVING PERSONAL AND INTIMATE MESSAGES THAT ONLY HER HUSBAND COULD WRITE. WITH NOTHING TO LOSE BUT HER LIFE, EMMA GETS INVOLVED AND FOLLOWS THE LEAD OF THE MYSTIFYING MESSAGES. CAUGHT IN AN EVER-WIDENING WEB OF LIES AND STRANGE COINCIDENCES, EMMA REALIZES THAT EVENTS ARE NOT ALWAYS WHAT THEY SEEM, AS DARK SECRETS ABOUT HER PREVIOUS ""PERFECT"" LIFE BEGIN TO SURFACE.",DRAMA
588,"ADAPTATION OF A POPULAR COMEDY: WHEN THE COUNTRY UNCLE HE HAS BEEN BILKING COMES TO TOWN TO VISIT, A YOUNG STUDENT TAKES HIM TO A BOARDING HOUSE FULL OF EXAGGERATED ECCENTRIC CHARACTERS.",COMEDY
589,"YEARS 1939-45 WERE DARK YEARS IN ALL OF EUROPE, INCLUDING FINLAND WHICH SUFFERED FROM TWO DEVASTATING WARS WITH THE SOVIET UNION DURING THOSE YEARS. THE POLITICAL SITUATION ALSO AFFECTED THE CINEMA OF FINLAND MORE OR LESS DIRECTLY; OF THE MOVIES PRODUCED IN THOSE YEARS, MANY WERE LIGHTWEIGHT COMEDIES AIMED TO CHEER PEOPLE UP WHILE AVOIDING SENSITIVE POLITICAL SUBJECTS. ONE SUCH ROM-COM IS JORMA NORTIMO'S PERHEEN MUSTA LAMMAS FROM EARLY 1941, THE INTERIM PEACE ERA.A MAN IN WOMEN'S CLOTHES HAS BEEN A STAPLE OF THE COMEDY GENRE FOR WHO KNOWS HOW LONG, BUT THE JOKE WORKS THE OTHER WAY ROUND TOO. PERHEEN MUSTA LAMMAS IS THE STORY OF AN ORPHANED OFFICE WORKER NAMED RAILI WIRMA (SIRKKA SIPILÄ) WHO MOVES INTO HER OWN APARTMENT FROM THE CUSTODY OF HER THREE OPPRESSIVE AUNTS. SOON SHE FINDS HERSELF DEEP IN DEBT AND BREAKS UP WITH HER BOYFRIEND TOPI (DIRECTOR NORTIMO), BUT GETS AN IDEA WHEN SHE ACCIDENTALLY GETS A JOB AS AN ERRAND BOY WHILE BEING DRESSED AS A GUY FOR LAUGHS. IN ORDER TO MAKE MONEY FOR HER CREDITORS, SHE TRIES TO MAINTAIN SEVERAL FALSE IDENTITIES IN DIFFERENT JOBS – EASIER SAID THAN DONE.THE HUMOUR IS NOT HIGHLY IMAGINATIVE, BUT THERE ARE MANY AMUSING DETAILS IN THE MOVIE ANYWAY. SIPILÄ LOOKS FUNNY AS A BOY AND PRETTY AS A GIRL AND CERTAIN SUPPORTING CHARACTERS ARE FUN TOO, FOR EXAMPLE SIIRI ANGERKOSKI AS RAILI'S UNCLE'S WIFE SALLI (A FORMER OPERA DIVA) AND THE TRIO OF RAILI'S CONSERVATIVE AUNTS (ELSA TURAKAINEN, VERNA PIPONIUS AND HENNY VALJUS) WHO COMPLETE EACH OTHER'S SENTENCES LIKE HUEY, DEWEY AND LOUIE IN CLASSIC DONALD DUCK COMICS. SOME CINEMATIC TECHNIQUES ARE MORE INTERESTING THAN IN MANY AVERAGE OLD FINN-FILMS: THE SURREAL DREAM SEQUENCE AND THE CLOTHES-CHANGING SCENE IN A MOVING ELEVATOR LOOK COOL, AS DOES THE SEMI-LONG TAKE INTRODUCING THE BEAUTY PARLOUR WHERE RAILI FINDS A JOB UNDER A FALSE NAME. SOME MOMENTS ARE ALSO A BIT MORE RISQUÉ THAN EXPECTED FROM A MOVIE OF THE ERA.NEVERTHELESS, I DON'T THINK THE ROMANTIC PLOT LINES WORK AS WELL AS THE IDENTITY-RELATED ONES. RAILI HAS THREE MEN TRYING TO WOO HER, BUT THE FINAL RELATIONSHIP FEELS LIKE AN OBLIGATORY HAPPY ENDING INSTEAD OF A NATURAL PART OF THE STORY. EVEN SO, RAILI HERSELF IS AN INTERESTING CHARACTER THANKS TO HER OPENNESS TO SHADY METHODS LIKE STEALING AND DECEIVING IN ORDER TO REACH HER GOALS. STILL, SHE TOO HAS TO TASTE HER OWN MEDICINE WHEN AN ARTIST NAMED RAUTIA (JOEL RINNE) BLACKMAILS HER INTO BECOMING A NUDE MODEL FOR HIM. THIS PLOT DETAIL IN PARTICULAR IS ACTUALLY SURPRISINGLY DARK CONSIDERING THE ROM-COM PREMISE, BUT IN THE END EVERYTHING IS RESOLVED WITH NO HARD FEELINGS, OF COURSE. I DOUBT A SIMILAR JOKE COULD BE DONE IN A MODERN COMEDY WITHOUT ACCUSATIONS OF SEXISM – ATTITUDES DO CHANGE OVER TIME.IN ANY CASE, AS A WHOLE I THOUGHT THE MOVIE IS SOMEWHAT WATCHABLE AND ENTERTAINING LITTLE COMEDY. IT IS NOT JORMA NORTIMO'S BEST FILM AND I THINK FUNNIER MOVIES HAVE BEEN MADE IN FINLAND AND ELSEWHERE, BUT IF NOTHING ELSE IS ON, PERHEEN MUSTA LAMMAS MAKES AN ALRIGHT PASTIME FOR 90 MINUTES.",COMEDY
590,THE REAL STORY OF A FRENCH MAN WHO WAS ABLE TO CONTROL HIS OWN FARTS.,COMEDY
591,"TO THE CHILDREN OF THE RICH, SURVIVAL IS JUST AS DIFFICULT AS IT IS FOR EVERYONE ELSE--BUT IN THEIR OWN TROUBLE-FILLED MINDS, FINDING A REASON TO LIVE CAN BE HARDEST.",COMEDY
592,"ILMARI UNHO'S SOCIAL COMEDY POIKANI PÄÄKONSULI (1940) IS BASED ON A PLAY BY ELSA SOINI. A SHARP STUDENT INKERI, ""IIRI"", PAAPPANEN, AND BUSINESSMAN TAAVI TAKKULAINEN FALL IN LOVE DURING A BOAT TRIP, BUT A MISUNDERSTANDING AT A HOTEL IN STOCKHOLM CAUSES A RIFT. AFTER RETURNING TO FINLAND, INKERI APPLIES FOR A JOB AS A GOVERNESS AND ACCIDENTALLY ENDS UP WORKING FOR TAAVI'S PARENTS' FAMILY. CONSUL GENERAL ALBERT, TAAVI'S BROTHER, PLANS TO USE INKERI IN HIS POLITICAL AMBITIONS.",COMEDY
593,"A QUARREL BETWEEN DIVORCED WAITRESS MÁJA (KAROLÍNA SLUNÉCKOVÁ) AND HER FIFTEEN-YEAR-OLD SON PETR (OTAKAR BROUSEK) ENDS WITH THE BOY PHYSICALLY ATTACKING HIS MOTHER, AND HE IS SENT TO AN INSTITUTION FOR JUVENILE DELINQUENTS. OVER THREE YEARS PETR SUCCESSFULLY TRAINS AND QUALIFIES AS A CARPENTER, BUT CONSISTENTLY REFUSES TO SEE HIS MOTHER. NONETHELESS, THE EXPERIENCED DIRECTOR JANES (EDUARD CUPÁK) HOPES THAT PETR WILL MANAGE TO MAKE A NEW LIFE FOR HIMSELF WITH HIS MOTHER. PETR IS NOW OF AGE AND RETURNS TO PRAGUE.",DRAMA
594,"THE OUTSTANDING HOCKEY PLAYER JINDRICH VACULA (JURAJ KUKURA) IS ACCUSED OF ACCEPTING A BRIBE AND BANNED FROM PLAYING PENDING THE INVESTIGATION. HIS ATTRACTIVE LOVER ALENA (HANA CÍZKOVÁ) QUICKLY WALKS OUT ON HIM, TAKING VARIOUS EXPENSIVE FURNISHINGS. JINDRICH GOES BACK TO HIS NATIVE TOWN, WHERE HIS FATHER LIVES WITH HIS STEPMOTHER AND HIS LITTLE BROTHER, WHO IS SLOWLY DYING OF MYOPATHY. FOR LACK OF ANYTHING ELSE TO DO HE HELPS THE ARCHITECT FRYDRYCH (ILJA PRACHAR) DRAW UP PLANS FOR THE DEMOLITION OF THE TOWN, UNDER WHICH COAL HAS BEEN DISCOVERED. HE ALSO STARTS AN AFFAIR WITH THE ARCHITECT'S WIFE (JANA SULCOVÁ), AND HAS NO IDEA THAT HE HAS MADE HER PREGNANT.",DRAMA
595,ARE THE OLD PEOPLE REALLY TREATED AS HUMAN BEINGS? THE QUESTION CAN BE ASKED IN A SOCIETY WHERE OLD AGE HAS BECOME SOMETHING YOU AVOID TALKING ABOUT. WHERE NO ONE LISTENS TO THE OLD PERSON ANYMORE.,DOCUMENTARY
596,"MYRIAM WELCOMES YOUNG MEN, WOMEN AND COUPLES TO HER LUXURY HOUSE IN THE DUTCH COUNTRYSIDE AND HAS SEX WITH THEM.",ADULT
597,"IN A MORGUE, THE CORPSE OF A YOUNG MAN WHO SUDDENLY DIED ON THE STREETS, PROBABLY OF A HEART ATTACK, WILL BE EXAMINED BY CORONER ELIZABETH (LETÍCIA SPILLER). SHE QUESTIONS WITH HER COLLEAGUE THE DEATH OF A PERSON SO YOUNG AND HANDSOME, BUT THE BRAIN OF THE DEAD MAN IS SOMEHOW WORKING AND HE FALLS IN LOVE WITH HER. MEANWHILE, A DERANGED MAN INVADES THE MORGUE AND THREATENS ELIZABETH WITH A GUN. THE DEAD MAN IS A WITNESS,, BUT BEING IMMOBILIZED BECAUSE HE IS DEAD, HE CANNOT HELP HER.",SHORT
598,"THIS MOVIE TELLS ABOUT A BROKEN FAMILY.THE FATHER IS DEALING WITH ALCOHOLISM, BUT HE DECIDES TO BECOME SOBER.BUT THAT DOESN'T SOLVE ALL THE PROBLEMS OF THE FAMILY.PYHÄ PERHE (1976) IS DIRECTED BY ANSSI MÄNTTÄRI, WHO RECENTLY CELEBRATED HIS 70TH BIRTHDAY.THIS IS THE FIRST FEATURE HE DIRECTED.IT'S BASED ON CLAES ANDERSSON'S PLAY FROM 1974.JUSSI WINNER LASSE PÖYSTI GIVES A VERY CONVINCING PERFORMANCE AS PAAVO MÄKINEN.SAME I COULD SAY ABOUT BIRGITTA ULFSSON, HIS WIFE AT THE TIME, PLAYING TERTTU.THE CHILDREN ARE PLAYED BY RITA POLSTER, MARTTI-MIKAEL JÄRVINEN AND SANNA FRANSMAN.THEY'RE ALL VERY GOOD.ALSO GREAT JOB FROM MIKKO MAJANLAHTI (DOCTOR) AND MARJA-SISKO AIMONEN (MS. VUORIO).THIS MOVIE HAS A LOT OF GOOD, NOT JUST THE GREAT PERFORMANCES.THE SEQUENCE WHERE PAAVO IS IN HIS WORKING PLACE, TRYING TO HIT ON HIS COLLEAGUE, IS REALLY NICE.AND THE WHOLE THING IS MOST REALISTIC.SOMETHING LIKE THIS HAPPENS IN FINLAND WAY TOO MUCH.",DRAMA
599,"IN AN IMAGINARY SOUTH-AMERICAN DICTATORSHIP , GUADALARMA, ""PROTECTOR"" DON SALVADOR IS MAKING IT ROUGH ALL OVER ;NO QUARTER ,WHEN YOU'RE A REBEL,YOU'RE BOUND TO BE SHOT.MICHEL,MISTAKEN FOR A REVOLUTIONARY ,IS THROWN INTO JAIL ,WAITING FOR HIS EXECUTION . HIS WIFE,CHRISTINE, DESPERATELY TRIES TO SAVE HIM FROM THE FIRE SQUAD .SHE BRIBES THE FORTRESS GOVERNOR TO HELP THE PRISONER ESCAPE .BUT THERE IS A PRICE TO PAY: DIAMONDS ,WHICH ARE HIDDEN IN THEIR HOME IN THE COUNTRY ,A LONG WAY FROM THE TOWN.",DRAMA
600,A JOURNALIST IS REPORTING ON PROSTITUTES ACTIVE IN THE HARBOR AREA. HE FALLS IN LOVE WITH THE BEAUTIFUL AND DIFFERENT VUOKKO.,DRAMA
601,"RAUTAKYLÄN VANHA PAROONI (1923) IS THE FIRST DIRECTORIAL WORK OF KARL (CARL) FAGER, KNOWN AS A STAGE DIRECTOR. BASED ON TEXTS BY ZACHARIAS TOPELIUS, THE FILM IS SET IN THE MANOR HOUSE OF RAUTAKYLÄ, INHABITED BY THE ELDERLY BARON MAGNUS DRAKENHJELM, ON THE SHORES OF LAKE NÄSIJÄRVI IN THE WINTER OF 1838. SURPRISE GUESTS ARRIVE AT THE MANOR HOUSE AND THE STORY TAKES US BACK FIFTY YEARS TO THE COURT OF GUSTAV III IN STOCKHOLM.",DRAMA
