title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Mama v zakone,2014–,N/A,N/A,Drama,N/A,N/A,"Viktoriya Tarasova, Ekaterina Semyonova, Andrey Chernyshov",N/A,Russian,Russia,N/A,N/A,N/A,tt3463288,N/A
Gilded Foreheads,1971,N/A,16 min,"Animation, Short",Nikolay Serebryakov,Aleksandr Khmelik,Oleg Tabakov,A quick-witted man taught the king and the whole royal family a lesson.,Russian,Soviet Union,N/A,N/A,10,tt3463292,N/A
Tunnelbanan,2012–2019,N/A,N/A,Reality-TV,N/A,N/A,"Jeanette Höglund, Linnea Sandström",A reality series that follows Security Personell in the subway / underground of Swedens capital city of Stockholm.,Swedish,Sweden,N/A,7.0,63,tt3463294,N/A
ReQuest,2024,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,"Hayden Daviau, Jessie James Grelle, Chris Guerrero",N/A,N/A,N/A,N/A,N/A,18,tt34632956,N/A
Kubiwa,2024,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,"Nasim Benelkour, Paul Castro Jr., Nia Celeste",N/A,N/A,N/A,N/A,N/A,238,tt34632960,N/A
The You I Met Was Blue,2024,N/A,N/A,Drama,N/A,N/A,N/A,Qi Lu solves Qin Xiao's problem and discovers Qin Xiao's excellent drawing skills.,N/A,N/A,N/A,N/A,16,tt34632971,N/A
"We're Friends Now, Right?",2024,N/A,N/A,Drama,N/A,N/A,N/A,Qi Lu volunteers to help Qin Xiao to find his lost grandfather; Liu Ming Yang gives a gift to Tan Yin.,N/A,N/A,N/A,N/A,16,tt34632975,N/A
Sexorcismes,1975,N/A,80 min,"Adult, Horror",Jesús Franco,"Henri Bral de Boitselier, Jesús Franco, James C. Garner","Lina Romay, Catherine Lafferière, Nadine Pascal",The hardcore XXX version of L'éventreur de Notre-Dame (1975) and The Sadist of Notre Dame (1979).,French,"France, Belgium",N/A,6.0,46,tt3463298,N/A
Who Fell In Love First?,2024,N/A,N/A,Drama,N/A,N/A,N/A,"Now that he's talking, Tan Yin intends to confess his love to Liu Ming Yang; Qin Xiao makes a bet with a classmate from another class.",N/A,N/A,N/A,N/A,16,tt34632982,N/A
Love is Controlling Yourself,2024,N/A,N/A,Drama,N/A,N/A,N/A,Qin Xiao takes on a mission that seems a bit dangerous; Tan Yin reveals his past to Liu Ming Yang.,N/A,N/A,N/A,N/A,15,tt34632984,N/A
The Most Distant White of Winter,2024,N/A,N/A,Drama,N/A,N/A,N/A,Qin Xiao and Liu Ming Yang see Qi Lui being taught a lesson by his father and Qin Xiao shows concern later.,N/A,N/A,N/A,N/A,16,tt34632988,N/A
"Do What I Want to Do, Love Who I Want to Love",2024,N/A,N/A,Drama,N/A,N/A,N/A,Qin Xiao begins to distance himself from Qi Lui; Tan Yin finds it hard to get over a photo.,N/A,N/A,N/A,N/A,16,tt34632991,N/A
"Love is a Powerful Force, Like a Hot Gun",2024,N/A,N/A,Drama,N/A,N/A,N/A,Liu Ming Yang takes everyone out sketching which happens to coincide with Qin Xiao's birthday.,N/A,N/A,N/A,N/A,15,tt34632995,N/A
That Time Went to Campus And...,2024,N/A,24 min,"Animation, Comedy, Romance",N/A,N/A,"Mikako Komatsu, Shunsuke Takeuchi, Aoi Yûki",N/A,N/A,N/A,N/A,N/A,20,tt34632997,N/A
"Wherever I Am, That's Your Home",2024,N/A,N/A,Drama,N/A,N/A,N/A,Liu Ming Yang's mother pays a surprise visit which uncovers the past; Qin Xiao struggles to get rid of things and people he finds harmful.,N/A,N/A,N/A,N/A,15,tt34632998,N/A
Bell Cranel (Desires),2024,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,tt34633011,N/A
Ginger,2013,N/A,N/A,Comedy,Shaji Kailas,Rajesh Jayaraman,"Jayaram, Muktha George, Sudheesh","'Ginger' is a humorous tale, set against the backdrop of a village. Two scheming thieves Jayaram and Sudheesh plan to rob Suresh Krishna and his wife Mallika's house, but in a quirk of fate, becomes a part of their life. .",Malayalam,India,N/A,4.6,49,tt3463312,N/A
Don't Trust Andrew Mayne,2014–,N/A,30 min,N/A,N/A,N/A,"Andrew Mayne, Ryan Manuel, Savannah Marlissa","Don't Trust Andrew Mayne on A&amp;E features the wildly innovative, mischief-loving magician Andrew Mayne as he sets out to reinvent revenge. His illusions are mind-blowing, but what he loves most is helping people get even.",N/A,N/A,N/A,5.7,61,tt3463336,N/A
Sterling and Chanel VI,2014,TV-14,21 min,"Comedy, Reality-TV",Michael Simon,"Rob Dyrdek, Shane Nickerson, Rob O'Reilly","Rob Dyrdek, Sterling Brim, Chanel West Coast","On an all-new episode of Ridiculousness, Rob, Sterling and Chanel are in the studio ""Freaking Out"" over the new epidemic ""Heavy Leg Syndrome"" and they discover the fine art of ""Extreme Sitting.""",N/A,N/A,N/A,N/A,26,tt3463342,N/A
Do or Die,2014–,N/A,N/A,Reality-TV,N/A,N/A,N/A,Here is where you'll witness some of the most deadly situations ever caught on tape and put your survival knowledge to the test. Do you have what it takes to come out alive?,English,United States,N/A,7.4,233,tt3463348,N/A
Evil-in-Law,2013–,TV-PG,N/A,"Crime, Drama",N/A,N/A,"Kathryn Klvana, Amanda Hastings, Kc Guyer","These mama's boys face an ultimatum - choose the missus or mommy dearest - but after their wives threaten divorce, turf wars rage into a matter of life or death when the maniacal mothers-in-law enlist hit men instead. From how to cook and clean to how to raise their children, these women must find their inner strength to escape before it's too late.",English,United States,N/A,7.3,41,tt3463360,N/A
The Flight Stuff,2014,TV-PG,23 min,"Animation, Action, Adventure",Louie del Carmen,"Cressida Cowell, F.M. De Marco, Mark Hoffmeier","Jay Baruchel, America Ferrera, Christopher Mintz-Plasse","Snotlout becomes convinced he is dying, and leaves Hookfang to Gustav. But when he ""miraculously"" recovers, Snotlout takes his dragon back, and Gustav decides to get a dragon of his own (named Fanghook) and join the academy... whe...",N/A,N/A,N/A,7.1,161,tt3463366,N/A
What Lies Below,2014,TV-PG,44 min,"Documentary, Reality-TV",N/A,"Kevin Burns, Joe Lessard","Rick Lagina, Marty Lagina, David Blankenship","Brothers Rick and Marty Lagina now own most of the mysterious Oak Island. Determined to resurrect the 200 year old search for treasure, they explore an abandoned shaft called 10-X.",English,United States,N/A,N/A,126,tt3463368,N/A
Electric Ride,2014,TV-PG,22 min,Reality-TV,N/A,Danny Koker,"Ryan Evans, Richard Harrison, Rick Harrison","Pawn Stars' ""Old Man"" Mr. Harrison stops by Count's Kustoms with a job that is as unique and old fashioned as he is. Later, the guys aren't in love with Roli's new special custom project.",N/A,N/A,N/A,N/A,12,tt3463374,N/A
Arizona: Testing the Eagle,2014,TV-PG,43 min,Reality-TV,N/A,N/A,"Rodd Houston, Joel Lambert",Who will win the ultimate game of cat and mouse - ex-Navy Seal Joel Lambert or the US Army's Phantom Recon Unit? They have 48 hours to physically capture Lambert and egos are on the line as the Army use drones to try and beat him....,N/A,N/A,N/A,N/A,12,tt3463378,N/A
Nose Mouth,2014,TV-PG,12 min,"Animation, Short, Action",Scott O'Brien,"Aaron Horvath, Michael Jelenic, Tom Pugsley","Greg Cipes, Scott Menville, Khary Payton","Raven succumbs to pressure to use her magic to solve problems around the Tower, but becomes more and more evil with each spell.",English,United States,N/A,N/A,188,tt3463380,N/A
Sievers und das Geisterhaus,2024,N/A,N/A,Crime,Alex Schaad,Katja Töner,"Peter Heinrich Brix, Julia Brendler, Oliver Wnuk","Local fire brigade conducting exercise stumbles upon corpse of writer Silke Kasper in old house, explaining her absence from scheduled library book reading.",N/A,N/A,N/A,N/A,26,tt34633920,N/A
For the Benefit of Mr. Charles,2014,N/A,22 min,Reality-TV,N/A,N/A,N/A,"The buyers head east to Longview, Texas, where Jenny attempts a bold new strategy. Rangers Ricky and Bubba attempt to both go big and go home, Matt Blevins resorts to scare tactics.",N/A,N/A,N/A,N/A,N/A,tt3463412,N/A
Flight of the Rabbids/The Rabbid Who Fell to Earth/Holy Rabbid-Cow!,2014,N/A,22 min,"Animation, Comedy",N/A,N/A,N/A,"The Rabbids attempt to fly.A conspiracy theorist who is determined to gather evidence of extraterrestrial life, mistakes a Rabbid dressed up as a chicken, as an alien life form.The Rabbids are determined to catch a pesky fly.",N/A,N/A,N/A,N/A,N/A,tt3463414,N/A
Web of Lies,2014–2021,TV-14,43 min,"Documentary, Crime",N/A,N/A,"Nathan Wiley, Cherise Silvestri, Raven Cinello","In hourlong episodes, ""Web of Lies"" unravels tragic true stories of deception and manipulation triggered by online interactions, from predators lurking behind Facebook profiles to creeps scouring chat rooms for their victims. Re-enactments are supported by comments from law enforcement personnel, true-crime experts and psychologists, plus first-person accounts from friends and families of the victims.",English,"United States, United Kingdom",N/A,7.8,"1,006",tt3463426,N/A
Episode #1.6,2013,N/A,34 min,"Drama, Thriller","Omri Givon, Rotem Shamir","Nir Bergman, Omri Givon, Amir Gutfreund","Ayelet Zurer, Jonah Lotan, Micha Celektar",Eyal develops an infection and Yael leaves the house to go to the hospital and get the medication to save him. She takes advantage of the trip to locate the address of Yair Rubin. She manages to slip in to his home and discovers m...,Hebrew,Israel,N/A,N/A,43,tt3463440,N/A
När Tårarna Fallit,2014,N/A,20 min,"Short, Drama, Sci-Fi",Henrik Henziger,"Carin Bräck, Henrik Henziger","Magdalena Sverlander, Fredrik Dolk, Hampus Ekvall","In a near future, where function and economy governs, nearly all of mankind has lost it's emotions. For these people a certain drug is the only way to briefly experience joy or sadness. In this indifferent world an exception is a young mother who faces an impossible choice when her son is submitted life supporting medical care.",Swedish,Sweden,7 wins & 4 nominations,N/A,16,tt3463442,N/A
Donkey Konga 3: Tabe-houdai! Haru Mogitate 50 Kyoku,2005,N/A,N/A,"Animation, Family, Music",Hiroyuki Onoda,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,N/A,tt3463452,N/A
Aliens in America,2014,TV-14,45 min,"Fantasy, History, Sci-Fi",N/A,"Daniel Snyder, Max Thompson","David Childress, David Wilcock, Clifford Mahooty","Strange rock carvings from 8,000 B.C. Unexplained sightings in the new world. And a frightening anomaly plaguing the American West. Is there more to America's past than is found in our history books? Could the mysterious stories a...",English,United States,N/A,N/A,117,tt3463456,N/A
CHOMPS,2013,N/A,17 min,"Short, Comedy",Doug Sharp,Doug Sharp,"Mark Dessauer, Leo Kempf, Josh Weiland, Erik Hurt",N/A,English,USA,N/A,8.5,13,tt3463468,N/A
Lonesome Cowboy,2024,N/A,N/A,"Animation, Action, Sport",N/A,N/A,"Mari Anzai, Masaki Nakanishi, Jirô Saitô",N/A,N/A,N/A,N/A,N/A,12,tt34634707,N/A
Napoleón,2013,N/A,13 min,"Short, Thriller",Enrique García,Enrique García,"Susana Almahano, David García-Intriago, Miguel Guardiola",A bright high school student is caught with a committed teacher drawing. She strives to punish this. The situation twist dramatically with unexpected student reaction.,Spanish,Spain,N/A,N/A,20,tt3463474,N/A
The Repo Man in the Septic Tank,2014,TV-14,43 min,"Crime, Drama, Mystery",Jeffrey Walker,"Hart Hanson, Kathy Reichs, Michael Peterson","Emily Deschanel, David Boreanaz, Michaela Conlin","A repo man's remains are found in a septic tank, and the Jeffersonian team must work together to figure out who the killer is. When the team discovers that the victim had a troubled past, some key witnesses from his earlier days b...",English,N/A,N/A,7.3,732,tt3463482,N/A
The Heiress in the Hill,2014,TV-14,44 min,"Crime, Drama, Mystery",Milan Cheylov,"Hart Hanson, Kathy Reichs, Dean Lopata","Emily Deschanel, David Boreanaz, Michaela Conlin","The Jeffersonian team investigates the murder of Lauren Frank, a kidnap victim whose remains were found buried at a park. But when they discover the unhappy relationship that Lauren had with her stepmother, the team starts to thin...",English,N/A,N/A,7.6,700,tt3463484,N/A
The Source in the Sludge,2014,TV-14,43 min,"Crime, Drama, Mystery",Ian Toynton,"Hart Hanson, Kathy Reichs, Jonathan Collier","Emily Deschanel, David Boreanaz, Michaela Conlin","When a CIA informant is found murdered, Booth and CIA Agent Danny Beck must work together to track down an Afghan terrorist. Meanwhile, Brennan wants to work more closely with Booth in the field, and the duo must confront the impl...",English,N/A,N/A,7.5,783,tt3463488,N/A
Episode dated 25 January 2014,2014,N/A,60 min,"Documentary, News",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt3463492,N/A
Episode #12.160,2014,TV-14,120 min,Sport,N/A,N/A,"Ariane Andrew, Joe Anoa'i, Stu Bennett, Thaddeus Bullard",N/A,N/A,N/A,N/A,N/A,N/A,tt3463542,N/A
Red Dot,2014–,N/A,9 min,Crime,N/A,N/A,"Guyviaud Joseph, Sadeeah Bunch, Tanayah Flores",A firm of semi-trained hit-men operates under the guise of a video production company.,English,United States,N/A,6.6,8,tt3463550,N/A
Powerless,2013,N/A,80 min,"Documentary, Adventure, Drama","Deepti Kakkar, Fahad Mustafa",Fahad Mustafa,N/A,"Of Kanpur's 3 million-plus population, at least 400 million are without viable electricity. As an alternative, they resort to katiyas - crude wire tappings that drain power from legal users and run it into the homes of the underserved.",English,India,1 win,N/A,8,tt3463560,N/A
Episode #5.18,2014,TV-PG,44 min,"Family, Reality-TV","Ken Fuchs, Craig Spirko",N/A,"Barbara Corcoran, Mark Cuban, Lori Greiner",A unique dating service; eco-friendly bamboo cleaning cloths; a fitted sheet and sleeping bag combo for making beds quickly; a buzzing medical device.,English,United States,N/A,7.3,50,tt3463568,N/A
Episode #5.16,2014,TV-PG,44 min,"Family, Game-Show, Reality-TV","Alan Carter, Ken Fuchs, Craig Spirko",N/A,"Mark Cuban, Lori Greiner, Daymond John","There's potential millions at stake when the Sharks recognize one irresistible product and a feeding frenzy ensues among all of them, including guest Shark Steve Tisch, co-owner of the New York Giants and film producer. Whose offe...",English,United States,N/A,N/A,56,tt3463570,N/A
Episode #5.17,2014,TV-PG,44 min,"Family, Game-Show, Reality-TV","Alan Carter, Ken Fuchs, Craig Spirko",N/A,"Barbara Corcoran, Mark Cuban, Robert Herjavec","A Portland, Oregon entrepreneur has a juice and smoothie cart with blenders powered entirely by pedaling vintage bikes, and a former CIA officer based in Cedar City, Utah teaches customers how to pick locks, escape handcuffs and disappear without a trace with his classes. Former pro wrestler Dallas Page and his business partner in Smyrna, GA pitch a fitness program based on yoga movements which is high energy and zero impact, and a woman from Atlanta, GA pitches her breakfast brand which includes southern specialties. We get an update on Gameface, from Tyler, TX, a temporary face paint transfer in which Mark Cuban and Lori Greiner invested last season.",English,United States,N/A,7.7,47,tt3463572,N/A
"Un depósito bancario, un alzamiento de bienes y una rumana chantajista",2014,N/A,75 min,Comedy,Laura Caballero,"Alberto Caballero (original idea), Alberto Caballero, Laura Caballero (original idea), Daniel Deorador (original idea), Daniel Deorador, Sergio Mitjans, Araceli Álvarez de Sotomayor","María Adánez, Ricardo Arroyo, Pablo Chiapella, José Luis Gil",N/A,N/A,N/A,N/A,N/A,N/A,tt3463586,N/A
Kanyaka Talkies,2013,N/A,115 min,"Drama, Mystery",K.R. Manoj,"Ranjini Krishnan, K.R. Manoj, Shaji Kumar P V","Chempil Asokan, Munshi Baiju, Krishnan Balakrishnan","Kuyyali is a sleepy hillside village where stands Kanyaka Talkies, a twenty year old movie theatre, whose mainstay was screening of soft porn films. When the owner of the theater, Yakoob, faces many tragedies in his personal life, one after the other, he decides to bid adieu to Kuyyali, and give up Kanyaka. Upon leaving, he requests the local Christian diocese to take over the theater building and space. Diocese converts it into a church and Father Michele gets appointed as the priest of the 'newly converted' church. The church attracts a steady stream of followers and one among them is Ancy, who lives the double life of a home nurse and that of a porn 'extra'. Ancy's life is punctuated with uncanny fantasies and moments of guilt pangs which pushes her to seek solace at the church. After reaching Kuyyali Father Michele starts listening to strange voices; his attempts to stop it nearly drives him crazy. He makes some secret moves to get over the trouble, which leads to a series of events that connects Yakoob, Ancy and Father Michele as three dots of a triangle.",Malayalam,India,5 wins,6.4,77,tt3463588,N/A
Turn Your Bloody Phone Off: The Second Batch,2013,N/A,1 min,"Short, Horror","Evrim Ersoy, Ryan Haysom, Melanie Light, David Lumsden, James Moran, Andy Nyman, Mario Pena, Kate Shenton, Patrik Syversen, Joel Townsend, Norman J. Warren, Jacqueline Wright","Jon Britt (segment), Evrim Ersoy (segment), Ryan Haysom (segment), Melanie Light (segment), David Lumsden (segment), James Moran (segment), Andy Nyman (segment), James Pearcey (segment), Mario Pena (segment), Kate Shenton (segment), Yixi Sun (segment), Jesper Sundnes (segment), Patrik Syversen (segment), Joel Townsend (segment), Norman J. Warren (segment), Russell Would (segment), Jacqueline Wright (segment)","Mia Aarons, Zahid Ali, Stephanie Ard, Laura Bacon",N/A,English,"Germany, Norway, USA, UK",N/A,7.7,29,tt3463594,N/A
La seconda moglie,2014,N/A,50 min,"Comedy, Crime, Drama",Monica Vullo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt3463596,N/A
Testimone d'accusa,2014,TV-G,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Terence Hill, Nino Frassica, Simone Montedoro",Testimonio de la acusación. A married woman having an affair is shot. Tommasi's mother arrives. Martina keeps saying a bad word heard from Cecchini. He tries to change this habit in time for father's day before Tommasi finds out.,N/A,N/A,N/A,N/A,13,tt3463602,N/A
Welcome to Sweden,2014–2015,TV-PG,1 min,Comedy,N/A,"Greg Poehler, Josephine Bornebusch, Niclas Carlsson","Greg Poehler, Josephine Bornebusch, Lena Olin","Bruce and his beautiful Swedish girlfriend Emma seem to be the perfect couple, so it only seems natural that when Emma decides to leave New York to accept a prestigious banking job in Stockholm, Bruce decides to join her. When they get there, Bruce not only has to deal with the culture shock of moving halfway across the world, but also with learning to get along with Emma's strange and very Swedish family.","English, Swedish","Sweden, United States",1 win & 3 nominations,6.6,"5,828",tt3463606,N/A
Il record della vita,2014,TV-G,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Michela Albiani, Margherita Arciprete, Letizia Arnò",El récord de la vida. A young swimmer is found almost dead by a river and she happens to be pregnant and nobody knew. Lia's boyfriend comes to visit her. Cecchini dislikes him and tries them to break up.,N/A,N/A,N/A,N/A,11,tt3463608,N/A
Episode dated 24 January 2014,2014,N/A,60 min,"Documentary, News",N/A,N/A,Lester Holt,N/A,N/A,N/A,N/A,N/A,N/A,tt3463612,N/A
Fuori dal mondo,2014,N/A,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Vanni Bramati, Marina Cappellini, Nadir Caselli",N/A,N/A,N/A,N/A,N/A,9,tt3463616,N/A
Una vita sul filo,2014,N/A,50 min,"Comedy, Crime, Drama",Monica Vullo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt3463620,N/A
L'ultimo colpo,2014,TV-G,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Letizia Arnò, Antonietta Bello, Nadir Caselli",El último golpe. The manager of a pastry factory is killed. An old thief steals a bank to help his nephew. Captain Tommasi takes care of a group of old people as part of the Elderly Week. Lia is unmasked about her career lies.,N/A,N/A,N/A,N/A,8,tt3463624,N/A
Vicini e incredibilmente lontani,2014,N/A,N/A,"Comedy, Crime, Drama",Luca Ribuoli,N/A,"Terence Hill, Simone Montedoro, Nino Frassica",N/A,N/A,N/A,N/A,N/A,8,tt3463626,N/A
Cyberbulli,2014,N/A,50 min,"Comedy, Crime, Drama",Luca Ribuoli,N/A,Christian Vit,N/A,N/A,N/A,N/A,N/A,N/A,tt3463628,N/A
Scommessa perdente,2014,TV-G,N/A,"Comedy, Crime, Drama",Luca Ribuoli,N/A,"Nino Frassica, Nathalie Guettà, Terence Hill",N/A,N/A,N/A,N/A,N/A,8,tt3463636,N/A
Il prezzo dell'amore,2014,N/A,50 min,"Comedy, Crime, Drama",Luca Ribuoli,N/A,"Elena Cucci, Pio Stellaccio",N/A,N/A,N/A,N/A,N/A,N/A,tt3463638,N/A
La straniera,2014,TV-G,N/A,"Comedy, Crime, Drama",Luca Ribuoli,N/A,"Terence Hill, Letizia Arnò, Marco Bonini",N/A,N/A,N/A,N/A,N/A,8,tt3463640,N/A
Questione di priorità,2014,TV-G,N/A,"Comedy, Crime, Drama",Jan Michelini,N/A,"Terence Hill, Simone Montedoro, Nino Frassica","Ciestión de prioridades. A laboratory owner who has a bad relationship with her son is killed after firing a pregnant worker, being suspect. A charity lottery gives carabinieris' time. To Tommasi's despair his is won by two Lia's ...",N/A,N/A,N/A,N/A,11,tt3463642,N/A
La scelta,2014,TV-G,N/A,"Comedy, Crime, Drama",Luca Ribuoli,N/A,"Terence Hill, Nino Frassica, Simone Montedoro",N/A,N/A,N/A,N/A,N/A,N/A,tt3463646,N/A
Sotto accusa,2014,N/A,50 min,"Comedy, Crime, Drama",Jan Michelini,N/A,Marco Bonini,N/A,N/A,N/A,N/A,N/A,N/A,tt3463648,N/A
La veggente,2014,TV-G,N/A,"Comedy, Crime, Drama",Jan Michelini,N/A,"Terence Hill, Simone Montedoro, Nino Frassica",N/A,N/A,N/A,N/A,N/A,10,tt3463652,N/A
Il bambino conteso,2014,TV-G,N/A,"Comedy, Crime, Drama",Jan Michelini,N/A,"Lorenzo D'Agata, Ermanno De Biagi, Silvia Degrandi",N/A,N/A,N/A,N/A,N/A,8,tt3463664,N/A
El Gran Día de los Feos,2013–,N/A,N/A,Comedy,N/A,Nabil Chabaan,"Jenny Llada, Aloma Romero, Héctor Atienza","In a distant future, society lives under a strict dictatorship, which establishes beauty standards that every citizen must follow. Everyone not beautiful enough will be prosecuted and exterminated. It's a perfect world for the cut...",Spanish,Spain,1 win,8.3,7,tt3463668,N/A
Niente da perdere,2014,N/A,50 min,"Comedy, Crime, Drama",Monica Vullo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt3463672,N/A
Mio figlio,2014,TV-G,N/A,"Comedy, Crime, Drama",Jan Michelini,N/A,"Terence Hill, Simone Montedoro, Nino Frassica",N/A,N/A,N/A,N/A,N/A,10,tt3463674,N/A
Affari di famiglia,2014,TV-G,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Letizia Arnò, Alice Bellagamba, Rodolfo Bigotti",N/A,N/A,N/A,N/A,N/A,9,tt3463676,N/A
Una favola vera,2014,N/A,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Terence Hill, Adriano Chiaramida, Riccardo Festa",N/A,N/A,N/A,N/A,N/A,8,tt3463684,N/A
Il ritorno di Alma,2014,N/A,N/A,"Comedy, Crime, Drama",Monica Vullo,N/A,"Alice Bellagamba, Michele Cesari, Nino Frassica",N/A,N/A,N/A,N/A,N/A,9,tt3463690,N/A
Stealing Beauty,2014,N/A,60 min,"Crime, Drama",N/A,N/A,"Rene Dechaine, Andrew Hunsicker, Amanda Livezey","When high school sophomore Kiplyn Davis never returns home after school, police suspect foul play. Investigators search her hometown for clues, but are met with little success. After years go by without any answers, dark secrets begin to be revealed..",N/A,N/A,N/A,N/A,N/A,tt3463696,N/A
Vecchi ricordi,2014,N/A,N/A,"Comedy, Crime, Drama",Monica Vullo,"Enrico Oldoini, Alessandro Jacchia, Alessandro Bencivenni","Terence Hill, Nino Frassica, Simone Montedoro",N/A,N/A,N/A,N/A,N/A,9,tt3463698,N/A
Battle Scars,2014,TV-PG,42 min,"Drama, Reality-TV",N/A,Lauren Stone Jackson,Tia Torres,"A frightening rescue sends the Villalobos team racing into the city in search of a dog reportedly hit by a car. And with kennels at peak capacity, hopes are pinned on adopting our a dog to a police officer and his sister.",N/A,N/A,N/A,N/A,N/A,tt3463716,N/A
Abhimannyu,2024,N/A,138 min,Drama,Achinta Shankar,"Himanshu Nath, Achinta Shankar","Kamal Lochan Deka, Debajit Majumdar, Amrita Gogoi","Five key individuals from media, health-care, politics, law, and law enforcement are abducted causing a statewide shock. Controversial police officer Jayanta Mazumdar is tasked with leading the investigation.",Assamese,India,N/A,N/A,N/A,tt34637341,N/A
What's Eating Todd?,2016,Not Rated,88 min,"Horror, Thriller",Renata Green-Gaber,Brandi Centeno,"Madison Lawlor, Adam Michael Gold, Phil Biedron","When Todd goes missing from his birthday party campout, his friends fear that he may have been snatched up by the flesh-eating freak from a telltale campfire story. The truth about his disappearance becomes far worse when a virus starts to spread signaling the start of the apocalypse!",English,United States,N/A,3.9,47,tt3463738,N/A
Episode #12.2,2014,TV-MA,60 min,"Comedy, News, Talk-Show",N/A,N/A,"Bill Maher, Josh Barro, Erin Brockovich-Ellis","Erin Brockovich, Josh Barro, Howard Dean, Carly Fiorina, Willie Nelson.",English,United States,N/A,N/A,28,tt3463744,N/A
"At Home, 2001",1967,N/A,30 min,Documentary,"Joyce Chopra, James Jackson",Jon Wilkman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt3463756,N/A
P.O.V,2014,N/A,84 min,Horror,Richard Anthony Dunford,Richard Anthony Dunford,"Tom Clear, Karl Kennedy-Williams, Tuula Costelloe","After being dumped by his girlfriend, Zack's big brother decides to throw him a house party in the derelict old retirement home he has been refurbishing. The building has a history; the previous owner believed the residents had become possessed by demons, so he locked all the doors and set the place on fire. During the party, Zack's friends start to fall victim to the same curse.",English,United Kingdom,1 win & 2 nominations,3.2,392,tt3463848,N/A
Tommy Benjamin,2014,N/A,78 min,"Comedy, Romance",Johnee Gange,Johnee Gange,"Jason Cantu, Erika Holloway, Ted Levine, Dana Miller","'TOMMY BENJAMIN' is an original film adaptation of Shakespeare's 'The Two Gentlemen of Verona' Best friends, Proteus and Valentine, leave their country life behind to seek adventure and fun...",English,USA,N/A,N/A,N/A,tt3463854,N/A
Chobi's Treasure,2024,N/A,N/A,"Animation, Comedy, Drama",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt34638768,N/A
Easter Sunday,2014,N/A,95 min,"Comedy, Horror",Jeremy Todd Morehead,Jeremy Todd Morehead,"Robert Z'Dar, Jeremy Todd Morehead, Ari Lehman","It's been 24 years since the deranged serial killer Douglas Fisher was executed by police on Easter night. This year, a group of hard partying teenagers not only raise some hell, but literally raise the dead! The teens accidentally conjure the spirit of Douglas Fisher... aka the bunny masked killer! These teens have until Midnight on Easter to stop the evil bunny slasher, or he will tear their town, and everyone in it into pieces. There will be no candy in your Easter basket, just the limbs and body parts of your family and friends... Doug Fisher kills everyone in sight, if you're not careful you'll lose your head this Easter night. The ultimate in bunny terror!",English,United States,N/A,5.0,111,tt3463878,N/A
Don't Stare,2024,N/A,4 min,"Short, Horror",Ville Rajala,Ville Rajala,Ville Rajala,"A man, shattered by the disappearance of his wife and child, becomes obsessed with the belief that they are still in the house.",English,Denmark,N/A,N/A,N/A,tt34638821,N/A
"The Abandoned Station, Two Wheels",2024,N/A,N/A,"Animation, Comedy, Drama",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt34638839,N/A
Bulking and Sulking/Wild Goss Chase,2024,N/A,N/A,"Animation, Short, Action",N/A,N/A,"Jeff Bennett, Susanne Blakeslee, Sawyer Cole","Dad struggles to run Lynn's Table when his brother Lance opens up a gym above the restaurant. Privy to all the gossip at school, Lola is recruited to write her own gossip column in the school newspaper.",N/A,N/A,N/A,N/A,15,tt34638923,N/A
A Difficult Two,2024,N/A,N/A,"Animation, Comedy, Drama",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,tt34638926,N/A
Lessons in Love,2013,N/A,N/A,Horror,Bill Zebub,Bill Zebub,"Terra Incognita, Sheri Medulla, Genoveva Rossi, Loretta Vendetta","The story is about a woman who is abducted and forced to watch footage of captives getting molested. She doesn't know whether the sexual torture is amateur porn, or if these are sex crimes caught on tape. As she is exposed to more of the disturbing images, her captor starts changing his behavior. She senses that time is running out for her but escape seems impossible.",English,USA,N/A,4.1,32,tt3463896,N/A
