title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Scarlett Johansson/Lorde,2017,TV-14,90 min,"Comedy, Music","Don Roy King, Rhys Thomas, Paul Briganti","Chris Kelly, Sarah Schneider, Bryan H. Tucker","Vanessa Bayer, Beck Bennett, Aidy Bryant","Scarlett Johansson hosts for the fifth time alongside musical guest and Grammy winner, Lorde.",English,N/A,N/A,N/A,262,tt6569864,N/A
Episode #3.1,2017,N/A,49 min,Mystery,Andy Newbery,"Siwan Jones (story), Siwan Jones, Wiliam Owen Roberts (story)","Ifan Huw Dafydd, Sharon Morgan, Owain Gwynn, Lloyd Meredith","Following their mother's death, the Dolwen Farm siblings return to scatter her ashes: Geraint with partner Gwenda and his daughter; Sara with husband Dafydd and their children; Nia on her own; and troubled Ifan with pregnant girlfriend Joy.",N/A,N/A,N/A,N/A,N/A,tt6569868,N/A
The Fruit Machine,2018,N/A,81 min,Documentary,Sarah Fodey,Sarah Fodey,"Johanne Boutin, Andrew Currie-Beckstead, Julie Trudel","Through interviews with academics, historians, journalists and victims, some of the stories behind the Canadian government's purge of homosexuals from the civil service from the late 1940s to the end of the century are presented, the effect not only being a purge, but also a persecution in the victims asked to provide ""names"" in the process. That purge was despite many of those victims having exemplary service records otherwise, and the authorities largely not having any proof that who they were letting go was indeed a homosexual. The misguided rationale for the purge - what many of those historians view as a convenient excuse of the times - is told, where homosexuality was largely not an issue in the hiring or firing within the civil service before that. Two sub-issues are discussed in further detail. The first is the development of a program centered on what was coined ""the fruit machine"", a machine that could purportedly determine if one was indeed a homosexual, in the government's want for ""scientific proof"". The second is the ramping up of that purge in the Canadian military, especially within the female ranks, starting in the early 1970s following the decriminalization of homosexuality. As an epilogue, many of the victim interviewees discuss what they would like to see happen in light of their victimization, and what they would do now if they had the option of that career again. In addition, what happened to those victim interviewees both professionally and personally following their ""firing"" is shown.","English, French",Canada,4 wins & 2 nominations,7.9,72,tt6569888,N/A
Flukt,2017–,N/A,N/A,Documentary,N/A,N/A,Leo Ajkic,"Norwegian documentary with Leo Ajkic, which delivers a look into the lives of refugees around the world.",Norwegian,Norway,N/A,N/A,12,tt6569896,N/A
Century Home Showstopper,2017,TV-G,43 min,Reality-TV,Stephen Milne,Andrea Moodie,"Drew Scott, Jonathan Silver Scott","Sandi and Phil live in a park-filled waterfront neighborhood. With the arrival of their baby boy, they've outgrown their one-room apartment. The couple's search for an allergy-free home where they can put down roots is aided by the Property Brothers' plan to maximize the couple's budget. Drew leads them to a house with great bones and leverages the results of a home inspection through negotiation. Jonathan transforms a century old home into a showplace from the basement to the roof.",N/A,N/A,N/A,7.3,6,tt6569924,N/A
Innamorati di me,2017,N/A,N/A,Comedy,Nicola Prosatore,"Andrea Lolli, Nunzio Fabrizio Rotondo, Paolo Vita","Nunzio Fabrizio Rotondo, Paolo Vita, Enrica Guidi",N/A,Italian,Italy,N/A,4.4,23,tt6569930,N/A
Nev's Indian Call Centre,2016–,N/A,N/A,"Documentary, Reality-TV",N/A,N/A,"Hayley Pearce, Neville Wilshire",N/A,English,United Kingdom,N/A,N/A,N/A,tt6569932,N/A
Dream Home Nightmare,2017,N/A,N/A,"Documentary, Horror",N/A,N/A,"Carrie Beale, Susan Evitts, Lilliane Gaudreau",The spirit comes through a dream.,N/A,N/A,N/A,N/A,5,tt6569942,N/A
Christmas with Cookie: Locked Away,2017,N/A,64 min,Comedy,"Alan Maxson, Jason Morisette, Shawn Schminke","Alan Maxson, Jason Morisette","Jan Armbruster, Travis Boswell, Matt Crews","In the year 3000, Cookie, the rude and obnoxiously funny elf, has just landed on the moon. He spends his first night eating cookies and reading a story about zombies called Locked Away.",English,United States,N/A,5.5,20,tt6569946,N/A
Fixer-Upper for Dog Lovers,2017,TV-G,42 min,Reality-TV,Stephen Milne,Maureen Boyton,"Drew Scott, Jonathan Silver Scott","Though it's high time to move out of Mom's place, this dog-loving couple doesn't agree on location.",N/A,N/A,N/A,N/A,5,tt6569958,N/A
My Dead Dad's Porno Tapes,2018,N/A,14 min,"Documentary, Short, Biography",Charlie Tyrell,"Josef Beeby, Charlie Tyrell",David Wain,"A short documentary that follows director Charlie Tyrell as he tries to uncover a better understanding of his deceased father through the random objects he inherited, including a pile of VHS dirty movies.",English,Canada,8 wins & 2 nominations,7.2,392,tt6569966,N/A
San Diego,2017,TV-14,21 min,"Comedy, Romance",Trent O'Donnell,"Elizabeth Meriwether, David Feeney, Rob Rosell","Zooey Deschanel, Jake Johnson, Max Greenfield",Jess and her dad help each other with their love lives; Nick turns to Aly for help with Reagan; Schmidt considers revealing his first name.,English,N/A,N/A,N/A,863,tt6570004,N/A
Commitment,2018,N/A,N/A,Drama,Jennifer Pepperman,"Michael Slade, Kevin Spirtas","Mitchell Anderson, David Dean Bottrell, Erin Cherry","It's Brian (Kevin Spirtas) and Jason's (Mitchell Anderson) 15th anniversary. We meet ""the gang"" and a secret is revealed.",N/A,N/A,N/A,N/A,N/A,tt6570008,N/A
Life Animated,2017,N/A,88 min,Drama,Sean Harris,"Jacob Connolly, Benjamin Dessecker, Harrison Flesher","Prajwal Ramamurthy, Azalea Aznidi","After Mark realizes his ""wrong ways"" he does everything in his power to win back his girlfriend, or does he?",English,United States,N/A,6.6,75,tt6570014,N/A
House for One,2018,N/A,12 min,Drama,Jennifer Pepperman,"Michael Slade, Kevin Spirtas","Mitchell Anderson, Finn Douglas, Peter Kim, Jim Newman",Brian tries to explain Ron to Peter and Mark.,N/A,N/A,N/A,N/A,N/A,tt6570042,N/A
Questions and Comments,2021,N/A,100 min,Comedy,Alexandra Alvarez,Ashleigh Mounser,"Danny Leonard, Nathalie Galde, Maximo Garcia","Hal, a reclusive hermit, pays tribute to his mother's death by calling various ""Questions and Comments"" hot-line to capitalize on their 100% customer satisfaction guarantee until the country's biggest food and beverage conglomerat...",English,United States,2 wins,N/A,6,tt6570044,N/A
"My Brother, My Brother and Me",2017–,TV-MA,31S min,Comedy,N/A,Justin McElroy,"Griffin McElroy, Justin McElroy, Travis McElroy","Brothers Justin, Travis, and Griffin McElroy bring their hit podcast ""My Brother, My Brother, and Me"" to TV, answering user-submitted questions with the help of their dad, the city mayor, and their hometown of Huntington, WV.",English,United States,N/A,8.8,699,tt6570046,N/A
Cuban Rum and Revolution,2017,N/A,47 min,News,N/A,N/A,N/A,"In recent months images of a ""new"" Cuba have been broadcast - an island peppered with bright red 1950s Chevys parked along picturesque cobblestone streets, bluest of blue oceans and people dancing in the streets, all of this amid a joyous geopolitical and diplomatic air of rapture as the United States historically embraces Castro's Cuba. But is this Cuba we see in photos the real Cuba?",N/A,N/A,N/A,N/A,N/A,tt6570076,N/A
Ainbo,2021,TV-Y7,84 min,"Animation, Adventure, Comedy","Richard Claus, Jose Zelada","Richard Claus, Brian Cleveland, Jason Cleveland","Lola Raie, Naomi Serrano, Dino Andrade","In the spirit of Moana and Frozen, 'Ainbo - Spirit of the Amazon' is the epic journey of a young hero and her Spirit Guides, ""Dillo"" a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.","Dutch, Spanish, English","Peru, Netherlands, United States, Germany",2 wins total,4.9,"2,446",tt6570098,N/A
Critical,2018,TV-MA,45 min,"Action, Drama, History",Colin Bucksey,"David Broyles, William Broyles Jr., Max Adams","Barry Sloane, Kyle Schmid, Juan Pablo Raba","In the wake of Rip's shooting, Graves and the SEALs plan their payback; Michael lands in CIA custody at a black site; CIA agent Gina Cline pools her resources to find the mastermind behind the attack.",English,United States,N/A,7.5,315,tt6570146,N/A
Hair of the Dog,2017,TV-14,22 min,"Action, Comedy, Drama",Payman Benz,"Will Forte, Edward Voccola, Kira Kalush","Will Forte, Kristen Schaal, Mel Rodriguez","Todd and Tandy look into Melissa's past before the virus to find answers about her illness, while Carol gets a new outlook on life.",English,N/A,N/A,N/A,489,tt6570202,N/A
Schlechte Stimmung im Nebenhoden,2017,N/A,N/A,"Comedy, News",J. Patrick Arbeiter,"Ralf Kabelka, Max Bierhals, Patrick Stenzel","Jan Böhmermann, Jochen Schropp, William Cohn",Bad mood in the epididymis.,N/A,N/A,N/A,N/A,8,tt6570290,N/A
Gags the Clown,2018,N/A,89 min,"Comedy, Horror",Adam Krause,"Adam Krause, John Pata","Lauren Ashley Carter, Tracy Perez, Aaron Christensen","A small city in Wisconsin is terrorized by a mysterious clown who roams the streets late at night with nothing more than a handful of black balloons. The local news stations scramble to break the story on who he is and what he wants while a group high schoolers see the clown's arrival as an excuse to create a little trouble themselves. The police try to maintain order in a city that has gone clown crazy and a conservative podcast host vows to put a stop to the clown known as Gags while broadcasting his ""clown hunt"" on social media for the world to see.",English,United States,1 win,4.7,783,tt6570372,N/A
Juvenile Delinquents,1985,N/A,98 min,Drama,Liang Zhang,"Zhang Liang, Jingzhu Wang","Manfang Zhu, Bin Lu, Rong Hong",N/A,Mandarin,China,3 wins,5.4,14,tt6570382,N/A
Censorship in the Future,2015,N/A,N/A,Comedy,Srishti Riya Jain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,tt6570418,N/A
Thomas & Friends: It's Great to Be an Engine,2004,TV-G,60 min,N/A,Steve Asquith,"Abi Grant (segment), Paul Larson (segment), James Mason (segment)","Michael Brandon, Michael Angelis","Magic carpets, rip-roaring races, snow, sleet, wind and trainloads of ice cream! Every season on the Island of Sodor brings new opportunities for adventure and discovery.",English,"UK, USA",N/A,N/A,N/A,tt6570512,N/A
Grandpa's Storytime,2017,N/A,N/A,"Animation, Short, Comedy",Mike Salcedo,"Dave McElfatrick, Rob DenBleyker, Kris Wilson","Elizabeth Del Rosario, Dave McElfatrick, Ben Governale",N/A,N/A,N/A,N/A,N/A,13,tt6570552,N/A
"Vedete, sono uno di voi",2017,N/A,76 min,"Documentary, Biography","Ermanno Olmi, Giacomo Gatti","Marco Garzonio, Ermanno Olmi","Carlo Maria Martini, Ermanno Olmi","The film is the personal story of a protagonist of our times and traces Carlo Martini's actions and thoughts, as he has remained faithful to its vocation and ideals. Through dramatic events (terrorism, Tangentopoli, labor crisis, conflict, loneliness) Carlo Martini interpreted losses and concerns of the people, who saw a free man and a non dogmatic prince of the Gospel Church. Thanks to the authenticity of his testimony he has been a reference point for believers and non-believers, a prophet of hope, a forerunner of Pope Francis.",Italian,Italy,N/A,6.8,31,tt6570606,N/A
Jeff & Some Colonists,2017,TV-MA,21 min,"Animation, Comedy, Sci-Fi","Sean Donnelly, Alessandro Minoli, Teddy O'Connor","Sean Donnelly, Alessandro Minoli, Sam West","Brett Gelman, Alessandro Minoli, Natalie Smyka",An Azurian orders aliens to colonize Earth and direct their resources toward producing fruit smoothies.,N/A,N/A,N/A,N/A,70,tt6570788,N/A
Jeff & Some Confidence,2017,TV-14,21 min,"Animation, Comedy, Sci-Fi","Sean Donnelly, Alessandro Minoli, Phillip Andrade","Sean Donnelly, Alessandro Minoli, Joe DeRosa","Brett Gelman, Alessandro Minoli, Tim Heidecker",Jeff uses an alien device that alters his memories in order to give himself more confidence.,N/A,N/A,N/A,N/A,59,tt6570790,N/A
Jeff & Some Jeffs,2017,N/A,21 min,N/A,"Sean Donnelly, Alessandro Minoli, Teddy O'Connor","Sean Donnelly (created by), Alessandro Minoli (created by), Thomas O'Donnell","Brett Gelman, Alessandro Minoli, Josh Fadem, Debra Wilson","With the aliens away on vacation, Jeff accidentally uses a device that gives everyone on Earth his exact personality traits.",N/A,N/A,N/A,7.8,44,tt6570792,N/A
Mars Met Venus (Part Cewe),2017,N/A,98 min,"Comedy, Romance",Hadrah Daeng Ratu,Nataya Bagya,"Ge Pamungkas, Pamela Bowie, Ria Yunita","Kelvin (Ge Pamungkas), an aspiring architect, plans to marry his girlfriend, Mila (Pamela Bowie), his junior in high school. In order to propose for Mila, Kelvin recorded their love journey by making a vlog assisted by Lukman (Wisnu Adji Hidayat). It turned out that making vlogs opened up things that had not been noticed by Kelvin and Mila all this time. Many misunderstood, and conflicting viewpoints. In Mars Met Venus (Part Cewe), the portion of girls dominates, Mila's two best friends are always there: Icha (Ria Ricis) and Malia (Rani Ramadhany) who always support and give advice.",Indonesian,Indonesia,N/A,7.4,30,tt6570798,N/A
A Look Ahead,2017,TV-PG,43 min,Talk-Show,N/A,N/A,"Matty Blake, Marty Lagina, Rick Lagina","Rick, Marty and the Oak Island team meet up with Matty Blake to reveal new discoveries and discuss future plans.",N/A,N/A,N/A,N/A,13,tt6570814,N/A
Og Man Out,2017,N/A,N/A,"Animation, Short, Action",Natalys Raut Sieuzac,"Alan Denton, Ian Flynn, Greg Hahn","Bill Freiberger, Nika Futterman, Colleen O'Shaughnessey","When Frogolodyte Og surfaces, trouble boils over and onto Team Sonic's island.",N/A,N/A,N/A,N/A,123,tt6570832,N/A
The Grand Mama-Pest Hotel,2017,TV-PG,21 min,"Animation, Comedy","Chris Song, Bernard Derriman","Loren Bouchard, Jim Dauterive, Scott Jacobson","H. Jon Benjamin, Dan Mintz, Eugene Mirman","Linda chaperones Tina's weekend at a heroine convention, while Gene and Louise spend the weekend with Bob.",N/A,N/A,N/A,N/A,651,tt6570836,N/A
Brown Eye,2015,N/A,N/A,Comedy,N/A,N/A,"Mike King, Nathan Rarere, Jamaine Ross",N/A,"English, Maori",New Zealand,N/A,N/A,N/A,tt6570840,N/A
Jennifer Lopez,2017,TV-14,25 min,"Comedy, News, Talk-Show",Chuck O'Neil,"Zhubin Parang, Daniel Radosh, Dan Amira","Trevor Noah, Neal Brennan, Jennifer Lopez","President Trump makes a baseless claim that former President Obama wiretapped him, Neal Brennan examines the GOP's hypocrisy, and Jennifer Lopez discusses ""Shades of Blue"".",English,N/A,N/A,N/A,30,tt6570876,N/A
Judd Apatow,2017,TV-14,21 min,"Comedy, News, Talk-Show",Chuck O'Neil,"Zhubin Parang, Daniel Radosh, Dan Amira","Trevor Noah, Judd Apatow, Lewis Black","HUD Secretary Ben Carson refers to slaves as ""immigrants,"" Lewis Black breaks down Uber's many scandals, and Judd Apatow discusses his Netflix series ""Love"".",English,United States,N/A,N/A,28,tt6570878,N/A
Tressie McMillan Cottom,2017,TV-14,24 min,"Comedy, News, Talk-Show",Chuck O'Neil,"Zhubin Parang, Daniel Radosh, Dan Amira","Trevor Noah, Tressie McMillan Cottom, Jordan Klepper","The GOP unveils a disastrous replacement for Obamacare, Michelle Wolf details Ivanka Trump's problematic brand of feminism, and Tressie McMillan Cottom discusses ""Lower Ed"".",English,United States,N/A,N/A,24,tt6570880,N/A
Alynda Segarra,2017,TV-14,22 min,"Comedy, News, Talk-Show",Chuck O'Neil,"Zhubin Parang, Daniel Radosh, Dan Amira","Trevor Noah, Jordan Klepper, Michelle Murphy","Trevor and Jordan Klepper sing to ""forgotten"" Americans, Team Trump threatens to erase climate data: Jordan Klepper investigates, and Alynda Segarra discusses Hurray for the Riff Raff's ""The Navigator""",English,N/A,N/A,N/A,25,tt6570882,N/A
Sky News Tonight,2014–,N/A,120 min,News,N/A,N/A,"Dermot Murnaghan, Boris Johnson, Sam Coates",British late-evening weekday news bulletin broadcast live on Sky News.,English,United Kingdom,Nominated for 1 BAFTA Award1 nomination total,4.1,28,tt6570890,N/A
Slow Burn,2017,N/A,13 min,"Animation, Short",Marco Bondi,"Marco Bondi, Candace Martinez","Jake Francis, Scott James, Andrew Shire","Ray, an isolated man living alone in a decaying house, must confront the idea that there is more to life.",English,United Kingdom,N/A,8.3,6,tt6570902,N/A
Intruder Alert,2017,TV-14,41 min,"Crime, Reality-TV",N/A,N/A,"Jeremy Schwartz, Josh Owens, Big Chuck","Winter is closing in fast, as shiners aim to finish their seasons strong; An intruder breaches the perimeter, leaving Josh and Chuck deep in debt; Meanwhile, Chico and Sondra's operation is burned, while Mark and Digger have a run...",N/A,N/A,N/A,N/A,6,tt6570908,N/A
Simulation,2017,TV-MA,84 min,"Drama, Thriller",Abed Abest,Abed Abest,"Abed Abest, Iman Basim, Hossein Darabi","Three bored men pay a visit to an older acquaintance. When the old man becomes convinced they are about to rob him, he pulls a gun and calls the police.",Persian,Iran,1 win & 3 nominations,6.7,223,tt6570972,N/A
Passage,2018,N/A,19 min,"Short, Drama",Linda Palmer,"Mark Craig, Linda Palmer","Julia Parker, John Tague, Ellen Gerstein","Jessie loses her job and apartment and she and her young daughter and old cat must move back to her gypsy mom's place; a trailer built for two. As they contemplate age and priorities, an unexpected event leaves them scrambling for a way to deal with life's journey. In the end, they discover, life is all about how you to choose to tend your garden.",English,United States,13 wins & 18 nominations,9.0,29,tt6570984,N/A
Bingo,2017,TV-PG,43 min,Drama,Mike Rohl,Rick Marin,"Barry Watson, Zenia Marshall, Audrey Smallman",Rosa notices that the Cooper family is absent of their Mexican heritage and teaches them all to Salsa at her senior's bingo night; Gigi struggles to hide her intelligence so she can fit in with friends at her school.,N/A,Canada,N/A,N/A,N/A,tt6571002,N/A
Buddy's Mom,2015,N/A,101 min,"Drama, Romance",Ja-kwan Kong,Ja-kwan Kong,"Kim Young-sam, Ah Ri, Si Yeong","20-year-old Kyeong-soo is a man who's learned about sex from the Internet but knows nothing about the real thing. He's only had crushes and he has never even been kissed before. When he confessed his feelings to Ji-yeon, his crush, he felt shame. One day, he has a fight with his father and remembers his friend Baek-hyeon had invited him over to Gangwon-do. There, he falls in love with someone unexpected.",Korean,South Korea,N/A,7.0,171,tt6571010,N/A
Heavy Fog,2017,TV-MA,23 min,"Animation, Comedy, Romance",N/A,N/A,N/A,"Unable to stand being treated like a child by Haru, Ren leaves the house. Natsuo agrees to let Ren stay over, but Haru shows up just as he's about to grant Ren's request to do something that he ""can't tell Haru about.""",N/A,N/A,N/A,N/A,15,tt6571020,N/A
Chicago in the Spotlight: A Retrospective with the Cast and Crew,2014,N/A,133 min,N/A,Rob Marshall,N/A,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Rob Marshall","Stars, director and producers of Chicago (2002) are interviewed about the film with a decade of hindsight.",English,USA,N/A,8.2,10,tt6571026,N/A
Neptunia,2017,N/A,N/A,Comedy,"Maximiliano Contenti, Gaston Haag, Juani Monteverdi","Marcelo Bessonart, Pedro Duarte, Gaston Haag","Dario Amado, Juan Bagger, Alfredo Casero","Four friends decide to spend a winter weekend in a rented house in a Uruguayan resort called Neptunia. Once there, the friends begin to realize that the people at the spa are acting too strange.",Spanish,Uruguay,N/A,N/A,16,tt6571050,N/A
The Director's Special,2017,N/A,N/A,"Comedy, Talk-Show",Fazila Allana,N/A,"Karan Johar, Imtiaz Ali, Kabir Khan","It's filmmakers Zoya Akhtar, Imtiaz Ali and Kabir Khan's turn to talk about the good, the bad and the ugly sides of Bollywood.",N/A,N/A,N/A,7.5,58,tt6571056,N/A
Double Mama,2013,N/A,67 min,N/A,Andy Chukwu,Andy Chukwu,"Chiwetalu Agu, Osita Iheme, Ify Dollars, Andy Chukwu",N/A,English,Nigeria,N/A,N/A,N/A,tt6571060,N/A
Catwoman Retribution,2018,N/A,43 min,"Short, Action, Drama",Anthony L. Fletcher,"Anthony L. Fletcher, Bob Kane, Bill Finger","Mae Claire, Eric Francis Melaragni, Mazie Wolf","Double crossed and left for dead, Catwoman returns seeking revenge and defending her beloved East End from the notorious Black Mask.",English,United States,N/A,N/A,16,tt6571088,N/A
Internet: O Filme,2017,N/A,97 min,Comedy,Filippo Capuzzi Lapietra,"Rafinha Bastos, Dani Garuti, Marco Aurelio Gois","Rafinha Bastos, Lilian Melchert, Paulinho Serra",The most famous Brazilian youtubers gather in a hotel for a convention.,Portuguese,Brazil,N/A,3.1,937,tt6571110,N/A
Alien: Covenant - Prologue: Last Supper,2017,N/A,5 min,"Short, Drama, Sci-Fi",Luke Scott,"Ridley Scott, Will Melton","Demián Bichir, Billy Crudup, Nathaniel Dean","The 'Last Supper' is a direct prequel to Alien: Covenant. Set aboard the Covenant, a colonization ship on its way to a remote planet to form a new human settlement, the main crew (all couples) and their android, Walter, enjoy their final meal together before cryosleep.",English,United States,N/A,6.6,"4,829",tt6571148,N/A
Ideal Son-in-Law,1997,N/A,N/A,Comedy,Junxiang Zhang,Junxiang Zhang,"Yang Bai, Yen Chin, Chou Mo",N/A,Mandarin,China,N/A,N/A,N/A,tt6571150,N/A
"Terra Cotta Warriors, the Queen of Parachuting and Polish Soldier Bear",2017,TV-PG,42 min,"Documentary, Adventure, Biography",N/A,N/A,"Don Wildman, Deborah Bekken, Vincent Chan","Don investigates one of history's greatest archaeological discoveries, a high-flying heroine and a most unusual furry soldier.",N/A,N/A,N/A,N/A,6,tt6571176,N/A
Quarry Bank Mill,2017,N/A,44 min,"Documentary, History","Matt Cottingham, Jamie Hammick, George Hughes",N/A,"Alan Titchmarsh, Clive Aslet, Dan Jones",Alan visits an 18th-century cotton mill in Cheshire. Oz climbs the battlements of Dunster Castle in Somerset to examine the weaponry used to defend it. Clive visits Biddulph Grange in North Staffordshire.,English,N/A,N/A,N/A,6,tt6571180,N/A
Happy Families (1952-1972),2017,N/A,240 min,"Documentary, Biography, History",N/A,N/A,"Roxana Lupu, Martin Challinor, Jessica Jay, Tom Molnar","A look back at events that shaped the monarchy between 1952 and 1972, using dramatic reconstructions and archive film. As the royal family made Windsor its home, Prince Philip grew restless...",N/A,N/A,N/A,N/A,N/A,tt6571182,N/A
Episode #2.5,2017,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,"Sara Cox, Keith Brymer Jones, Kate Olivia Malone","The six remaining home potters must make as many goblets as they can in 15 minutes in the Throw Down, for the Spot Test they hand coil a jug to look like a piece of fruit and throw two giant vases for the Main Make.",English,United Kingdom,N/A,N/A,14,tt6571192,N/A
Alaska,2017,N/A,43 min,"Documentary, Music",Jon Cowen,N/A,Jane McDonald,The singer heads to Alaska where she takes a helicopter trip up to an ice field for a dog-sledding adventure and then visits the Margery Glacier. Aboard ship she meets the cast of the nightly musical and takes cookery lessons.,English,United Kingdom,N/A,N/A,8,tt6571204,N/A
Tales from the Kryptomites Part 2,2017,N/A,3 min,"Animation, Short, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",Jennifer Coyle,Shea Fontana,"Romi Dames, Teala Dunn, Anais Fairweather, Grey Griffin",The students of Super Hero High try to stop a swarm of little Kryptomites from taking over the city.,N/A,N/A,N/A,N/A,N/A,tt6571206,N/A
Crise d'empathie,2016,N/A,11 min,"Short, Sci-Fi",Guillaume Desjardins,N/A,"Roxane Bret, Adrien Melin, Bastien Ughetto",A young woman is forced into a rehabilitation program to reduce her empathetic tendencies.,French,France,N/A,N/A,N/A,tt6571208,N/A
The Beach House,2016,N/A,75 min,Drama,Roy Dib,"Roy Dib, Raafat Majzoub","Sandy Chamoun, Lara Chekerdjian, Julian Farhat","Four people from an Arab generation roaming over the ruins of ideologies, causes and virtues of their predecessors. It portrays their intellectual and emotional nonchalance about what is happening around them in their daily lives and relationships. In a house whose architecture is a sixties' experiment in mixing modern and Islamic architecture, a stone and concrete cube suspended over a rocky shore bashed by the waves of the Mediterranean, by famed Iraqi architect Refaat Chaderji, we spend a night with four characters whose non-stop conversations and peculiar actions reflect the void and chaos they are living in.",Arabic,Lebanon,1 nomination total,6.9,68,tt6571214,N/A
When She Runs,2018,N/A,74 min,Drama,"Robert Machoian, Rodrigo Ojeda-Beck","Kirstin Anderson, Robert Machoian, Rodrigo Ojeda-Beck","Kirstin Anderson, Ivan Gehring, Ian Graham",A young mother of limited means puts everything on the line to pursue her dream of becoming a competitive runner.,English,United States,4 nominations total,6.8,111,tt6571274,N/A
American Sniper,2016,N/A,N/A,Documentary,Steve Baker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt6571276,N/A
Exodus,2016,N/A,N/A,Documentary,Nick Davidson,N/A,Alisdair Simpson,Scientists determine whether the events portrayed in the film 'Exodus: Gods and Kings' and the Bible are plausible or not.,N/A,N/A,N/A,N/A,7,tt6571278,N/A
Episode #2.2,2017,N/A,N/A,"Crime, Drama, Thriller",Lisa Siwe,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise",The Swedish police allocate all of their resources to the search for the American President.,"Swedish, English, Danish",N/A,N/A,N/A,110,tt6571322,N/A
Episode #2.3,2017,N/A,N/A,"Crime, Drama, Thriller",Lisa Siwe,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise",Inger Johanne is forced to steer herself to work with Warren. The differences in culture of the Swedish police and the FBI is becoming more and more evident when the search for the president finds the dead body of bodyguard Hunter...,"Swedish, English, Danish",N/A,N/A,N/A,105,tt6571326,N/A
Episode #2.4,2017,N/A,N/A,"Crime, Drama, Thriller",Lisa Siwe,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise",Leaks from the Swedish police prove to be from someone working on the Task Force.,"Swedish, English, Danish",N/A,N/A,N/A,103,tt6571328,N/A
Episode #2.5,2017,N/A,44 min,"Crime, Drama, Mystery",Håkan Lindhé,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise",Inger Johanne discovers that she is being tailed and goes to Hedvig for help.,"Swedish, English, Danish",Sweden,N/A,N/A,110,tt6571330,N/A
Episode #2.6,2017,N/A,44 min,"Crime, Drama, Mystery",Håkan Lindhé,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise",Warren has a hard time getting the rest of the FBI to listen to his theory on what is behind the president's disappearance.,"Swedish, English, Danish, Arabic",Sweden,N/A,N/A,103,tt6571332,N/A
Episode #2.7,2017,N/A,N/A,"Crime, Drama, Thriller",Håkan Lindhé,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise","Ingvar is forced, against his will, to cooperate with Warren in order to have a chance in finding Inger Johanne and Helen Tyler.","Swedish, English, Arabic",N/A,N/A,N/A,96,tt6571334,N/A
Episode #2.8,2017,N/A,44 min,"Crime, Drama, Mystery",Håkan Lindhé,"Mai Brostrøm, Peter Thorsboe, Anne Holt","Melinda Kinnaman, Henrik Norlén, Greg Wise","A hitman is after the missing US president, who remains in hiding with Inger Johanne and Hedvig. Will they be rescued in time? And who has been the real mastermind behind the president's disappearance?","Swedish, English, Danish, Arabic",Sweden,N/A,N/A,107,tt6571338,N/A
1900s,2017,N/A,N/A,Documentary,N/A,N/A,"Giles Coren, Polly Russell, Chas & Dave, Monica Galetti","The Robshaw family sets out to discover the way people of their social standing, the aspiring middle class, lived and ate during the first half of the 20th century.",N/A,N/A,N/A,8.2,5,tt6571360,N/A
1910s,2017,N/A,N/A,Documentary,N/A,N/A,"Giles Coren, Polly Russell, John Torode","The Robshaws return for the second decade of the 20th century. They still have Debbie, their 'maid of all works' who does all the cooking and cleaning, but times are changing. The decade ...",N/A,N/A,N/A,8.0,6,tt6571372,N/A
Barna Hedenhös i världsrymden,1961,N/A,50 min,N/A,Bertil Malmqvist,Bertil Malmqvist (created by),N/A,The Hedenhös Kids in Space. Stone age dad Ben Hedenhös sits and looks at the moon and gets an idea. Why not build a rocket and go to the moon. The family Hedenhös constructs a space rocket and takes off.,Swedish,Sweden,N/A,N/A,N/A,tt6571388,N/A
The Finale,2017,TV-14,N/A,Comedy,Dermot Boyd,"Sarah Hooper, Mark Brotherhood","Bobby Ball, Daniel Ryan, Sally Lindsay",N/A,N/A,N/A,N/A,N/A,12,tt6571398,N/A
