title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
A Shot Through the Wall,2020,N/A,90 min,"Crime, Drama, Thriller",Aimee Long,Aimee Long,"Kenny Leu, Ciara Renée, Fiona Fu","A Chinese-American police officer's life unravels after he accidentally shoots an innocent Black man. Facing trial, he wades through his guilt as he navigates the complicated worlds of media, justice, racial politics and his own morality.",English,United States,1 win total,5.3,371,tt8588414,N/A
Viral,2018,N/A,25 min,Comedy,N/A,"Ian Sbf (script), Gabriel Esteves (script)","Thati Lopes, Antonio Tabet, Karina Ramil, Rafael Portugal",N/A,N/A,N/A,N/A,7.1,11,tt8588804,N/A
Religião,2018,N/A,25 min,Comedy,N/A,"Ian Sbf (script), Gabriel Esteves (script)","Thati Lopes, Antonio Tabet, Karina Ramil, Rafael Portugal",N/A,N/A,N/A,N/A,7.0,10,tt8588808,N/A
Tapicrepe,2018,N/A,25 min,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil, Rafael Portugal",N/A,N/A,N/A,N/A,7.1,11,tt8588812,N/A
Exame Periódico,2018,N/A,25 min,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil, Rafael Portugal",N/A,N/A,N/A,N/A,6.9,8,tt8588814,N/A
Brigadeiro,2018,N/A,N/A,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil",N/A,N/A,N/A,N/A,N/A,7,tt8588816,N/A
"Gay, Fã ou Assaltante?",2018,N/A,N/A,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil",N/A,N/A,N/A,N/A,N/A,6,tt8588820,N/A
Evento de Anime,2018,N/A,N/A,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil",N/A,N/A,N/A,N/A,N/A,6,tt8588860,N/A
O Fiscal,2018,N/A,N/A,Comedy,N/A,N/A,"Thati Lopes, Antonio Tabet, Karina Ramil",N/A,N/A,N/A,N/A,N/A,5,tt8588888,N/A
Sad Beauty,2018,N/A,92 min,Drama,Bongkoj Khongmalai,N/A,"Florence Faivre, Pakkawadee Pengsuwan, Kenneth Won","Yo is a falling star actress, while Pim is a classical dance student who has eye cancer. On discovering Pim's mother has been beaten by her stepfather, Yo accidentally kills him. From here, a tragic story unfolds, one that ruins Yo and Pims' relationship and their lives.",Thai,Thailand,1 nomination,6.7,14,tt8589056,N/A
Episode #5.1,2018,N/A,84 min,"Game-Show, Reality-TV, Romance","Michael Shea, Tony Croll",N/A,"Jordan Kimball, Kendall Long, Angela Amezcua",The first bachelorette arrives on the beach and makes it clear that she is there for one former flame; a woman focuses her attention on a Canadian lad when the grocer who caught her eye shows interest in her nemesis.,English,"United States, Mexico",N/A,N/A,20,tt8589110,N/A
Érase una vez,2018,N/A,N/A,Comedy,"Javier Ambrossi, Javier Calvo",N/A,"Lydia Bosch, Belén Cuesta, Brays Efe",N/A,N/A,N/A,N/A,N/A,52,tt8589112,N/A
Chasing the Thunder,2018,N/A,N/A,Documentary,"Mark Benjamin, Marc Levin",N/A,"Sid Chakravarty, Peter Hammarstedt, Oona Isabelle Layolle",N/A,N/A,N/A,N/A,N/A,N/A,tt8589122,N/A
Castaways,2018,TV-14,43 min,"Game-Show, Reality-TV",N/A,N/A,"Matt Jaskol, Sawyer Brown, Krichelle Kerbow","Castaways is a revolutionary series testing the human need for companionship under extreme circumstances as each individual learns there are other castaways out there but are unaware of how many, their locations or when they will be rescued. This visually stunning, new reality series follows 12 diverse individuals as they're dropped alone throughout various islets in Indonesia and challenged to survive among washed-up luggage, scattered resources and abandoned structures. The only way to leave the remote islands is to persevere long enough to be rescued or to quit. As dramatic situations unfold on an expanse of islands in the South Pacific, the series flashes back to the real lives of each participant in documentary fashion, demonstrating haunting parallels to the lives they left behind.",English,United States,N/A,6.5,529,tt8589128,N/A
Episode #5.2,2018,N/A,84 min,"Game-Show, Reality-TV, Romance","Michael Shea, Tony Croll",N/A,"Jordan Kimball, Kendall Long, Angela Amezcua","A noncommittal single returns from a date to an unwanted confrontation; a man learns last season's Bachelorette is there to visit her friends, causing him a major breakdown.",English,"United States, Mexico",N/A,N/A,17,tt8589140,N/A
The Sentries,2018,N/A,73 min,Family,Liviu Mãrghidan,Liviu Mãrghidan,"Vasile Calofir, Elias Ferkin, Stefan Giurgiu","In this fun children's adventure tale, 19 kids spend a few days in a mountain camp together with their caregivers, Florentina and Vasile. When little Radu gets lost in the woods, all the others, including his little sister, are worried sick and imagine all kinds of terrible scenarios. But Radu receives help from where he least expects it.",Romanian,Romania,N/A,6.3,64,tt8589146,N/A
Home Sweet Home,2018,TV-14,43 min,"Comedy, Reality-TV",Rich Kim,"Neil Casey, Chris Sturgeon, Nicolle Yaron","Amy Poehler, Nick Offerman, Simon Doonan","Rainbows, taco trucks, spaceships and more take center stage as the makers celebrate children's play with handmade forts and toys, and they share what was special about where they grew up with hometown terrariums.",N/A,N/A,N/A,N/A,70,tt8589152,N/A
Party Time!,2018,TV-14,43 min,"Comedy, Reality-TV",Rich Kim,"Neil Casey, Chris Sturgeon, Nicolle Yaron","Amy Poehler, Nick Offerman, Simon Doonan","The makers entertain Amy, Nick and the judges with scrumptious snack stadiums and a backyard bonanza, in which they repurpose and recycle materials to create themed party seating and matching outdoor games.",N/A,N/A,N/A,N/A,61,tt8589154,N/A
Inside Out,2018,TV-14,43 min,"Comedy, Reality-TV",Rich Kim,"Neil Casey, Chris Sturgeon, Nicolle Yaron","Amy Poehler, Nick Offerman, Simon Doonan","In a celebration of the great outdoors, the makers bring nature inside as they create light fixtures made from natural materials; then they take the indoors out by transforming ordinary backyard sheds into unique personal spaces.",N/A,N/A,N/A,N/A,48,tt8589156,N/A
Happily Ever Crafter,2018,TV-14,43 min,"Comedy, Reality-TV",Rich Kim,"Neil Casey, Chris Sturgeon, Nicolle Yaron","Amy Poehler, Nick Offerman, Simon Doonan","The final three makers transform a real couple's wedding into an incredible handcrafted experience with personalized cake toppers and ceremony backdrops; Amy, Nick and the judges award the title of Master Maker to the competition ...",N/A,N/A,N/A,N/A,58,tt8589158,N/A
All of the Holidays at Once,2018,TV-14,43 min,"Comedy, Reality-TV",Rich Kim,"Neil Casey, Chris Sturgeon, Nicolle Yaron","Amy Poehler, Nick Offerman, Simon Doonan","The makers race to create last-minute Halloween costumes using common household items before turning their attention to celebrating all of the holidays at once with front door displays for Valentine's Day, Easter, the Fourth of Ju...",N/A,N/A,N/A,N/A,58,tt8589160,N/A
Casting Calls,2018–,TV-PG,3 min,"Documentary, Short, Talk-Show",N/A,N/A,N/A,"Almost every classic Hollywood role was hotly pursued behind the scenes. This series looks at the most famous roles of all-time and reveals the stories behind how they were cast, which other actors were considered, and how your favorite stars landed the part.",English,United States,N/A,7.0,495,tt8589176,N/A
Stephanie J. Block in Concert,2018,N/A,N/A,"Music, Musical",Andrew Carl Wilk,N/A,"Stephanie J. Block, Sebastian Arcelus",A special night of cabaret with Broadway actress and singer Stephanie J. Block.,N/A,N/A,N/A,N/A,6,tt8589186,N/A
Warriors: Into The Wild: The Movie,2017,N/A,150 min,"Action, Adventure, Drama",N/A,Erin Hunter,"AwesomeAnimalLover2000, Tyrone Bruinsma, Lps Demon Candy","This is a fan film adaption of the story of Rusty, a kitten of whom ventures beyond his home and discovers the four warriors clans. Join him on his adventure of friendship, loyalty, strength, and hope as he meets new friends and encounters dangerous enemies along the way.",English,United States,N/A,7.5,9,tt8589192,N/A
Team Marco,2019,N/A,92 min,"Comedy, Drama, Family",Julio Vincent Gambuto,"Julio Vincent Gambuto, B.R. Uzun","Owen Vaccaro, Anthony Patellis, Anastasia Ganias","Marco, 12, is obsessed with his iPad and hardly leaves the house. But when his grandmother dies and his grandfather moves in, Marco's life is turned upside-down and he's forced...to go play outside. ""Nonno"" (Grandpa) introduces him to bocce ball and to the neighborhood crew of old Italian men who play daily at the local court. With sport, laughter and love, Marco finds connection to other people and rounds up a team of neighborhood kids to take on Marco's grandfather and his pals.","English, Italian",United States,3 wins,6.2,336,tt8589210,N/A
Lost & Found,2018,Not Rated,8 min,"Animation, Short, Drama","Goldy, Bradley Slabe",Bradley Slabe,"Maria Angelico, Marc Gallagher",A clumsy crochet dinosaur must unravel itself to save the love of its life.,N/A,Australia,9 wins & 3 nominations,7.8,"1,084",tt8589236,N/A
The Swami and the Serpent - A Non-Dualist's Encounter with Kundalini,2018,N/A,75 min,Documentary,Swami Tadatmananda,Swami Tadatmananda,N/A,A respected meditation teacher confronts his guru's criticism of kundalini yoga by exploring its origins and personally undertaking its practice. He experiences kundalini yoga's power and discovers a hidden reason for its popularity.,N/A,USA,N/A,N/A,N/A,tt8589240,N/A
Woman's Enemy,2018,N/A,92 min,"Comedy, Romance",Karim Mohammad Amini,"Behnam Mosaed, Amir Hossein Najafpoor","Sam Derakhshani, Bahareh Kian Afshar, Elnaz Habibi",Khosrow is a wealthy man who is still not married because ha hates women. But when his friend brings a saleswoman Soheila for playing a fake role he falls in love this time.,Persian,Iran,N/A,4.0,295,tt8589358,N/A
The Proposal,2018,N/A,N/A,"Short, Action, Drama",Ben Whimpey,John Fallon,"Marc Natoli, Kahli Williams, Christina McLachlan","When gun for hire and all around tough customer Mason Stone (Marc Natoli) takes his long time girlfriend Emma (Kahli Williams) out on the town with the intent of popping the big question, he finds his proposal plans rudely interrupted by a group of highly skilled assassins who want him dead. What's a man to do in this kind of situation? Only one thing: kick butt.",English,Australia,1 win,N/A,N/A,tt8589362,N/A
"Leslie Odom, Jr. in Concert",2018,N/A,N/A,"Music, Musical",Annette Jolles,N/A,"Leslie Odom Jr., Nicolette Robinson","Tony Award-winner Leslie Odom Jr. is known for originating the role of Aaron Burr in the Broadway musical Hamilton, a performance for which he won the 2016 Tony Award for Best Actor in a Musical performs.",N/A,N/A,N/A,N/A,11,tt8589422,N/A
Nochnoy Bog,2018,N/A,110 min,Drama,Adilkhan Yerzhanov,Adilkhan Yerzhanov,"Maxim Bogomolov, Konstantin Kozlov, Adiya Mussina","This is a beautifully shot journey of confusing proportions during rough times in a world where night has fallen eternal and strange things start accumulating. Expect discomfort and confusion, but prepare for scenes of sudden slow tension that lingers on-screen and off. If you dig films that take their time bringing you into a world and allowing you to take from it what you will, you'll probably dig this one. If you prefer things made clear, move along. If you're the type of person to ask ""What's going on? Why'd they do that?"", don't see this with a crowd.Having seen it twice within a 24-hour period, I must say it's worth a second viewing if not just to catch all the foreshadowing and better understand what the hell is going on. I'm not saying anything about the plot because I don't want to ruin or alter anyone's journey.Things I Like:1) The way it's entirely composed of long takes and tracking shots2) How every moment of every damn scene is screenshot-worthy3) Dat consistent rough-form cinematography4) Dat almost non-existent soundtrack5) The way it's almost subtly dark6) The telling of Icarus7) Dat endingFavorite Character:Lady Padmé. For the look of her (even when bare) and her words.Similar:1) Long Day's Journey Into Night (2018). For its slowness, story-telling, and cinematography.2) Dwelling in the Fuchun Mountains (2019). For its beautiful slowness and cinematography.3) Paranoid Park (2007). For dem screenshot-worthy scenes.",Russian,Kazakhstan,1 nomination,7.8,27,tt8589440,N/A
Sutton Foster in Concert,2018,N/A,N/A,"Music, Musical",Annette Jolles,N/A,"Sutton Foster, Jonathan Groff, Megan McGinnis",Two-time Tony Award-winner Sutton Foster performs in The Appel Room with guest Jonathan Groff.,N/A,N/A,N/A,8.1,15,tt8589466,N/A
Purity Falls,2019,TV-14,90 min,"Drama, Mystery, Thriller",Sam Irvin,"Shane O'Brien, Jack Bryant, Anthony Del Negro","Sloane Avery, Trevor Stines, Gary Weeks","It's supposed to be a fresh start: One year after the loss of her husband, Nicole settles with her young adult children Justine and Jason in Purity Falls. First, the family is greeted by a warm welcome. Especially their rich neighbor Courtney seems awfully nice, quickly setting up Jason with odd jobs to support the family income. Yet Nicole soon notices that something is amiss, with her son leaving and coming back at suspiciously late hours. When a young neighbor drowns in a pool, things start to get dangerous. Something is not right with the oh-so-friendly Courtney, who seems to have a grip on her son. Soon, Nicole uncovers the criminal underbelly of Purity Falls' wholesome suburban facade that will threaten all of their lives.",English,United States,N/A,4.6,643,tt8589474,N/A
Commander Safeguard,2005–,N/A,20 min,"Animation, Action, Adventure",N/A,N/A,"Bushra Ansari, Behroze Sabzwari","He is summoned by his contact to protect children from the entity known as Dirtoo, who is the King of Germs.","Urdu, Spanish, English",Pakistan,N/A,7.6,16,tt8589560,N/A
Electrics for Everyone,2018,N/A,22 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Paul Schmucker","The Tesla Model 3 is a hype machine, and its direct competitor, the Chevy Bolt, is barely known. We drive them both and discuss if your next car should be electric.",N/A,N/A,N/A,N/A,8,tt8589590,N/A
The Alternative,2018,N/A,21 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Paul Schmucker",Kia has introduced a new model into the shrinking RWD sedan market. The guys put the new Stinger GT against a BMW to see if the Korean automaker has created a worthwhile alternative.,N/A,N/A,N/A,N/A,7,tt8589596,N/A
King of the Hot Hatch,2018,TV-PG,22 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Paul Schmucker",The AWD Focus RS reinvigorated the Hot Hatch segment. But Honda has brought the Civic Type R to the US to challenge for the title.,N/A,N/A,N/A,N/A,9,tt8589598,N/A
Five Seat Phenoms,2018,N/A,22 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Paul Schmucker","The fastest selling cars in the US are small five-seat CUVs. The guys drive the Mazda CX5, Jeep Cherokee, and Subaru Crosstrek to find the best one for most people.",N/A,N/A,N/A,N/A,N/A,tt8589602,N/A
Stock or Resto-Mod,2018,N/A,22 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Paul Schmucker","Driving a showroom stock 68 mustang and a Frankenstein 67 Resto-mod, the guys debate all the ways to enjoy a classic muscle car.",N/A,N/A,N/A,N/A,8,tt8589610,N/A
Wrangler vs. Moab,2018,N/A,22 min,Documentary,D. Todd Deeken,N/A,"D. Todd Deeken, Chance Hales, Paul Schmucker","Jeep's new JL is the latest version of the iconic Wrangler. With a brand new Rubicon, the guys rock-crawl Moab and discover what's possible from the factory setup.",N/A,N/A,N/A,N/A,8,tt8589614,N/A
A Band to Honor,2020,N/A,N/A,Documentary,Warren R Hull,"Annette C Hull, Warren R Hull","Donald Stratton, Daniel Martinez, Louis Conter, Jack Kennedy","A Band to Honor is a documentary that uses a combination of archival footage, photos and personal interviews to tell the story of the twenty-one young naval musicians who were among the ...",English,USA,N/A,N/A,N/A,tt8589616,N/A
Derek Hough,2018,TV-14,40 min,"Adventure, Comedy, Reality-TV",N/A,N/A,"Bear Grylls, Derek Hough",Dancer and choreographer Derek Hough joins Bear on a whirlwind adventure across the mountains of Bulgaria.,N/A,N/A,N/A,N/A,23,tt8589620,N/A
'Jurassic Park',2018,Not Rated,2 min,"Documentary, Short, Talk-Show",N/A,Corey Moss,N/A,"Jeff Goldblum had to fight off more than just dinosaurs to land the iconic role of Ian Malcolm in 'Jurassic Park.' Some of the biggest actors of the '80s and '90s were considered, and Steven Spielberg had his own radical idea as well. So, just how did Goldblum land the part?",N/A,N/A,N/A,N/A,51,tt8589666,N/A
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,PG,99 min,"Animation, Action, Adventure","Jeff Rowe, Kyler Spears","Seth Rogen, Evan Goldberg, Jeff Rowe","Micah Abbey, Shamon Brown Jr., Nicolas Cantu",The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,English,"Canada, United States",1 win & 75 nominations total,7.2,"76,343",tt8589698,74
APOCALYPSE War of Worlds 1945-1991,2019,N/A,1 min,"Documentary, History, War",N/A,N/A,"Mathieu Kassovitz, Geneviève de Galard","Summer 1945. An iron curtain comes down, separating the Communist Eastern bloc and the West, led by the Americans. And nuclear weapons leaves mankind under perpetual threat of a new Apocalypse.","French, English",France,N/A,8.2,579,tt8589702,N/A
Showing Off,2018,TV-14,41 min,Reality-TV,N/A,N/A,"Erica Mena, Rasheeda, Mimi Faust","The crew is back from Texas, and Estelita is back to work with Stevie prepping for the big Danger Zone showcase. Kirk reunites with Kannon, and Rasheeda is upset when she learns about it on social media. Sierra and Shooter finaliz...",English,United States,N/A,N/A,N/A,tt8589708,N/A
Peace & Blessings,2018,TV-14,41 min,Reality-TV,N/A,N/A,"Erica Mena, Rasheeda, Mimi Faust",Shooter puts together a big anti-violence rally to honor his late son. Dime's baby shower takes a turn when Stevie and Sean Garrett argue. Stevie enlists Rich Dollaz to get back at Erica. Tommie reconnects with the group and Dime ...,English,United States,N/A,N/A,7,tt8589712,N/A
Fatal Future,2018,Not Rated,93 min,"Adventure, Comedy, Sci-Fi","Sean Doyle, Michael Keene","Sean Doyle, Michael Keene","Michael Keene, Bri Ana Wagner, Ivy Salazar","The first ever feature-length homage to Vegas-based auteur Neil Breen, this one-of-a-kind, action-packed cyberpunk drama follows the story of MC Dalton, a rogue hacker who's the best at what he does. Dalton finds himself on a deadly journey through the Cyber Grid involving the evil Corporations, bounty hunters, and an AI that might just be his long-dead wife.",English,United States,N/A,5.8,41,tt8589718,N/A
Reunion - Part 1,2018,TV-14,41 min,Reality-TV,N/A,N/A,"Erica Mena Samuels, Rasheeda, Mimi Faust","The cast reunites and the drama becomes too much for one OG cast member. Rasheeda lets Jasmine know what she really thinks about her apology, and Joc &amp; Karlie let slip some steamy details from the dude ranch. Things go left between Spice and Tommie.",N/A,N/A,N/A,N/A,7,tt8589720,N/A
Super Mario Party,2018,N/A,N/A,"Adventure, Comedy, Family",N/A,N/A,"Charles Martinet, Deanna Mustard, Laura Faye Smith, Samantha Kelly","Mario Party is back. The classic series returns for it's eleventh home console installment, bringing back the original board and play style, with new characters and new mini-games joining the fray exclusive to Nintendo Switch.",English,Japan,N/A,N/A,N/A,tt8589722,N/A
Reunion - Part 2,2018,TV-14,41 min,Reality-TV,N/A,N/A,"Erica Mena, Rasheeda, Mimi Faust","Tensions reach a boiling point between Spice and Tommie. Tokyo makes it known she's ready to read anyone who comes for Tabius. Just when BK Brasco thought he was in the clear, his past catches up with him and has Sierra second gue...",English,N/A,N/A,N/A,5,tt8589726,N/A
La Redención,2018,N/A,N/A,History,N/A,Néstor Amarilla Ojeda,"Juan Carlos Notari, Lali Gonzalez, José Barrios, Sergio Cardozo",N/A,Spanish,Paraguay,N/A,7.3,13,tt8589746,N/A
Abandoned,2018,N/A,43 min,Reality-TV,N/A,N/A,"Terry Allen, Angel Alvarenga, Eric Brown, Sawyer Brown","In the search for others, you may find yourself when 12 diverse individuals are dropped alone throughout various islets in Indonesia and challenged to survive among washed-up luggage, ...",N/A,N/A,N/A,7.3,23,tt8589752,N/A
Man Down,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"A chance encounter between Tim and Krichelle takes them by surprise, while Eric finds himself on a solo path. Sawyer, Angel and Richard meet for the first time, but one of them realizes they don't have what it takes to go on. Mean...",N/A,N/A,N/A,N/A,18,tt8589754,N/A
Only the Lonely,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"Tim and Krichelle meet Eric, who has been on a solo journey and feels hesitant to join the pair since asking for help is not in his nature, but his loneliness is getting the best of him. Meanwhile, three other Castaways find thems...",N/A,N/A,N/A,N/A,18,tt8589756,N/A
Three's a Crowd,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"As Matt struggles to make it to other parts of the island with his resources quickly running out, Tim and Krichelle's strong bond starts to take shape, and Sawyer and Richard's similarities make them question if meeting any others...",N/A,N/A,N/A,N/A,19,tt8589758,N/A
A Cry For Help,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"Matt attempts a dangerous swim to another part of the island and stumbles upon two other Castaways, Sawyer and Richard. The thought of splitting resources amongst the trio becomes a stark reality and another obstacle to overcome. ...",N/A,N/A,N/A,N/A,18,tt8589760,N/A
My True Rescue,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"Robbie and Kenzie are convinced Eric is on their island and wonder if he is looking for a companion or would rather be alone. Krichelle struggles with her infection and contemplates leaving the island early, which in turn would le...",N/A,N/A,N/A,N/A,14,tt8589762,N/A
Is It Worth It?,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"The remaining Castaways begin to obsess over the existence of other survivors and whether they are facing similar struggles. Matt decides to search for others across a mile-long channel, risking it all to potentially help his situ...",N/A,N/A,N/A,N/A,12,tt8589764,N/A
Hindsight,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"Terry continues to enjoy the isolation while thriving on the resources left behind by other Castaways who have quit. Matt must decide where he belongs, knowing he'll leave at least one camp questioning his integrity. Tensions reac...",N/A,N/A,N/A,N/A,10,tt8589766,N/A
The Search,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"After a fight divides a camp, starvation forces two Castaways to search for resources that may still exist on the islands. Two Castaways approach their breaking point, unsure of whether or not they can continue.",N/A,N/A,N/A,N/A,11,tt8589768,N/A
We Got This,2018,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,N/A,"On the season finale, two Castaways come across an abandoned camp full of journals and resources left by other survivors. Deep reflection forces all Castaways to question their ability to stay, forcing yet another to quit. The rem...",N/A,N/A,N/A,8.1,17,tt8589770,N/A
All of My Heart: The Wedding,2018,TV-PG,85 min,Romance,Terry Ingram,Karen Berger,"Lacey Chabert, Brennan Elliott, Pauline Egan","As the big day approaches, Jenny and Brian are faced with having to give up their ownership of Emily's Country Inn to a distant relative, while financial issues continue to plague the couple.",English,United States,1 nomination total,7.1,"1,504",tt8589788,N/A
Un giorno all'improvviso,2018,N/A,88 min,Drama,Ciro D'Emilio,"Cosimo Calamini, Ciro D'Emilio","Anna Foglietta, Giampiero De Concilio, Massimo De Matteo","Antonio dreams of becoming a football star. Miriam, his mother, dreams of rebuilding her family following the abandonment of her husband. When a football scout turns their eye to Antonio, the family dynamic changes.",Italian,Italy,5 wins & 4 nominations,5.7,313,tt8589792,N/A
No Days Off,2017–,N/A,6 min,"Reality-TV, Sport",N/A,N/A,"Robert Barranco, Tamari Davis, Jaylen Huff",Inspirational and engaging stories of emerging athletes in their young ages.,English,United States,N/A,N/A,14,tt8589816,N/A
Finding Fukue,2018,N/A,15 min,"Documentary, Short","Daniel Roher, Edmund Stenson",N/A,Ramin Namdar,A Canadian woman returns to Japan in order to solve the mystery of her long-lost friend.,English,"Canada, Japan",1 win,8.1,54,tt8589820,N/A
Secrets of McDonald's: 50 Years of the Big Mac,2018,N/A,60 min,Documentary,Matthew Nicholson,N/A,"Matthew McNulty, John Banzhaf, Mark Borkowski",The documentary traced the fast food company's journey from Route 66 diner to planet-conquering giant.,English,United Kingdom,N/A,5.8,27,tt8589834,N/A
Lukisan Berlumur Darah,1988,N/A,86 min,Horror,Torro Margens,"Abdullah Harahap, Torro Margens, Imam Tantowi","Tiara Jacquelina, Dharma Harun Al-Rashid, Yurike Prastica","A school teacher and his wife relocate to Indonesia and move into a new home, only to discover the former owner had been killed by burglars and now the place is haunted.",Indonesian,Indonesia,N/A,N/A,165,tt8589846,N/A
Kohtunik,2019,N/A,95 min,"Comedy, Drama, Thriller",Andres Puustusmaa,Andres Puustusmaa,"Märt Avandi, Matti Kröger, Matti Kröger","The Judge (Mait Malmsten) is a man who represents strict rules and laws in the courtroom. However, his own personal life is an absolute mess. After the judge makes a decision to give a long prison sentence to a woman, the woman's brother (Märt Avandi) starts following the judge to change his mind about the verdict. The judge stays adamant. The verdict is final. A conflict takes place between the men, resulting in the judge suddenly becoming a criminal himself. Unable to confess his crime, the judge escapes to Finland, where a series of comedic twists and turns lead him to a number of strange people and comical situations. However, the shadows of his dark deeds keep haunting him. To leave his dark crime behind and to fix his earlier decisions, the judge returns home. ""Your Honor"" is a road movie filled with dark humor, starring Mait Malmsten (""Love Is Blind"", ""Rattrap"") and Märt Avandi (""The Fencer"", ""Red Quicksilver""). The film is directed and written by Andres Puustusmaa (""Green Cats"", ""18-14"", ""Red Quicksilver""). The movie is produced by Leo Production and distributed by ACME Film.","Estonian, Finnish","Estonia, Russia",1 win & 4 nominations,4.5,119,tt8589854,N/A
Episode #2.1,2020,N/A,45 min,"Action, Crime, Drama",Diarmuid Goggins,"Noel Clarke, Ashley Walters, Nick Love","Ashley Walters, Noel Clarke, Olivia Chenery","The crime drama returns. A chance discovery propels Bishop and Pike to go deep undercover to infiltrate a notorious international crime family, the Markides.",English,United Kingdom,N/A,8.3,104,tt8589938,N/A
Episode #2.2,2020,N/A,45 min,"Action, Crime, Drama",Diarmuid Goggins,"Noel Clarke, Ashley Walters, Nick Love","Noel Clarke, Ashley Walters, Olivia Chenery",Tension mounts as Pike and Bishop are drawn deeper into the Markides family. Tanner starts to sweat over her decision to steal drug money to fix a problem in her personal life.,English,United Kingdom,N/A,N/A,93,tt8589940,N/A
Episode #2.3,2020,N/A,45 min,"Action, Crime, Drama",Diarmuid Goggins,"Noel Clarke, Ashley Walters, Nick Love","Ashley Walters, Noel Clarke, Olivia Chenery",Bishop and Pike take the law into their own hands as the hunt for a missing girl leads them to Amsterdam and into the heart of the Markides's dark operations.,English,United Kingdom,N/A,N/A,96,tt8589942,N/A
Episode #2.4,2020,N/A,45 min,"Action, Crime, Drama",Dominic Leclerc,"Noel Clarke, Ashley Walters, Nick Love","Noel Clarke, Ashley Walters, Olivia Chenery","As Alex regains control of the family, Mikey puts Bishop and Pike in charge of a gun-trafficking op. But the boys quickly find themselves out of their depth.",English,United Kingdom,N/A,N/A,87,tt8589944,N/A
Episode #2.5,2020,N/A,45 min,"Action, Crime, Drama",Dominic Leclerc,"Noel Clarke, Ashley Walters, Nick Love","Ashley Walters, Noel Clarke, Olivia Chenery","Elena starts digging into Bishop's identity. Meanwhile, the boys find an unlikely ally as they hunt for a lead in Cyprus. But how long can they keep their cover?",English,United Kingdom,N/A,N/A,82,tt8589946,N/A
Episode #2.6,2020,N/A,45 min,"Action, Crime, Drama",Dominic Leclerc,"Noel Clarke, Ashley Walters, Nick Love","Noel Clarke, Ashley Walters, Olivia Chenery","Bishop and Pike's covers are blown, with serious consequences for the unit. With the boys' lives at stake, Tanner goes head-to-head with Elena.",English,United Kingdom,N/A,N/A,89,tt8589948,N/A
Nielegalni,2018–,N/A,50 min,"Action, Thriller",N/A,N/A,"Grzegorz Damiecki, Agnieszka Grochowska, Sylwia Juszczak","Konrad Wolski, head of the Q department, an elite Polish intelligence unit, taking over a Belarusian arms dealer in Istanbul, learns about a terrorist attack planned in Sweden. The weapon to be used in the attack is to come from the Soviet arsenal hidden in Belarus. Konrad immediately launches Travis, a Polish spy secret in the Minsk KGB, to obtain intelligence information that will frustrate the terrorist plan. The issue is complicated by the fact that Travis has just been exposed by one of the Belarusian KGB officers. Subject to financial blackmail, he will not remain in his position for a long time - the mission of his immediate evacuation goes to Minsk Sara, an officer of the Polish Intelligence Agency. At the same time, a retired general of Belarusian services in Warsaw is blackmailing the Prime Minister of the Republic of Poland. The officers of the Foreign Intelligence Agency must at all costs take over archival materials incriminating the head of the Polish government. All roads lead to Minsk. A murderous game begins with time.","Polish, English, Russian","Poland, Turkey",N/A,6.2,192,tt8589990,N/A
Wagons Ho!,2018,TV-G,42 min,"Game-Show, Reality-TV",N/A,N/A,"Tyler Florence, Lauren Carson, Paris Henry","Tyler Florence kicks off the race at a cattle ranch outside of Los Angeles, where he welcomes the seven teams with their first challenge. The ranch's cowhands need something to wash down their breakfast, so each team must hand-squ...",N/A,N/A,N/A,N/A,8,tt8589992,N/A
