title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
As I Fall,2018,N/A,97 min,Drama,Magnus Meyer Arnesen,"Magnus Meyer Arnesen, Kristian Landmark","Preben Hodneland, Marius Aandal Pedersen, Alexandra Gjerpen",Follows the unconventional relationship between a father and son as they cling to one another under the looming threat of addiction and separation.,Norwegian,Norway,3 wins & 5 nominations,6.7,152,tt7547800,N/A
My Week as a Muslim,2017,N/A,46 min,Documentary,N/A,N/A,N/A,A woman from a mostly white town uses prosthetics to transform her appearance on a visit to Manchester's Pakistani Muslim community as the city deals with a recent terrorist attack.,English,United Kingdom,N/A,4.2,30,tt7547808,N/A
Qué Perro el Amor,2017,N/A,N/A,"Short, Musical",David Nebot,David Nebot,"Aniez, Alvaro de Tovar, Kitty",N/A,Spanish,Spain,N/A,N/A,10,tt7547810,N/A
What the Fly!?,2014,N/A,N/A,"Animation, Short","Joris Chapelin, Pascaline de Santis, Julien Ferritto",N/A,N/A,A lizard conductor leads a symphonic orchestra when suddenly a noise comes to interfer his music.,English,France,5 nominations,N/A,11,tt7547812,N/A
Oversize Cops,2017,N/A,100 min,"Action, Comedy","Phuwanit Pholdee, Chanon Yingyong","Phuwanit Pholdee, Phuvarith Phuapairoch","Dan Chupong, Sarun Cinsuvapala, Nutjaree Horvejkul",4 cops failed to catch a thief due to their obesity. Their boss then assigned a new mission for them; lose weight in 2 months or they all got fired.,Thai,Thailand,N/A,5.8,233,tt7547814,N/A
Visions and Omens,2018,TV-14,47 min,"Crime, Drama, History","John Erick Dowdle, Dennie Gordon","John Erick Dowdle, Drew Dowdle, David Thibodeau","Michael Shannon, Taylor Kitsch, Andrea Riseborough","The ATF receives a tip of suspicious activity involving weapons taking place among a small religious community led by David Koresh at the Mount Carmel Center, located just outside of Waco, TX.",English,N/A,N/A,7.6,1079,tt7547822,N/A
The City of Forlona,2017,N/A,N/A,"Animation, Adventure, Comedy","Lucas Gray, Alan Wu",Spencer Crittenden,Jason Mantzoukas,"The heroes travel to the Capital City of Forlona. A lost little boy informs the gang of a recent catastrophe in the city, and a quest to find his parents leads them into the royal Castle to beg for the King's aid.",N/A,N/A,N/A,N/A,48,tt7547828,N/A
Pogo the Poltergeist,2017,N/A,N/A,"Animation, Comedy, Family",Ehud Landsberg,N/A,Marlon Dance-Hooi,Pogo uses an invisibility device to cause all sorts of havoc in Oddsville.,N/A,N/A,N/A,N/A,N/A,tt7547838,N/A
The Owl,2017,TV-PG,21 min,Comedy,Andy Fickman,"Kevin James, Rock Reuben, Bruce Helford","Kevin James, Leah Remini, Taylor Spreitler","Kevin and Chale set out on a road trip to retrieve an owl-shaped cookie jar that Kevin sold before realizing how much it meant to Kendra. Also, after Vanessa rejects Kyle's attempt to woo her, she and Kendra help get him back on t...",English,N/A,N/A,N/A,189,tt7547858,N/A
Dad Crush,2017,N/A,N/A,Adult,N/A,N/A,"Nickey Huntsman, Jeleana Marie, Leanna Lass, Bonnie Grey",N/A,English,USA,N/A,N/A,N/A,tt7547862,N/A
Hoe Zal Ik Het Zeggen?,2017–2021,N/A,45 min,"Comedy, Reality-TV",N/A,N/A,"Jens Dendoncker, Janne Desmet, Bert Huysentruyt","'Did You Get the Message?', is a fresh new hidden camera comedy format all about getting a message across in the most unique and memorable way ever. From embarrassing messages, such as trying to convince your son to have safe sex, to a creative way of sending a romantic message, no message is off limits. Maybe it's the boss who enlists the help of a marching band to let his employee know she's spending far too much time on social media. Or the mom who holds a demonstration in the streets with neighbors, bystanders and even the press helping her to convince her son to clean his room. Whatever the message, 'Did You Get the Message?' will have a fresh new take on conveying it.",Dutch,Belgium,3 wins,8.0,27,tt7547864,N/A
100% Organic,2017,N/A,5 min,"Short, Horror",Yoann Luis,"Gautier Babe, Yoann Luis","Jacques Chambon, Victor Chambon, Simon Gabillet",Is your food actually 100% organic?,English,France,5 nominations,6.1,68,tt7547890,N/A
El camino de Santiago,2017,N/A,12 min,Short,Mario Monzó,Mario Monzó,"Maruchi León, Lucía Monzó, Josep Maria Alejandre",N/A,Spanish,Spain,2 nominations,7.1,16,tt7547902,N/A
WWE Survivor Series,2017,TV-PG,196 min,Sport,Kevin Dunn,N/A,"Brock Lesnar, AJ Styles, Paul Levesque","Team Raw Vs Team Smackdown goes head to head for brand superiority, once again.",English,United States,N/A,6.8,361,tt7547934,N/A
I've been surfing since I was a child and I'm very very handsome.,2017,N/A,29 min,N/A,N/A,N/A,"Nathan Block, Rod Motzko, Jim Belden, Jordan Rouleau",N/A,N/A,N/A,N/A,4.6,5,tt7547936,N/A
O Último Respiro,2018,TV-MA,45 min,"Crime, Drama, Thriller",Daniel Rezende,N/A,"Selton Mello, Leandro Ramos, Caroline Abras",The Group of the 13 is running against the clock to plea a bargain with the General Prosecutor's office. Ruffo begins to understand how the mechanism works.,N/A,N/A,N/A,N/A,557,tt7548014,N/A
Juízo Final,2018,TV-MA,52 min,"Crime, Drama, Thriller",Daniel Rezende,N/A,"Esther Medeiros, Selton Mello, Pietro Mário","The bargain with the General Prosecutor undergoes a turnaround. Meanwhile, Verena receives devastating news and Operation Doomsday takes place.",N/A,N/A,N/A,N/A,568,tt7548024,N/A
Tri bogatyrya i printsessa Egipta,2017,N/A,75 min,"Animation, Adventure, Family",Konstantin Feoktistov,"Alexander Boyarskiy, Svetlana Sachenko","Alexander Boyarskiy, Dmitriy Bykovskiy-Romashov, Konstantin Feoktistov","The new adventures of the three heroes and, of course, the horse Yuliya!!!!. Where will the fate of the fairy tale heroes, who have fallen in love with them still go, what challenges do they have to overcome, that will help them defeat the dark forces? We will find out about this very soon.",Russian,Russia,1 nomination total,4.5,665,tt7548114,N/A
The Old Blue Mayor She Ain't What She Used To Be,2017,TV-14,21 min,"Animation, Comedy","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon","Dan Castellaneta, Julie Kavner, Nancy Cartwright",Marge runs for mayor and uses Homer as the butt of her jokes to gain public support.,English,United States,N/A,6.3,1018,tt7548148,N/A
Episode #2.6,2017,TV-MA,40 min,"Biography, Crime, Drama",Ernesto Contreras,Diego Vega Vidal,"Marco de la O, Humberto Busto, Alejandro Aguilar","'El Chapo', orders 'Don Sol' to avoid the arrival of Andrés Labrador to the presidency of Mexico, because he fears that his business will end with him.",Spanish,"United States, Mexico",N/A,N/A,324,tt7548216,N/A
Reunion,2017,N/A,18 min,"Short, Drama",Stephen Holbrook,Ryan Morris,"Ryan Morris, Charles Mullins, Shannon Ooijkaas",A son confronts his estranged father and discovers the reason behind his father's absence. This confrontation becomes violent and leaves a wake of tragedy.,English,United States,N/A,6.9,7,tt7548258,N/A
The She IT,2017,N/A,N/A,"Short, Thriller",Larry Humphrey,Larry Humphrey,"Abigail Humphrey, Tricia Pyle",A young girl is home alone during a storm when the power goes out.,English,United States,N/A,N/A,7,tt7548322,N/A
Red Land (Rosso Istria),2018,N/A,150 min,"Drama, History",Maximiliano Hernando Bruno,"Antonello Belluco, Maximiliano Hernando Bruno","Selene Gandini, Franco Nero, Geraldine Chaplin","It's September 1943, the days when chaos breaks out in the parts of Italy tormented by the war. Marshal Badoglio, head of the Italian government, manages to get the Allied forces to agree to an armistice and flees Rome along with the king, leaving Italy in pandemonium. The army can no longer tell who the enemy is and who is on their side. The story becomes a tragedy for the soldiers, who are left to their own defenses, but also and especially for the civilians of Istria, Fiume, Giulia and Dalmatia, who now must face a new adversary: Tito's partisans, steadily advancing and driven by anti-Italian rage. In this dramatic historical context, Norma Cossetto emerges as a key figure - a young Istrian woman, student of the University of Padua, barbarically raped and murdered by Tito's partisans - chosen for this brutal crime only because she was guilty of being Italian.",Italian,Italy,N/A,5.0,269,tt7548328,N/A
Vece sa Ivanom Ivanovicem,2010–,N/A,N/A,"Comedy, Talk-Show",N/A,N/A,"Ivan Ivanovic, Nikola Lazetic, Nenad Okanovic","Vece sa Ivanom Ivanovicem (English: The Night with Ivan Ivanovic) is a Serbian talk show that airs Mondays and Fridays on Prva Srpska Televizija. The show is hosted by Ivan Ivanovic. The first episode was broadcast on May 14, 2010.",English,Serbia,N/A,8.3,58,tt7548354,N/A
Kaly,2018,N/A,163 min,Drama,Najeem Koya,Najeem Koya,"Shebin Benson, Joju George, Anil Reji","Six best friends, all wanted to dress up in branded outfits and look stylish in all manner. The hankering for luxury brands led them to steal. The turn of events starts when they broke into a villa and get stuck inside.",Malayalam,India,N/A,5.1,138,tt7548378,N/A
System Shock,2017–,N/A,N/A,Documentary,N/A,N/A,"Hank Barry, Benefit, Karlheinz Brandenburg","Germany 1995, a PhD student makes a technological breakthrough when he discovers how to compress audio without losing sound quality. He calls his new file type an ""MP3"". Within just a few years, and with the help of a nascent tech community, illegal MP3s begin filling up the hard drives of millions of computers around the world. It's the beginning of our modern digital age and internet culture. Featuring interviews with infamous music executives, artists, and techies, System Shock chronicles how the MP3 crushed the music industry and gave rise to the billion-dollar sharing economy.",English,United States,N/A,7.3,36,tt7548482,N/A
Viswa Vikhyaatharaaya Payyanmaar,2017,N/A,125 min,Comedy,Rajesh Kannankara,Rajesh Kannankara,"Deepak Parambol, Aju Varghese, Sudhi Koppa","The friendship of five fun-loving youngsters and spreads the message that ""the goodness in your heart never goes unrewarded"".",Malayalam,India,N/A,3.5,61,tt7548520,N/A
Swathanthryam Ardharathriyil,2018,N/A,138 min,"Action, Crime, Thriller",Tinu Pappachan,Dileep Kurian,"Antony Varghese, Vinayakan, Chemban Vinod Jose","Jacob, a manager at a big financial firm, finds himself behind bars when he tries to save the woman he loves from being involved in a criminal case. The only way for him to survive and to escape was to break out of prison.",Malayalam,India,1 win,7.4,"1,615",tt7548570,N/A
"Sandwiches, Steamed Potato with Butter",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi","Yûshi Ibe, Masato Jinbô","Junpei Inuzuka, Masato Jinbô","Dawn M. Bennett, Charles C. Campbell, Stephen Fu",The diners argue over which dish makes the best sandwich. The master teaches Aletta a new way to cook potatoes.,N/A,N/A,N/A,N/A,24,tt7548594,N/A
"Curry Rice, Chicken Curry",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi","Masato Jinbô, Yûta Takamura","Junpei Inuzuka, Masato Jinbô","Bradley Campbell, Charles C. Campbell, Jill Harris",A shipwrecked man and an ancient dragon find companionship at Nekoya.,N/A,N/A,N/A,N/A,21,tt7548604,N/A
"Hamburg Steak, Assorted Cookies",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi","Masato Jinbô, Hidehiko Kadota","Junpei Inuzuka, Masato Jinbô","Felecia Angelle, Amber Lee Connors, Caitlin Glass",A mermaid introduces a fisherman to the Restaurant to Another World. Aletta finds a second job.,N/A,N/A,N/A,N/A,18,tt7548612,N/A
"Fried Seafood, Melon Soda Float",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi",N/A,"Junpei Inuzuka, Masato Jinbô","Anthony Bowling, Greg Dulcie, Ricco Fajardo",Two dwarves enjoy otherworldly alcohol and fried seafood. A prince has fallen for the princess he met at Nekoya.,N/A,N/A,N/A,N/A,25,tt7548622,N/A
"Crêpes, Natto Spaghetti",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi","Masato Jinbô, Jun'ya Koshiba","Junpei Inuzuka, Masato Jinbô","Dawn M. Bennett, Rachel Glass, Jill Harris",Fairies investigate a disturbance in their land. Fardania visits a fellow gourmand and old friend of her father's.,N/A,N/A,N/A,N/A,18,tt7548626,N/A
"Pork Soup, Croquettes",2017,TV-14,23 min,"Animation, Fantasy, Sci-Fi","Masato Jinbô, Yûta Takamura","Junpei Inuzuka, Masato Jinbô","Charles C. Campbell, Emily Fajardo, Ricco Fajardo","The half-elf mercenary Alexander visits Nekoya, and the beginning of the connection between the two worlds comes to light.",N/A,N/A,N/A,N/A,19,tt7548638,N/A
The Evil Down the Street,2019,N/A,97 min,"Drama, Horror, Mystery",David J. Espinosa,"Craig Ahrens, David J. Espinosa","Kelton Jones, Alena Gerard, Tara Milante",The Ryan Family moves into their dream home having no idea their new home is possessed by a demon. (inspired by true events).,English,United States,N/A,3.5,"1,784",tt7548732,N/A
Egypt's Great Pyramid: The New Evidence,2017,N/A,48 min,Documentary,Gwyn Williams,N/A,Pierre Tallet,N/A,English,United Kingdom,N/A,7.1,21,tt7548804,N/A
Episode #1.2,2017,TV-PG,54 min,"Documentary, History","Chris Durlacher, Julian Jones",N/A,"Colin Tierney, Jerry Brotton, Dominic Green","Robert Cecil is the son of Elizabeth I's original spymaster. He has been groomed since birth to inherit his father's network but when he finally steps into his father's shoes, the Queen's enemies are stronger than ever and Cecil must also watch his back. The Earl of Essex has established a rival network and is trying to oust Cecil as Elizabeth's spymaster. Essex is everything Cecil is not. Cecil is bent-backed and under five foot tall. Essex is an athlete and a war hero who flirts with the Queen. But the two men have known each other since childhood. And now they are locked in a battle that is part court theatrical but which is also a lethal spy war in which people die horrifically violent deaths. The stakes are huge. For the winner, untold power. For the loser a one-way trip to the scaffold. Cecil is also aware that the sun is setting on the reign of Elizabeth, who is in her sixties. He and Essex are not just battling for control of the Queen, but for control over who will be her successor. For the power to select the next King of England. Essex begins a spy war within the spy war by secretly approaching James VI of Scotland and striking a deal to put him on Elizabeth's throne when she has passed away. So Cecil must somehow oust Essex from Elizabeth's court without making an enemy of James who Cecil also wants to inherit the throne. This is a secret conflict, involving double agents, coded letters, treachery and treason. It is a world that Cecil proves to be an absolute master of. Cecil ruthlessly manoeuvres Essex to the execution block and becomes the man who puts James on the English throne.",N/A,N/A,N/A,N/A,36,tt7548830,N/A
Episode #1.3,2017,TV-PG,54 min,"Documentary, History","Chris Durlacher, Julian Jones",N/A,"Colin Tierney, Dominic Green, Alexander Courtney","King James of Scotland travels south to take the throne at the invitation of Robert Cecil. Meanwhile, John Gerard, a Catholic priest who has dedicated his life to the destruction of the Protestant state that developed in Elizabeth's England has escaped and made contact with a splinter cell in the Catholic underground containing an extremist called Guy Fawkes who has a plan to blow up Parliament with the King inside. Cecil hears about the gunpowder plot, but is unaware of when and how they will strike and his investigation is hampered, as he's also trying to manage King James who has a wildly ambitious idea of unifying Scotland and England in a new kingdom of Great Britain.",N/A,N/A,N/A,N/A,34,tt7548842,N/A
Expectation,2018,TV-MA,63 min,Drama,Matthew Weiner,"Matthew Weiner, Semi Chellas, Michael Goldbach","Amanda Peet, Jon Tenney, Emily Rudd","Over a single day in New York City, a woman is confronted with every lie she ever told.",English,N/A,N/A,6.8,921,tt7548890,N/A
Apocalyptic Horror,2017,R,74 min,Horror,Mike Tack,Mike Tack,"Clive Ashenden, Keith Eyles, Richard Nock","A collection of twisted short films officially selected by prestigious horror fim festivals is what is in store here. From the early grind house works in THE DOMESTIC, Brutal revenge with no holds barred violence of the CAREFUL OWNER series, creepy monsters, cowboys and cos players this anthology of film shorts makes for interesting if sometimes excessively violent viewing.",English,United Kingdom,N/A,4.3,74,tt7548896,N/A
House of Special Purpose,2018,TV-MA,88 min,Drama,Matthew Weiner,"Matthew Weiner, Mary Sweeney, Michael Goldbach","Christina Hendricks, Jack Huston, Paul Reiser",A movie star and a director go head to head in a battle over what is real.,N/A,N/A,N/A,6.8,1345,tt7548898,N/A
1909,2017,N/A,N/A,"Documentary, Short",Jean Luis Garcia,Jean Luis Garcia,"Palmira Ayala, Jean Luis Garcia, Larriel","A young man sets out to expose the living conditions of a public housing building in Harlem. It's a story about a community, change, and hope.",English,United States,N/A,N/A,N/A,tt7548980,N/A
Love Thy Neighbor,2017,N/A,42 min,Crime,N/A,N/A,"Katie Morrison, Matt Dellapina, Julie Tolivar","Once good neighbors and close friends, Christina and Mona become involved in a steamy love triangle that leaves their households in peril.",English,N/A,N/A,N/A,6,tt7549004,N/A
Hope for the Holidays,2020,TV-14,91 min,"Drama, Family",Ricky Borba,"George Christie, Christopher Peterson","Doug Hutchison, Sally Kirkland, Robert LaSardo","One man's love for his dying mother leads him to commit the biggest mistake of his life. Now, with the help of his newfound faith and a Christmas miracle, he seeks redemption on Christmas Day.",English,United States,N/A,8.2,96,tt7549006,N/A
Amazon Arising: Joy in the Jungle,2017,N/A,86 min,Documentary,Jordan Bigler,N/A,"Jordan Bigler, Jennifer Foster, Victor Mathias","Experience encounters with exotic animals, witness souls that are hungry for the gospel, and feel the impact joy can bring to those who need it most. Amazon Arising is a first-person missionary feature documentary that transports you into the heart of the Amazon jungle.. It's high water season and this adventure-packed journey follows the life of Jungle Jen as she reaches the ""unreached."" Observe the victories and the challenges that face a modern-day missionary on this Journey of Joy.",English,United States,1 win & 2 nominations,8.7,11,tt7549012,N/A
Episode #1.1,2013,N/A,N/A,"Drama, Romance","Carlos Cock, Pepe Sánchez","Mónica Agudelo, Camila Brugés, Natalia Ospina","Juan Pablo Espinosa, Natalia Duran, Iván López",N/A,N/A,N/A,N/A,N/A,N/A,tt7549056,N/A
Maverick,2017,N/A,N/A,"Short, Drama",Cara Stricker,Cara Stricker,"Abbey Lee, Rhys Coiro","A young woman struggles to break free from a controlling relationship, and reclaim her identity. A prologue of one heartbreaking history of love and gas-lighting. On the edge of sanity in a progressive commune, a young woman looks at strange ways to kill time. When ex-lover Dick arrives unexpectedly, she is forced to confront herself her femininity and begins to see beyond his charismatic manipulation. She's looking for something more exotic than death - a rebirth. The film deals with the world of a relationship, as an intimate contemporary space to delve into the current climate of a gas-lighting.",English,United States,N/A,5.9,15,tt7549060,N/A
Buster,2017–,N/A,N/A,Comedy,N/A,N/A,"Manuel Noguera, Javi Mena, Irene Pérez",N/A,Spanish,Spain,N/A,6.2,27,tt7549108,N/A
I'm Totally a Skating Pro,2015,N/A,N/A,"Animation, Biography, Comedy",Jaiden Dittfach,Jaiden Dittfach,Jaiden Dittfach,Jaiden tells the embarrassing story of when she wanted to buy a skateboard.,N/A,N/A,N/A,N/A,N/A,tt7549116,N/A
Frozen Yogurt Freak Out,2015,TV-G,N/A,"Animation, Biography, Comedy",Jaiden Dittfach,Jaiden Dittfach,"Alex Clark, Jaiden Dittfach, Kate",Jaiden's friend Kate shares the story of a strange old man trying to buy frozen yogurt.,N/A,N/A,N/A,N/A,N/A,tt7549140,N/A
Mariana,2017,N/A,64 min,N/A,Chris Gude,Chris Gude,Jorge Gaviria,"The Guajira is a borderland peninsula between Colombia and Venezuela of resolute natives as well as disinherited adventurers. Some there take advantage of the peripheral territory to smuggle through isolated ports and over rugged landscape. They write their rebellious proclamation in the sands of crisscrossing desert paths and their rusted motors accompany their solitary voices with an unorthodox music, animating their indiscipline and adhesion to pure movement.",Spanish,Colombia,1 nomination,N/A,5,tt7549146,N/A
Impact,2017,N/A,4 min,"Animation, Short",Tristan Weis,Tristan Weis,N/A,"On his lonely mission to search the universe for life forms, an alien scientist quickly learns that life is not only hard to find, but also extremely fragile.",None,Germany,N/A,N/A,N/A,tt7549150,N/A
Billa Pandi,2018,N/A,140 min,Drama,Saravanasakthi,N/A,"Yogi Babu, Thambi Ramaiyah, Indhuja Ravichandran","A die-hard Ajith fan, Billa Pandi works as a construction contractor and dedicates the rest of his time to helping others in his neighbourhood. He is in love with his aunt's daughter, Valli, but life drastically changes for him when Jayalakshmi, whose family's house he'd recently constructed, falls in love with him.",Tamil,India,N/A,3.6,179,tt7549168,N/A
Black Line,2017,N/A,10 min,"Documentary, Short","Francesca Scalisi, Mark Olexa","Mark Olexa, Francesca Scalisi",N/A,"A woman fishing in turbid waters, a suffering nature, the broken chant of the muezzin, all linked by a thin, black line.",Bengali,"Switzerland, Bangladesh",1 win & 6 nominations,6.5,21,tt7549210,N/A
Episode #1.1,2017,N/A,1 min,"Horror, Thriller",Marco Romano,"Marco Romano, Nikolay Yeriomin",Marco Romano,N/A,English,San Marino,N/A,N/A,19,tt7549214,N/A
Episode #1.2,2017,N/A,1 min,"Horror, Thriller",Marco Romano,"Marco Romano, Nikolay Yeriomin (original idea)",N/A,N/A,English,San Marino,N/A,6.5,19,tt7549226,N/A
TierZoo,2017–,N/A,N/A,"Documentary, Comedy",N/A,N/A,"Patrick Lacey, Mr. Casually Explained, Joseph Pisenti",A web show that seeks to analyze the meta to determine the best current builds of various prominent animal classes.,English,United States,N/A,8.1,28,tt7549230,N/A
Horrid Henry and the Code Crackers,2012,TV-Y7,10 min,"Animation, Comedy, Family, Fantasy",Hilary Audus,"Dan Berlinka, Lucinda Whiteley, Francesca Simon (books)","Aidan Cook, Sue Elliott-Nichols, Tamsin Heatley, Joanna Ruiz","Henry enlists the help of the Best Boys Club to crack a strange code. Bizarrely, it's Rude Ralph who has the answer.",N/A,N/A,N/A,N/A,N/A,tt7549232,N/A
Episode #1.3,2017,N/A,1 min,"Horror, Thriller",Marco Romano,"Marco Romano, Nikolay Yeriomin (original idea)",N/A,N/A,English,San Marino,N/A,6.6,19,tt7549236,N/A
Episode #1.4,2017,N/A,1 min,"Horror, Thriller",Marco Romano,"Marco Romano, Nikolay Yeriomin (original idea)",N/A,N/A,English,San Marino,N/A,6.5,19,tt7549240,N/A
Episode #1.5,2017,N/A,1 min,"Horror, Thriller",Marco Romano,"Marco Romano, Nikolay Yeriomin (original idea)",N/A,N/A,English,San Marino,N/A,6.5,19,tt7549248,N/A
Agar.io,2015,N/A,N/A,Action,N/A,N/A,N/A,N/A,English,N/A,N/A,6.0,20,tt7549272,N/A
The Holy Hole,2018,TV-MA,N/A,"Comedy, Drama",Paul Fox,"Hannah Cheesman, Daniel Gold, Kathleen Phillips","Catherine Reitman, Dani Kind, Juno Rinaldi",Kate must pretend to be her opposite to make it through a busy day at her two offices. Anne moves into a new office space and discovers she knows her next door neighbor too well. Frankie is a real babe magnet at the Wellness Center.,English,N/A,N/A,N/A,126,tt7549292,N/A
Retreat,2018,TV-MA,N/A,"Comedy, Drama",Paul Fox,"Hannah Cheesman, Karen Kicak, Kathleen Phillips","Catherine Reitman, Dani Kind, Juno Rinaldi",The girls go on a weekend retreat with their 'moms with toddlers' support group and learn a lot about one another.,English,Canada,N/A,N/A,113,tt7549298,N/A
Cuck,2018,TV-MA,N/A,"Comedy, Drama",Aleysa Young,"Hannah Cheesman, Daniel Gold, Rebecca Kohler","Catherine Reitman, Dani Kind, Juno Rinaldi",Kate considers being her own boss and starting a company. Anne has a crazy fan. Sonia and Ian fight. Frankie chooses the right roommate for her.,English,N/A,N/A,N/A,119,tt7549302,N/A
If Women Had to Give Birth,2018,TV-MA,N/A,"Comedy, Drama",Aleysa Young,"Hannah Cheesman, Kathleen Phillips, Catherine Reitman","Catherine Reitman, Dani Kind, Juno Rinaldi",Anne decides to expose a bad doctor. Nathan and Kate butt heads about a health scare. Sonia's heartbreak complicates her relationship with Ian and Zoe.,English,N/A,N/A,N/A,117,tt7549310,N/A
Look Back,2018,TV-MA,N/A,"Comedy, Drama",Catherine Reitman,Catherine Reitman,"Catherine Reitman, Dani Kind, Juno Rinaldi","Anne and Lionel's commitment ceremony brings friends and family together, but mid-party a guest uncovers a life-changing secret.",English,Canada,N/A,N/A,154,tt7549314,N/A
Sanctum,2011,N/A,N/A,Action,N/A,N/A,N/A,Defend the core in a first person shooter tower defense game.,N/A,Sweden,N/A,N/A,N/A,tt7549336,N/A
Episode dated 20 January 1987,1987,N/A,60 min,"Documentary, Crime, Drama",John Cosgrove,"John Cosgrove, Carol L. Fleisher","Raymond Burr, Mary Kemp, Don Kemp",The original Unsolved Mysteries special hosted by Raymond Burr. It features the following segments: Unexplained Death - Don Kemp; Murder - Roger Wheeler Sr.; Mystery - Pat Mealbach; Wanted - Terry Lee Conner and Joseph Daugherty.,English,United States,N/A,N/A,12,tt7549344,N/A
Ghat Ghat Ka Paani,2017,N/A,68 min,Documentary,Akash Shukla,N/A,N/A,"Amidst the ringing bells and holy chants are stories that you and I can never read on faces. These stories give you a glimpse into the lives of the people living around the ghats. The ones who walk past you, the ones you want to know more about but never really get a chance to stop and ask. Each face, a new chapter. Each story, a new beginning that transports them from the ghats into a world they call home.",Hindi,India,N/A,7.8,9,tt7549450,N/A
Koxa,2017,N/A,90 min,"Crime, Drama, Thriller",Ekrem Engizek,N/A,"Burak Doruk, Hivzo Lekovic, Tito Uysal","Four Turkish friends who make their living as small time drug dealers in Stuttgart, Germany, get in over their heads when they receive a shipment of Colombian cocaine.",German,Germany,N/A,4.2,173,tt7549452,N/A
Die Entscheidung,2017,N/A,N/A,Crime,Holger Barthel,"Andreas Quetsch, Frank Weller","Stefan Jürgens, Gregor Seberg, Lilian Klebow",N/A,German,"Austria, Germany",N/A,N/A,11,tt7549456,N/A
Psycho II,2017,TV-14,16 min,"Comedy, Family, Fantasy",Allison Pregler,Allison Pregler,Allison Pregler,The Bates Motel is back open for business.,N/A,N/A,N/A,N/A,9,tt7549474,N/A
Firangi,2017,N/A,158 min,"Comedy, Drama","Rajiv Dhingra, Rizwan Mohammad","Rupinder Chahal, Rajesh Chawla, Rajiv Dhingra","Kapil Sharma, Ishita Dutta, Monica Gill","Manga, an unemployed young man from village Behrampur, was born with a healing gift through which he could cure anyone's backache. This unique ability of his helps him get the job of Orderly from British Officer Mark Daniels. During a visit to village Naku Guda for his friend Heera's wedding, Manga comes across Sargi and falls in love with her. Manga's parents visit Sargi's house with a marriage proposal but Lalaji, Sargi's grandfather, who is not happy with Manga working for the Britishers, refuses the proposal. Raja Inderveer Singh asks all the people of village Naku Guda to relocate to some other place as he intends to set up a Distillery there. Sensing an opportunity to impress Lalaji, Manga decides to help the villagers and complains about it to Officer Mark Daniels, unaware of the fact that his officer is in cahoots with Raja Inderveer Singh. An unsuspecting Manga is manipulated by Mark Daniels and Raja Inderveer Singh and ends up helping them deceive the villagers. Now the entire village holds Manga responsible for their difficult situation. Embarrassed at his naivety, Manga resolves to set things right and win back his lost dignity.",Hindi,India,1 nomination total,4.3,"1,359",tt7549484,N/A
Rafaela,2021,N/A,N/A,"Action, Drama",Tito Rodríguez,Cristian Mojica,"Edward Diaz, Hony Estrella, Lucas Marte","Young girl from the Dominican slums, parents drug addicts; she dreams about living somewhere else. She becomes the leader of a criminal gang; bullied for being a woman they consider transgender; Mario, a drug dealer, tries to force her to work for him. When he wins her confidence, leaves her pregnant and steals her loot, things change very quickly for Rafaela. Betrayed, she'll do whatever it takes to get more money, avoid the police and get away before her baby is born.",Spanish,Dominican Republic,8 wins,N/A,42,tt7549502,N/A
Fajront Republika,2008–2011,N/A,N/A,Talk-Show,N/A,N/A,"Igor Bugarski, Zoran Kesic, Aleksandar Todorovic","Hosted by Zoran Kesic, the program blended classic talk show elements such as show-business guests promoting their activity and musical performances with sketch comedy that included characters developed and played by Kesic.",Serbian,N/A,N/A,8.2,13,tt7549570,N/A
Staten Island: Part 1,2018,TV-MA,59 min,"Crime, Drama",Allen Coulter,"Ann Biderman, David Hollander, Karl Taro Greenfeld","Liev Schreiber, Eddie Marsan, Dash Mihok","Ray is pulled from the East River by a police officer and taken to Staten Island. He finds a chance at a new life there, until Sam Winslow comes calling.",English,United States,N/A,8.0,971,tt7549582,N/A
Nanny Wars,2017,TV-PG,20 min,Comedy,Victor Gonzalez,"Dana Klein, Mark Feuerstein, Talia Bernstein","Mark Feuerstein, David Walton, Liza Lapira","Eve and Josh vie for the attention of Wyatt's perfect new nanny, Sara (Megan Park), until Josh realizes she is better with babies than adults. Also, after Andrew gets Harry and Judy a new TV, they both remember why they prefer to watch in separate rooms.",English,N/A,N/A,N/A,70,tt7549584,N/A
TV MD,2017,TV-PG,21 min,Comedy,Jeff Greenstein,"Dana Klein (created by), Mark Feuerstein (created by), Austen Earl, Gracie Glassmeyer (executive story editor), Talia Bernstein (staff writer)","Mark Feuerstein, David Walton, Liza Lapira, Matt Murray","Harry and Judy shower Andrew with attention after he lands a local TV job as a medical correspondent, with help from Josh. This causes Eve to become frustrated over her in-laws' lack of boundaries, as they are always at her apartment.",English,N/A,N/A,6.0,57,tt7549594,N/A
