title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
The White Lace Dress,1989,N/A,110 min,Drama,Dan Pita,Dumitru Radu Popescu,"Claudiu Bleont, Andrei Finti, Diana Gheorghian",A tragic yet full of feeling story about an illness of a young woman wich is caught between a rivalry of two men: her children's natural father and her personal doctor.,Romanian,Romania,N/A,7.3,75,tt0136494,N/A
It Happened in Havana,1938,N/A,113 min,Comedy,Ramón Peón,"Ramón Pérez Díaz, Agustín Rodríguez","Luana Alcañiz, Alicia Rico, Juan Torena","A country girl working in the tobacco fields, is seduced by a city man and elopes with him to Havana. In the big city, she discovers that the man is a womanizer that has been playing with her feelings. Unable to go back to her family out of shame, she finds work singing in a night club. However, the man who dishonored her, has more evil intentions on the way.",Spanish,Cuba,N/A,6.6,15,tt0136496,N/A
A Romance of the Rail,1903,N/A,4 min,"Short, Comedy, Romance",Edwin S. Porter,Wendell P. Colton,Marie Murray,"An engaged couple, dressed in white, meet each other at a train station. When the train arrives, they get on board, and they enjoy the sights from the platform on the last car. The workers on the train are eager to help, and they make some special arrangements for the couple.","None, English",United States,N/A,4.7,393,tt0136497,N/A
Rose e pistole,1998,N/A,81 min,Drama,Carla Apuzzo,"Carla Apuzzo, Salvatore Piscicelli, Marco Vajani","Anna Ammirati, Duccio Giordano, Luigi Petrucci","Napoli, zona industriale di Bagnoli e dei Campi Flegrei. I due ventenni Rosa (ma non la sola Rosa, da cui il titolo) e Angelo decidono di fuggire insieme. Pappalardo, ex-marito della ragazza, non gradisce e mette alle costole dei due un killer di nome Bosnia (nonostante sia serbo). In questo clima, tutti vorrebbero andarsene, chi a Bali, chi a fare il malavitoso in Russia, chi solo con la fantasia. Nel frattempo, seguiamo i due giovani nella loro fuga, in una Napoli di disgregazione e sconfitta, fra linee telefoniche 'calde' e droga facile, omosessuali e violenza urbana, video porno e rapine quasi grottesche (due bande si contendono lo stesso colpo). Rosa è incinta e diventa voce narrante del film. La storia è divisa in capitoli (Far West metropolitano, Maniaci, Elogio della dieta vegetariana) e si rifà nemmeno tanto velatamente al primo Tarantino : asincrasia degli avvenimenti, senza una obbligata cronologia ; alcuni personaggi che diventano solo delle 'parentesi' (un ladro di appartamenti va a derubare un serial-killer; una ragazza accetta l'invito a cena di uno strano insegnante di matematica) ; narrazione in continuo flashback e così via. Ed il semi-lieto fine è quasi una contraddizione.",Italian,Italy,N/A,7.4,18,tt0136499,N/A
The Prize,1950,N/A,84 min,Comedy,Jean Boyer,"Marcel Pagnol, Guy de Maupassant","Bourvil, Jacqueline Pagnol, Mireille Perrey","Madame Husson and her circle of holier-than-thou ladies, including an old maid Mademoiselle Cadenat (Mrs. Padlock), are looking for a chaste and pure girl who will win a hefty sum.",French,France,N/A,6.0,95,tt0136500,N/A
"Rote Rosen, rote Lippen, roter Wein",1953,N/A,100 min,"Drama, Romance, War",Paul Martin,"Jacob Geis, Bobby E. Lüthge","Gardy Granass, John Van Dreelen, Rolf von Nauckhoff",1944: Kunsthändler Thormann hält vergeblich um die Hand seiner Sekretärin Nora an.,German,West Germany,N/A,4.2,30,tt0136501,N/A
O Sakaflias,1967,N/A,85 min,"Crime, Drama",Vasilis Kontaxis,Vasilis Kontaxis,"Sotiris Foundas, Dora Sitzani, Efi Oikonomou, Tilemanos Emanuel","1935. Giorgos Sakaflias has the reputation of the toughest man of Trikala. He loves the beautiful but poor Lenio, while the rich Nora wants him. Nakas, who wants Lenio his own, will blame ...",Greek,Greece,N/A,5.8,5,tt0136509,N/A
Samedi soir,1961,N/A,85 min,Drama,Yannick Andréi,"Yannick Andréi, Daniel Cauchy","Daniel Cauchy, Anne-Marie Bellini, Eric Le Hung",N/A,French,France,N/A,6.4,8,tt0136511,N/A
Sapila kai aristokratia,1967,N/A,95 min,"Drama, Musical, Romance",Kostas Karagiannis,"Stelios Kazantzidis (play), Yorgos Papakiriakis (screenplay)","Mariana Kourakou, Andreas Douzos, Despo Diamantidou, Despoina Stylianopoulou",N/A,Greek,Greece,N/A,2.7,7,tt0136514,N/A
Sarutul,1965,N/A,73 min,Drama,Lucian Bratu,Alecu Ivan-Ghilea,"Graziela Albini, Emanoil Petrut, Maria Cupcea",The dramas of families that carry in their souls the remnants of the Second World War.,Romanian,Romania,N/A,7.3,18,tt0136515,N/A
The Despot,1967,N/A,87 min,Comedy,Kostas Andritsos,Stefanos Fotiadis,"Dinos Iliopoulos, Stavros Xenidis, Xenia Kalogeropoulou","After two marriages, the despotic, old-fashioned, and above all, widowed jewellery store owner, Napoleon, decides to make an attempt and walk down the aisle for the last time. They say the third time is the charm, and with this in mind, Napoleon embarks on a mission to discover the perfect wife: a beautiful, and first and foremost, compliant young woman. Before long, lively and bright-eyed Varvara catches Napoleon's eye; however, there's something different about her. Could it be that charming Varvara is a remarkable Karate instructor?",Greek,Greece,N/A,4.6,23,tt0136516,N/A
Seven Days of Grace,2006,PG-13,88 min,"Comedy, Drama",Don E. FauntLeRoy,"Ria Coyne (original screenplay), Peter Evans (original screenplay), Robert Nashak (original screenplay), Lesley-Anne Down (screenplay)","Stephanie Beacham, Ria Coyne, Lesley-Anne Down, Peter Evans","Four women - a blonde, a hippie, a lesbian and a barmaid - are looking for love, money and success. When one inherits an Italian restaurant from her father, they see this as a chance to fulfil their dreams. Then the restaurant is in danger of closing down - and the girls pull out all the stops to save it.",English,USA,N/A,4.0,64,tt0136517,N/A
Seasons of the Heart,1993,G,99 min,"Drama, Family",T.C. Christensen,"Deborah Hofstedt, Lael J. Littke","Leigh Lombardi, Sam Hennings, Claude Akins","Martha and Jed Richards live in Oregon in 1862. They and their two daughters moved there to make a new life, but the daughters died of cholera along the way. This has left Martha an emotional wreck, and she is unable to move on with her life. That is until an orphan named Danny comes to live with them. Jed immediately accepts Danny as his son, but Martha is still too upset to be able to love him. As time passes, however, she finds herself more and more able to accept him as part of the family.",English,United States,2 wins total,6.4,251,tt0136523,N/A
Secretul cifrului,1960,N/A,80 min,Thriller,Lucian Bratu,"Dumitru Carabat, Teodor Constantin","Emanoil Petrut, Geo Maican, Mihai Mereuta","Another great role for Mihai Mereuta, he actually steals the movie. Which is not bad though, it is clearly engaged in the series of Romanian films of communistpropaganda. The character of Emanoil Petrut, who ""is a communist"", as another character says, it's emblematic. I'm convinced that this is not how the ""collaborations"" took place between the Romanian army and the Soviet armyduring the Second World War. Angela Chiuaru in probably her best role in a movie. In a small role Dem Radulescu.",Romanian,Romania,N/A,6.9,51,tt0136524,N/A
Bullets Don't Come Back,1967,N/A,116 min,"Action, Adventure, Drama",Nikos Foskolos,Nikos Foskolos,"Kostas Kazakos, Angelos Antonopoulos, Mema Stathopoulou","By a tragic twist of fate, Stathis Karatasos, a recently widowed young farmer, finds himself in the wrong place at the wrong time, and he is mistaken for the notorious leader of a ruthless gang of bandits. With the police hot on his trail after escaping death by the skin of his teeth, the innocent peasant becomes the target of the feared convict, Tsakos, who is risking life and limb to track down the desperate fugitive, and earn his freedom. However, he's not the only one who is after Stathis, as the remaining members of the murderous band of thieves, they, too, need to find him, hell-bent on learning the location of their late leader's hidden stash of loot. Now, one man is against an army of jackals, and his family is in harm's way. Can Stathis stay alive, and save his loved ones?",Greek,Greece,1 win,7.5,231,tt0136527,N/A
Get Up and Dance the Sirtaki,1967,N/A,85 min,"Musical, Comedy",Kostas Strantzalis,Nikos Tsiforos,"Kostas Hatzihristos, Vasilis Avlonitis, Sofi Zanninou","After a long streak of bad luck, Thimios, the lively countryman with a heart of gold, finally gets his lucky break. With his pockets crammed with cash after betting on the horse races, Thimios' life takes a turn for the better, unbeknownst to him, however, that his plotting compatriot, Lakis, his partner-in-crime, Tasos, and Zouzou, the beautiful singer who serves as bait, are hell-bent on rinsing him for every penny. But, Thimios is already in love with Lina, and he'll do everything in his power to win her heart; including thwarting her mother's plans to marry her off to the wealthy shoe-store owner, Prokopis. Can Thimios win this bet?",Greek,Greece,N/A,4.6,33,tt0136529,N/A
Silouettes,1967,N/A,82 min,Drama,Kostis Zois,Kostis Zois,"Perry Poravou, Nikiforos Naneris, Hristos Tsagas","A woman wanders around a deserted beach in a provincial town with her 10-year-old son. The following day, she has to leave her son with her ex-husband according to a court order.",Greek,Greece,3 wins total,5.8,25,tt0136531,N/A
The Skier's Guide to the Galaxy,1992,N/A,57 min,N/A,Greg Stump,N/A,N/A,N/A,English,United States,N/A,5.7,9,tt0136534,N/A
Webmaster,1998,R,102 min,"Thriller, Sci-Fi",Thomas Borch Nielsen,Thomas Borch Nielsen,"Lars Bom, Puk Scharbau, Jørgen Kiil","JB is the city's best attacker, who lives a carefully organized life in and outside the network. After hacking into the most powerful of all domains the Stoiser domain, JB thought that the cruel Stoiser would kill him. But instead he gave him a job - as a webmaster.",Danish,"Denmark, Sweden",4 wins & 2 nominations,4.8,"1,177",tt0136535,N/A
Smush,1993,N/A,8 min,Short,Jeff Vilencia,N/A,N/A,N/A,N/A,USA,N/A,6.3,30,tt0136536,N/A
Snow Child,1997,N/A,24 min,Short,Marc Marriott,Marc Marriott,"Sam Hennings, Alta Bastian, Kaye Kittrell",N/A,English,United States,1 win,8.6,8,tt0136537,N/A
So rächt sich die Sonne,1915,N/A,36 min,Short,William Wauer,Richard Oswald,"Hermann Vallentin, Leontine Kühnberg, Frida Richard",N/A,"None, German",Germany,N/A,6.3,20,tt0136539,N/A
"Sor Angelina, Virgen",1962,N/A,27 min,Short,Francisco Regueiro,Francisco Regueiro,"María Elena Flores, Concha Gómez Conde, Ángeles Nuevo",N/A,Spanish,Spain,N/A,6.1,10,tt0136544,N/A
South Pacific 1942,1981,N/A,86 min,"History, War",Paul Donovan,Paul Donovan,"Maher Boutros, Terry-David Després, Lynette Louise",Follows the crew of a Canadian submarine in World War Two and their fight against the Japanese Imperial Navy.,English,Canada,N/A,7.3,8,tt0136545,N/A
O spangorammenos,1967,N/A,87 min,Comedy,Kostas Karagiannis,"Hristos Giannakopoulos, Alekos Sakellarios","Labros Konstadaras, Jenny Roussea, Andreas Barkoulis","A reckless decision and a wild night out at the town's clubs will ruin the orderly life of the stingy penny-pincher, Labros Skoudris, when his partner and suave philanderer, Yorgos Filaktos, tricks him into stepping out of his comfort zone. Drunk, burdened with debt and an embarrassing secret, Labros will soon meet his match in the shape of an unknown relative, who, above all, knows his shenanigans and is bent on teaching him a lesson. Will Labros learn a thing or two about life and money?",Greek,Greece,N/A,5.8,263,tt0136546,N/A
Spielereien einer Kaiserin,1930,N/A,N/A,Drama,Vladimir Strizhevsky,"Max Dauthendey, Michel Linsky, Vladimir Strizhevsky","Lil Dagover, Peter Voß, Dimitri Smirnoff",N/A,None,Germany,N/A,N/A,N/A,tt0136547,N/A
Strong Hearts in the Storm,1937,N/A,75 min,N/A,Herbert Maisch,"Lotte Neumann, Walter Wassermann","Maria Cebotari, Gustav Diessl, Anni Andreae",N/A,German,Germany,N/A,N/A,N/A,tt0136548,N/A
Unter den tausend Laternen,1952,N/A,94 min,Crime,Erich Engel,"Erich Engel, Robert Gilbert, Robert A. Stemmle","Michel Auclair, Gisela Trowe, Hanna Rucker","A nifty little whodunit, this film introduced the very popular and powerful melancholic waltz hit ""Unter den Tausend Laterne"" (Under thousand lanterns) by Michael Jary, which gave the film its unofficial title - the actual name in the opening credits is ""Die Stimme des Anderen"" (The voice of Another). This picture captures the mood of ""European film noir"" most perfectly, the cast is good and the dialog plausible. The plot: a young primadonna at a musical comedy stumbles upon murder - or is it murder? - and soon has to choose whether to blame the man she loves or to take the blame herself. Definitely worth a watch as moody yet slow moving crime story with some good music and singing. Fortunately no comedy involved to spoil the feeling of constant sadness and depression.",German,"West Germany, France",1 nomination,6.3,38,tt0136549,N/A
O striglos pou egine arnaki,1968,N/A,80 min,Comedy,Alekos Sakellarios,"Hristos Giannakopoulos, Alekos Sakellarios","Labros Konstadaras, Maro Kodou, Pavlos Liaros","Widowed and with three grown-up sons, the stern Director of the Naval Academy, Leonidas Petrochilos, has his hands full organising the house and the domestic obligations. Exhausted and fed up with his sons' reluctance to lend a hand, the desperate bachelor hires the young and beautiful, Mary Hatzithoma, as a live-in housekeeper, to put an end once and for all in the absolute chaos that reigns in his home. But, what is Mary's ulterior motive? Does her arrival have something to do with Leonidas' hesitation to marry again?",Greek,Greece,N/A,6.8,"1,222",tt0136551,N/A
Der Tag des Malers,1997,N/A,84 min,Drama,Werner Nekes,Werner Nekes,"Kristin Dressler, Heide Jansen, Maria Masciulli","The painter gazes at his female model, or how voyeurism is transformed into culture. An erotic adventure film where the theme is the viewer himself.",German,Germany,N/A,5.7,28,tt0136554,N/A
Rehearsals for War,1998,N/A,113 min,Drama,Mario Martone,Mario Martone,"Andrea Renzi, Iaia Forte, Maurizio Bizzi","A group of actors meet with little money in a unofficial theatre in Naples' Spanish Boroughs. Director's plan is to travel to Sarajevo, still under siege, to stage a classic Eschilus' play about civil war in Tebe. While they rehearse in the theatre cast members come and go and another kind of war goes on every day in nearby streets of old Naples.","Italian, Neapolitan, English",Italy,2 wins & 9 nominations,6.8,174,tt0136556,N/A
"Thaimí, la hija del pescador",1960,N/A,97 min,Drama,Juan Orol,"Caridad Bravo Adams, Juan Orol","María Esquivel, Armando Calvo, Rubén Rojo","Thaimí, a beautiful and talented fisherman's daughter, becomes a celebrated night club singer as she is torn by the love of two men who happen to be brothers.",Spanish,"Mexico, Cuba",N/A,5.0,6,tt0136558,N/A
The Blue Beads from Greece,1967,N/A,94 min,"Comedy, Musical",Giannis Dalianidis,Giannis Dalianidis,"Zoi Laskari, Kostas Voutsas, Martha Karagianni","While at the ancient Odeon of Herodes Atticus, Kostas Pitouras, a young pedlar of shoddy souvenirs, stumbles upon Jim, a wealthy Greek-American expatriate, who plans to open a cosy boîte in Plaka, Athens. Of course, this is an unexpectedly marvellous golden opportunity for profit, and before long, Kostas enlists the help of the talented bouzouki player, Fotis Tsipouras, determined to become the area's most-visited tourist attraction. But, in the meantime, in another small nightclub just across the street, Mary, the fresh and modern lead singer of the all-girl yé-yé band ""Crazy Girls"", nurtures the same ambitions. Now, in the once-peaceful neighbourhood, two diverse worlds will inevitably collide. Nevertheless, isn't love always above all?",Greek,Greece,N/A,6.3,747,tt0136559,N/A
They Never Come Back,1932,Passed,64 min,"Action, Crime, Drama",Fred C. Newmeyer,"Arthur Hoerl, Sherman L. Lowe","Regis Toomey, Dorothy Sebastian, Edward Woods","Prizefighter Jimmy Nolan, facing an opportunity to get a championship fight, is knocked out when he sustains what is apparently a permanent injury to his arm. From there, Nolan's path leads downhill. He is drawn into a romance with a nightclub entertainer, then is framed on a theft charge by a jealous suitor. After his prison term, Nolan makes a spectacular comeback in a fight which proves his courage and integrity, while disproving the fallacy about the old sports adage that ""they never come back.""",English,United States,N/A,5.2,98,tt0136560,N/A
Three Shake-a-Leg Steps to Heaven,1993,N/A,90 min,N/A,Andy Bausch,N/A,"Udo Kier, Désirée Nosbusch, Richy Müller",N/A,"Luxembourgish, German","Germany, Belgium, Luxembourg",N/A,3.5,33,tt0136561,N/A
Through a Lens Brightly: Mark Turbyfill,1967,N/A,15 min,Short,Gregory J. Markopoulos,N/A,Mark Turbyfill,N/A,English,United States,N/A,7.9,11,tt0136562,N/A
Ti ki an gennithika ftohos,1967,N/A,83 min,"Drama, Romance",Giorgos Petridis,Nestoras Matsas,"Orestis Makris, Thanasis Mylonas, Haritini Karolou","Madly in love with Andreas--a talented pianist, and her industrialist boss' only son--the poor daughter of a once-famous musician, Annoula, sees her world turn upside down when she gets fired. Likewise, Andreas, too, finds himself without a job and a place to live, as his cruel father is bent on teaching him a lesson, regardless of the cost. However, the two ardent lovers are determined to succeed, whether the inconsiderate parent likes it or not. Will he realise his grave mistake?",Greek,Greece,N/A,N/A,18,tt0136563,N/A
Time Waits for Snowman,1985,N/A,60 min,N/A,Greg Stump,N/A,N/A,"Whitness the birth of the extreme sports movement to be realized through the history of Gregg Stump movies... and this is the Genesis. Beyond capturing the essence of the exotic and eccentric sub culture of the ski bum; these finely tuned athletes and sports entertainers went on to be future Olympians and mythological ski characters much more intriguing than the NBA or NFL could ever offer (read: not spoiled millionaires). Now if Gregg Stump happens to meet Christopher Guest... that would be historic. The lines of reality and fantasy are blurred beyond the makers, skiers,or viewers initial perception. The characters in the movie are interesting enough to make ""Survivor"" watchable and the locations are sublime. If you use movies as a course of cheap travel... this is worth the trip. In fact: Makes you realize you have truly misspent your life.",English,"United States, Canada",N/A,8.6,7,tt0136566,N/A
"Torerillos, 61",1962,N/A,15 min,"Documentary, Short",Basilio Martín Patino,Basilio Martín Patino,Fernando Rey,Short documentary about the bullfighter aspirants.,Spanish,Spain,N/A,7.6,8,tt0136570,N/A
The Train of Separation,1967,N/A,105 min,"Drama, Romance",Filippos Fylaktos,Theodoros Tempos,"Mema Stathopoulou, Andreas Douzos, Nasos Kedrakas","Vaso, a troubled young woman, is forced to leave her village, and her mother's abusive boyfriend, to seek refuge in faceless Athens. Eager to wipe the slate clean and bury the past, principled and honest Vaso manages to land a job at a factory, and even find solace in a new friend from work. One day, for fun, Vaso and her colleague decide to write a letter to Stathis, an expatriate whom they have never seen before, and as one thing leads to another, a passionate affair between Vaso and Stathis begins. However, jealousy is a disease, and Vaso's friend, green with envy, concocts a sinister plan to destroy the young lovers' happiness. Will this betrayal mark the end of a great romance?",Greek,Greece,N/A,N/A,9,tt0136574,N/A
The Song of Separation,1940,N/A,75 min,"Drama, Musical, Romance",Filopoimin Finos,Dimitris Bogris,"Labros Konstadaras, Linda Miranda, Alekos Livaditis","Searching for peace of mind, the Athenian faded actress and theatre diva, Miranda Lambridou, arrives in the peaceful island of Hydra. But, there, a chance encounter with Konstadis--a humble local fisherman with a melodious singing voice--will lead to a fervent whirlwind romance behind the back of his faithful girlfriend, Zoitsa. Before long, with the aid of his new lover, Konstadis will find himself in the faceless capital to study music and make a name for himself as a tenor; however, fate has other plans in store for him. Now, Konstadis has to make a hard life decision. Can he renounce fame and glory for the sake of love?",Greek,Greece,N/A,6.7,39,tt0136575,N/A
Trotín Troteras,1962,N/A,17 min,"Comedy, Short",Antonio Mercero,Antonio Mercero,"Sergio Mendizábal, Emiliano Redondo, Manuel Galiana",N/A,Spanish,Spain,N/A,7.4,10,tt0136576,N/A
Trouba '67,1967,N/A,90 min,"Drama, Thriller",Grigoris Grigoriou,Panos Kontellis,"Giorgos Foundas, Kaiti Theohari, Betty Arvaniti","Infatuated with Rita, the alluring and statuesque cabaret diva of the notorious ""Golden Mermaid"" nightclub, day in and day out, the cryptic handsome stranger, Argiris, visits the club to hear her sing. Having eyes only for him, Rita allows herself to believe that the suave man in the impeccable suit is the one who can take her away from the dangerous world she calls her ""home"", unbeknownst to her, however, that Argiris, too, is harbouring an unexpected secret. But, before long, Spiros, the unscrupulous owner of the seedy nightspot frequented by cut-throats, streetwalkers, and plain-clothes detectives, sends Rita off to keep a wealthy client company, while in the meantime, the success of a lucrative job is at stake. Now, as dirty money changes hands, love stands in the way, and the guns have the final say. Is there an escape from Trouba, the dark sanctuary of the desperate and lonely souls?",Greek,Greece,N/A,4.9,47,tt0136577,N/A
Der Tunnel,1915,N/A,97 min,"Drama, Sci-Fi",William Wauer,"Bernhard Kellermann, William Wauer","Friedrich Kayßler, Rose Veldtkirch, Hermann Vallentin","Max Allan, a visionary engineer persuades investors to fund building an undersea railway connecting France to the United States. But there are powerful forces who wants to stop his futuristic dream.",None,Germany,N/A,6.0,43,tt0136578,N/A
Tutti i frutti,1990,N/A,N/A,Adult,Mario Bianchi,N/A,"Walter Carrera, Jon Dough, Ron Jeremy",N/A,Italian,Italy,N/A,5.6,111,tt0136579,N/A
Der Täter ist unter uns,1944,N/A,88 min,N/A,Herbert B. Fredersdorf,"Karl Anton, Felix von Eckardt","Paul Dahlke, Margot Hielscher, Gabriele Reismüller",N/A,German,Germany,N/A,5.5,15,tt0136581,N/A
L'ultima scena,1988,N/A,106 min,Comedy,Nino Russo,Nino Russo,"Marina Suma, Vittorio Caprioli, Aldo Giuffrè","La sera della prova generale di una modesta compagnia teatrale, Antonio, capocomico e primo attore, è assillato da una preoccupazione, insieme ad una speranza: il più noto fra i critici verrà ad ascoltare gli attori (sta facendo uno studio sulle antiche forme teatrali) ed un suo giudizio positivo sulla stampa potrebbe lanciare lo spettacolo ed evitare che il teatro venga destinato ad altri usi. Durante la prova, arriva in sala Peppino Patito, dipendente del Comune di Acerra : appassionato di teatro vuole far accettare un proprio lavoro alla compagnia di Antonio. Ne nasce un grosso equivoco: Antonio è convinto di parlare con il critico e lo accoglie con deferenza e l'altro, all'oscuro di tutto, comincia a parlargli non solo di teatro, ma delle proprie qualità come autore. Al termine della prova, tutti finiscono in pizzeria e a tavola si scopre che Patito non è il famoso critico. Ma sarà proprio lui a convincere l'assessore, affinché il teatro non diventi la sede di una emittente televisiva, restando invece il ""luogo deputato"" per spettacoli forse semplici, ma genuini.",Italian,Italy,N/A,5.1,11,tt0136582,N/A
Umirat ne strashno,1991,N/A,102 min,"Drama, History",Lev Kulidzhanov,Natalya Fokina,"Olga Kabo, Mikhail Gluzskiy, Yury Belyayev",N/A,Russian,Soviet Union,1 nomination,7.0,47,tt0136583,N/A
Und finden dereinst wir uns wieder,1947,N/A,92 min,Drama,Hans Müller,"Hertha von Gebhardt, Ernst Hasselbach","Paul Dahlke, Helmut Heyne, Kurt Langanke",N/A,German,Germany,N/A,7.7,16,tt0136584,N/A
"Go with God, Gringo",1966,N/A,79 min,"Drama, Western",Edoardo Mulargia,"Edoardo Mulargia, Vincenzo Musolino","Glenn Saxson, Lucretia Love, Aldo Berti","Cris brothers kill Gringo's brother and frame him and his friend for murder. While in prison the bandits, that are the real killers, escape and take Carmen, as a hostage. Many adventures follow while Gringo proves his innocence and frees Carmen.",Italian,"Italy, Spain",N/A,5.9,54,tt0136595,N/A
Viata în roz,1969,N/A,N/A,Short,Dan Pita,N/A,N/A,"The same starting point for 2 young men, but is there a finish line?",Romanian,Romania,N/A,8.0,12,tt0136602,N/A
The Loves of Colette,1948,N/A,96 min,Drama,Jean Faurez,"Henri Jeanson, René Wheeler","François Périer, Colette Richard, Louis Salou","""La Vie En Rose"" ,in spite of its title ,has nothing to do with Edith Piaf.Released the same year as ""The secret life of Walter Mitty"" ,it may be considered its French counterpart,but not nearly as good.Actually it was probably inspired by previous experiments of very underrated Albert Valentin: a story told by two different characters ,one after the other;first the would be womanizer (a supervisor in a secondary school),then one of the students.The trick was already used in Valentin's ""La Vie De Plaisir"" ,with superior results.Main interest lies in the actors' performances,Louis Salou and François Périer.Nothing extraordinary in Jeanson's lines,but the diary is a good idea.Like this?try these......""Le Petit Chose"" Maurice Cloche,1938""Les Belles De Nuit"" René Clair,1952.",French,France,1 win,7.3,61,tt0136603,N/A
La virgen de la Caridad,1930,N/A,72 min,"Drama, Romance",Ramón Peón,"Enrique Agüero Hidalgo, Ramón Peón","Miguel Santos, Diana Marde, Matilde Mauri","Young man who had lost his father falls in love with the local Chieftain's daughter, who opposes the romance. Only a miracle can save the couple's love affair and Our Lady of Charity intervenes in the name of justice.","None, Spanish, English",Cuba,N/A,6.3,68,tt0136604,N/A
Viva Rena,1967,N/A,82 min,"Comedy, Musical",Kostas Karagiannis,"Giorgos Katsabis, Lakis Mihailidis","Rena Vlahopoulou, Labros Konstadaras, Nikos Rizos","In contrast to her successful cousin who lives in Rome--the popular performer, Pepita di Corfu--the little-known Corfiote singer, Rena Papaliou, has settled for a lacklustre life away from the show business along with her brother, Stratos. The only thing the two cousins have in common is a striking physical resemblance--a vital attribute that will soon come in handy when an unforeseen complication refrains Pepita from attending the glamorous reception of the affluent ship owner, Labros Fokas. Now, Rena becomes Pepita to keep the show going; however, won't anyone unmask the well-meaning impostor?","Greek, Italian",Greece,N/A,5.3,373,tt0136605,N/A
A Voz da Felicidade,1987,N/A,10 min,Short,Nelson Nadotti,N/A,"Gustavo Brum, Isabel Ribeiro, Paulo Santos","A TV host presents a sketch called ""The Voice of Happiness"", where he dials a random number and asks the weirdest possible questions. On the other side of the line the voice who answers him is of a lonely housewife, who tries to e...",Portuguese,Brazil,N/A,N/A,5,tt0136609,N/A
Walls of Freedom,1996,N/A,87 min,N/A,Scott Gaffney,N/A,"Robb Gaffney, Kent Krietler, Shane McConkey, Jim Moran",N/A,English,USA,N/A,7.4,5,tt0136610,N/A
"If it Don't Fit, Use a Bigger Hammer",1997,N/A,15 min,"Comedy, Short","Peter Thorwarth, Tim Trageser",Peter Thorwarth,"Peter Thorwarth, Diether Krebs, Willi Thomczyk",An illegal Polish worker on a building site falls from the scaffolding in the Ruhr region. Everyone wants to hush up the accident except the well-educated trainee.,German,Germany,1 win & 1 nomination,7.1,245,tt0136612,N/A
When I Am King,1982,N/A,81 min,"Adventure, Drama, Family",Wanda Appleton,"Peter Appleton, Wanda Appleton","Stuart Whitman, Paul L. Smith, Aldo Ray","_When I Am King_ juxtaposes the story of Joringel and Jorinda with a new story played by the same actors ten years later. In the children's story, Joringel tries to save Jorinda from a witch and ogre, while Jorinda is transformed into a bird. The young adult's story, which takes up a larger portion of the film (though it switches back and forth), features Jorge, a stable boy working for a kind smithy, rescuing Jorinda, a travelling dancer, from Sir Blackstone Hardtack, a cruel lord who enslaves people in violation of the law.",English,"United States, Canada, United Kingdom",N/A,5.4,21,tt0136614,N/A
Wilhelm Tell,1960,N/A,100 min,"Adventure, Drama, Family","Michel Dickoff, Karl Hartl","Michel Dickoff, Max Frisch, Karl Hartl","Robert Freitag, Alfred Schlageter, Heinz Woester","A 1960 Swiss adventure film directed by Michel Dickoff and Karl Hartl and starring Robert Freitag, Wolfgang Rottsieper and Alfred Schlageter. It is based on the traditional folk story of William Tell. The film was entered into the...","German, Swiss German",Switzerland,1 nomination,6.6,88,tt0136617,N/A
Zagadka Endkhauza,1990,N/A,102 min,"Crime, Mystery",Vadim Derbenyov,"Agatha Christie, Vadim Derbenyov","Anatoliy Ravikovich, Virginija Kelmelyte, Dmitri Krylov","First time I watched this movie was more than 20 years ago. I had a chance to watch it again and decided to write a review.USSR adaptations are known to be very faithful to the original work. This is no different.While the movie wasn't too bad, I felt it lacked in several ways. Except for Mr. Poirot and Ms Buckley, the rest of the characters were boring. I felt like they were just there to say the words and lacked any point (as we all know, the supporting cast is there to raise doubt and create confusion in regard to the motives). Each of her friends was there to create a motive, but it was not explored in depth. While I had doubts about each, there was nothing to help leading me down the wrong path. Unless you are a fan of Agatha Christie's work, this is not a movie for you.",Russian,Soviet Union,1 win total,6.1,88,tt0136618,N/A
Zakat,1990,N/A,88 min,Drama,Aleksandr Zeldovich,"Isaak Babel, Pavel Finn","Ramaz Chkhikvadze, Viktor Gvozditsky, Zinovi Korogodsky","Mendel Krik, is the owner of a small transport company. He lives with his two sons and his sister and no longer follows the precepts of his religion for a long time. Her dream is to leave everything and live with her young mistress.",Russian,Soviet Union,1 nomination,5.7,31,tt0136619,N/A
Zakir and His Friends,1998,N/A,90 min,"Documentary, Music",Lutz Leonhardt,Lutz Leonhardt,Zakir Hussain,N/A,"French, English, Japanese","Switzerland, Germany",1 win & 1 nomination.,7.3,7,tt0136620,N/A
Die Zeit mit dir,1948,N/A,100 min,Drama,Georg Hurdalek,"Georg Hurdalek, Maria von der Osten-Sacken","Eva Ingeborg Scholz, Heinz Klingenberg, Peter Bürger",N/A,German,Germany,N/A,N/A,N/A,tt0136623,N/A
