title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Tape 5: NEWS,2021,N/A,24 min,"Animation, Comedy","Ben Jones, Dave McCary","Kyle Mooney, Ben Jones, Dave McCary","Kyle Mooney, Chris Redd, Fred Armisen","An episode of ""Primeline"" profiles rising star Skip and tracks a startling disappearance. The ""Pro Bros"" live in the shadows of their famous brothers.",N/A,N/A,N/A,N/A,28,tt16234684,N/A
Tape 6: MOVIE,2021,N/A,20 min,"Animation, Comedy","Ben Jones, Dave McCary","Kyle Mooney, Ben Jones, Dave McCary","Kyle Mooney, Grey Griffin, Emma Stone",Treybor pays a humiliating visit to the set of Skip's new film. The Pro Bros mount a rescue mission. A disappearance becomes a homicide investigation.,N/A,N/A,N/A,N/A,37,tt16234686,N/A
Tape 7: DANGER,2021,N/A,20 min,"Animation, Comedy","Ben Jones, Dave McCary","Kyle Mooney, Ben Jones, Dave McCary","Scott Gairdner, Pamela Adlon, Eric Bauza","The stars of the Saturday-morning lineup join the president and pop star Nuance to address a serious social issue: the disrespectful phrase, ""Shut up!""",N/A,N/A,N/A,N/A,34,tt16234688,N/A
Tape 8: LIVE!,2021,N/A,19 min,"Animation, Comedy","Ben Jones, Dave McCary","Kyle Mooney, Ben Jones, Dave McCary","Scott Gairdner, Kyle Mooney, Grey Griffin","The live premiere of ""Skip and the Strongimals"" is interrupted by dysfunctional family dynamics and the pending results of a TV star's murder trial.",N/A,N/A,N/A,N/A,23,tt16234690,N/A
Cold Blows the Wind,2018,TV-14,4 min,"Short, Comedy, Horror",Taylor J. Irizarry,Man e Kerr,"Sabri Irizarry, Man e Kerr",A young woman visits the grave of her once husband and feels a spiritual connection to him.,English,United States,N/A,N/A,7,tt16234732,N/A
The Sim Racer,2022,N/A,N/A,"Comedy, Drama",Brock Drury,Brock Drury,"Roman Jacob Boylen, Bradley Shane Harrelson, Chris Wolfe",Luke Wallace finds out he will lose his home unless he comes up with $9600 in 30 days. He enters a sim race that pays $20000 to try to save his home. Will he win the race and save his house or will he lose everything?,English,United States,N/A,4.4,90,tt16234750,N/A
Heroes,2022,TV-MA,45 min,"Biography, Drama",Erica Watson,"Liz Heldens, Elizabeth Meriwether, Wei-Ning Yu","Alanna Phillips, Amanda Seyfried, Naveen Andrews","Under intense scrutiny from the Wall Street Journal, Elizabeth and Sunny double down on defense. Tyler and Erika face a difficult choice.",English,United States,N/A,8.1,893,tt16234786,N/A
Luminescence,2020,TV-14,9 min,"Short, Horror, Mystery",Garren Fain,Garren Fain,"Ethan Irizarry, Sabri Irizarry, Aslan Irizarry",A witch is on the hunt for bloodlines.,English,United States,N/A,N/A,7,tt16234792,N/A
Lizzy,2022,TV-MA,52 min,"Biography, Drama",Erica Watson,"Elizabeth Meriwether, Sofya Levitsky-Weitz, Wei-Ning Yu","Amanda Seyfried, Naveen Andrews, Anne Archer","In the wake of the Wall Street Journal article, Elizabeth and Sunny face a reckoning.",English,United States,N/A,N/A,864,tt16234794,N/A
Episode #10.5,2021,N/A,N/A,"Comedy, Reality-TV",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,tt16234812,N/A
Oldboy's Apples,2020,N/A,7 min,"Short, Fantasy",Brad Hock,"Ri Crawford, Sami Graf, Arne Hain",N/A,"Beyond the hedge, beneath the well, ancient spirits sing their song to reawaken the mystery of the hidden apple.",None,United States,1 win & 1 nomination,N/A,11,tt16234834,N/A
Servir et protéger,2021,N/A,N/A,"Drama, Sci-Fi",N/A,"Jean-François Asselin, Jacques Drolet","Patrick Abellard, Anne-Élisabeth Bossé, Pierre-Luc Brillant",N/A,N/A,N/A,N/A,N/A,N/A,tt16234878,N/A
Boy Loses Dad,2024,TV-MA,57 min,"Crime, Drama, Mystery",Jocelyn Moorhouse,"John Collee, Trent Dalton","Simon Baker, Sophie Wilde, Bryan Brown","Caitlyn continues investigating Lyle's disappearance. Accompanied by police, the school's guidance counselor checks on the boys.",English,Australia,N/A,N/A,476,tt16234880,N/A
Boy Takes Flight,2024,TV-MA,57 min,"Crime, Drama, Mystery",Jocelyn Moorhouse,"John Collee, Trent Dalton","Simon Baker, Sophie Wilde, Bryan Brown",Eli asks for a big favor from Slim's old acquaintance and comes across a major clue about Lyle's disappearance.,English,Australia,N/A,N/A,428,tt16234886,N/A
Boy Seeks Work,2024,TV-MA,55 min,"Crime, Drama, Mystery",Kim Mordaunt,"John Collee, Trent Dalton","Simon Baker, Sophie Wilde, Bryan Brown","Eli and Gus show Frankie what they've planned for their future. Later, Eli attempts to get a job as a journalist at the local paper.",English,Australia,N/A,N/A,421,tt16234888,N/A
Da Ponte's Oratorio: A Concert for New York,2021,N/A,N/A,Music,Alex Bayer,N/A,N/A,"An Italian opera company re-stages an oratorio last performed in 1826. Organized by Mozart's librettist Lorenzo Da Ponte, the 1826 event changed America's cultural landscape with the introduction of Italian opera to New York City. Featuring work by the composers Haydn, Handel, Cimarosa and Zingarelli, performed by the Teatro Lirico di Cagliari.",English,United States,N/A,N/A,N/A,tt16234904,N/A
Lancashire and West Yorkshire,2021,N/A,N/A,"Documentary, History",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt16234910,N/A
Dayer El Buzz,2021,N/A,N/A,Comedy,N/A,N/A,"Mehdi Foulane, Maria Lalouaz, Abdelilah Rachid","A young man named Tariq who loves art, especially the profession of acting, and who seeks to do what he can to achieve his dream and enter the world of fame, collides with many difficulties in his life.",Arabic,Morocco,N/A,N/A,N/A,tt16234912,N/A
Episode #2.4,2021,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,"Isabella Francesca, Syrah Mian",The previous episode's dramatic vote-off sends shock-waves through the camp while a surprising new romance blossoms.,N/A,N/A,N/A,N/A,N/A,tt16234934,N/A
Next Stop Murder,2021,N/A,N/A,"Game-Show, Reality-TV",N/A,N/A,"Isabella Francesca, Syrah Mian",Only nine campers remain as a shocking twist leads to accusations getting personal. A demented see-saw game sees the campers become increasingly unbalanced.,N/A,N/A,N/A,N/A,7,tt16234936,N/A
Pink Clouds,2022,TV-MA,44 min,"Biography, Drama",Matt Spicer,"Allison Miller, Nancy Oliver, Gary Baum","Emmy Rossum, Hamish Linklater, Philip Ettinger","Lounge acts, funerals, lost years, pink escapes; the truth about the world's need for the truth about Angelyne.",English,United States,N/A,7.2,79,tt16234948,N/A
Blow'n Up,2021,N/A,20 min,"Short, Action, Comedy","Richie Chance, Tim Chonacas","Richie Chance, Tim Chonacas","Anton Bex, Breanna Bunevacz, Louis Carreon",Three best friends selling coke to the Hollywood elite on a night out that changes their lives forever.,English,United States,N/A,N/A,7,tt16234954,N/A
Season 14 Queen Ruveal,2021,TV-14,69 min,"Game-Show, Reality-TV",N/A,N/A,"Daya Betty, Bosco, Lady Camden","Meet all of the new queens competing for the crown on RuPaul's Drag Race Season 14 with reigning champion, Symone.",N/A,N/A,N/A,N/A,126,tt16234982,N/A
Russlands Millenniumskinder,2019,N/A,90 min,Documentary,Irene Langemann,Irene Langemann,"Gleb Astafyev, Egor Cheredeyev, Taya Cheredeyeva","The Putin era in Russian politics began on 31 December 1999, after Yeltsin's resignation and shortly before the millennium celebrations. In his first New Year's address, the new Head of State assured the Russian people that ""freedom of speech, freedom of conscience, freedom of the press and property rights, all the fundamental elements of a civilized society will be consistently protected by the State"". Today, these promises remain largely unfulfilled. The children born in this huge country on that day and at the turn of the millennium have now come of age. They have only ever known ex-KGB man Vladimir Putin at the pinnacle of power. What do the Putin generation think and feel? We meet Taya and Egor, Andrey, Kamilla and Polina. They could not have more opposing points of views - some are ardent Putin opponents, for others he is an idol. Some want to leave the country if nothing changes, others want to fight for change. From the perspective of these millennium children, torn between private dreams and political aspirations, a nuanced portrait of the 'Putin generation' emerges. This is a political film with spellbinding imagery.",Russian,Germany,N/A,N/A,6,tt16235010,N/A
Praize A Thon,2021,N/A,87 min,Comedy,Chad Micah Johnson,Chad Micah Johnson,"Chris Peso Right Bell, Rick Daniels, Misty Dixon","When the nation and Churches were shut down during the pandemic of 2020, Pastor Rick had to find a way to con people into ""tithing"". He figured out a way by having the Praize-A-Thon performed out of his house showing on TV and the internet.",English,United States,N/A,N/A,14,tt16235040,N/A
Once Upon a Time in Jamaligudda,2022,N/A,120 min,"Adventure, Drama",Kushal Gowda,Kushal Gowda,"Prakash Belawadi, Bhavana, Dhananjaya","Set in the 1990s, a protagonist lands in jail because of some scandal. Inside the prison He meets a man who was a dreaded criminal. Both seem to have a trick to escape from prison, and they escape as soon as they get a chance. Wha...",Kannada,India,N/A,5.3,124,tt16235046,N/A
Rifftrax: Super Mario Bros.,2014,TV-14,104 min,"Comedy, Sci-Fi",N/A,"Bill Corbett, Kevin Murphy, Michael J. Nelson","Bill Corbett, Kevin Murphy, Michael J. Nelson",N/A,English,United States,N/A,N/A,16,tt16235120,N/A
Govinda Govinda,2021,N/A,139 min,Comedy,Thilak,Dev Rangabhumi,"Bhavana, Kaddipudi Chandru, Vijay Chendoor","Govinda Govinda involves the lives of two crime gangs, college back-benchers, wannabe film-maker and an actress, whose lives get entangled in ways no one can imagine.",Kannada,India,N/A,6.7,"1,088",tt16235128,N/A
Il videogiocatore scemo,2017–,N/A,N/A,Comedy,N/A,N/A,"Nicola Palmieri, Mario Palladino, Michele Poggi",N/A,Italian,Italy,N/A,N/A,N/A,tt16235312,N/A
Space Wars: Quest for the Deepstar,2022,N/A,90 min,"Action, Adventure, Sci-Fi",Garo Setian,"Joe Knetter, Garo Setian","Michael Paré, Olivier Gruner, Sarah French","Life is an adventure for space scavengers Kip Corman and his daughter Taylor as they navigate their ship through a universe filled with monsters, aliens, and robots in order to reach the mythical Deepstar and collect the riches wi...",English,United States,18 wins total,4.3,"1,616",tt16235342,N/A
Chhota Bheem aur Krishna: Mayanagari,2011,N/A,66 min,"Animation, Action, Fantasy",Rajiv Chilaka,Rajiv Chilaka,Vatsal Dubey,"After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri.",Hindi,India,N/A,N/A,27,tt16235600,N/A
Goodbye Happiness,2021,N/A,107 min,"Comedy, Drama",Ken Scott,Ken Scott,"François Arnaud, Antoine Bertrand, Louis Morissette","Four brothers, opposite to each other, are in the Magdalen Islands to pay tribute to their deceased father where several problems arise.",French,Canada,4 nominations,6.2,283,tt16235682,N/A
Texi Driver,2010–2012,N/A,30 min,Drama,N/A,N/A,"Anna Stephan, Reymonde Amsallem, Yuval Segal","A group of friends, who grew up together in a small town are now in their 40s, trying to get through the trials and tribulations of life and struggle to keep the friendships during it.",Hebrew,Israel,N/A,8.4,23,tt1623574,N/A
Black Bauhinia,2020,N/A,76 min,Documentary,Malte Philipp Kaeding,"Hippo, Malte Philipp Kaeding","Edward Tin-Kei Leung, Ray Toi-Yeung Wong, Claudia Man-Ching Mo","Two young Hong Kong activists reflect on their resistance against China, are forced to decide between long-term imprisonment and refugee camps for a life in exile, while their movement inspires mass protests in the city they love.","Cantonese, English",N/A,N/A,N/A,8,tt16235812,N/A
Episode #1.1,2021,N/A,N/A,"Comedy, Drama, Romance",Sergey Chernikov,"Sergey Kinstler, Anton Kolbasov, Yuliya Kondratova","Ararat Keshchyan, Stanislav Yarushin, Aleksandr Martynov","10 years have passed. Friends are going to celebrate their wedding anniversaries at Anton's mansion, but it turns out that he has lost his fortune. Yana finds out that her son is playing a female role in the play, and decides to u...",N/A,N/A,N/A,N/A,N/A,tt16235962,N/A
Sarah - La ragazza di Avetrana,2021–,N/A,N/A,"Documentary, Crime",N/A,N/A,N/A,"Sarah was killed on August 26, 2010 in Avetrana, in the province of Taranto (Italy), when she was only fifteen years old. The judicial and media case aroused morbid interest, to the point that even the news of the discovery of the fifteen-year-old's body was broadcast live on TV.",Italian,Italy,N/A,N/A,36,tt16236000,N/A
Idol: The Coup,2021,N/A,N/A,"Drama, Music",N/A,N/A,"Seo Hoo Baek, Han So-eun, Kim Ji-in","A story about a failed idol group's last journey and their desperate attempts to prevent disbandment. Cotton Candy only needs a one time hit to save their group, but it's not as easy as it sounds. Everything is going wrong for Cotton Candy, but the members can't let go of their friendship and dreams.",Korean,South Korea,N/A,7.4,124,tt16236014,N/A
Will You Marry?,2021,N/A,87 min,Drama,Veronica Velasco,"Erwin Blanco, Aileen Alcampado, Veronica Velasco","K Brosas, Elisse Joson, Paul Lyderer","Honey (K Brosas) is a single mother of a not-so-perfect family, who also happens to find love in a Danish man named Fritz (Paul Lyderer) through an online dating site. She then gets invited by Fritz to visit his home in Copenhagen to meet and eventually propose to her, but her children, including Sweet (Elisse Joson) who joins in her trip, are reluctant on their mom's admirer as they try to get in the way of their romance to uncover his darkest secrets and convince her to call off their sudden engagement. These would then lead to heated misunderstandings among their family.","Tagalog, Filipino",Philippines,N/A,5.2,92,tt16236048,N/A
Episode #2.14,2021,N/A,N/A,"Comedy, Crime",Mike Starchak,"Eldar Dzhafarguliev, Nikita Evgan, Pavel Krivets","Mikhail Porechenkov, Katerina Shpitsa, Denis Buzin","It turns out that Polina is still formally married to her first husband. Vitya undertakes to correct this misunderstanding, but at a personal meeting with Polina's ex, new unexpected circumstances are revealed. Police officers led...",N/A,N/A,N/A,N/A,N/A,tt16236116,N/A
Episode #2.15,2021,N/A,N/A,"Comedy, Crime",Mike Starchak,"Eldar Dzhafarguliev, Nikita Evgan, Pavel Krivets","Mikhail Porechenkov, Ivan Okhlobystin, Katerina Shpitsa","Vitya and Polina are preparing for the wedding, but Polina begins to doubt her decision. Raisa finds archival documents that can put an end to Vitya's rights to the farm. The cops go fishing with a case full of dynamite.",N/A,N/A,N/A,N/A,6,tt16236208,N/A
4,2009,N/A,17 min,Short,Edouard Salier,"Donald Rumsfeld, Edouard Salier, Thomas Schmitt","Sarah Hilker, Vi Sapyyapy, Thomas Winter",Life is a four letter word.,English,France,N/A,7.5,20,tt1623629,N/A
A Place Without People,2010,N/A,55 min,Documentary,Andreas Apostolidis,Andreas Apostolidis,Dana Abed,N/A,"Greek, Swahili, Masai",Greece,N/A,7.0,15,tt1623630,N/A
Arvostetulla alueella,2010,N/A,55 min,Documentary,Lasse Naukkarinen,Lasse Naukkarinen,N/A,N/A,Finnish,Finland,N/A,4.8,8,tt1623631,N/A
Ashton Loves Jenna,2010,N/A,N/A,Adult,Laurent Sky,N/A,"Jenna Jameson, Ashton Moore, Carmen McCarthy, Lexi Belle",N/A,English,USA,N/A,5.9,18,tt1623632,N/A
Bro,2010,N/A,18 min,"Short, Drama",Chris Dundon-Smith,Chris Dundon-Smith,"Julie Andrews, Michael Davis, Ellie Paskell",Simon's brother Mark suffers from Fragile X Syndrome. Simon believes his failure to lead a normal adolescent life is solely down to his brothers disability.,English,United Kingdom,N/A,7.6,34,tt1623639,N/A
Limited Education,2019,N/A,N/A,"Comedy, Drama",N/A,N/A,"Chun-Him Lau, Ka-Ki Sham, Rik Yan-Fu Ching","Lo Man Tat is a short-term contract teacher in Ma Sau College who barely manages to keep his job after five years of dealing with under-achieving students to scrape a living, constantly being alienated by his colleagues and dressed-down by his superiors. Making matters worse for him is newly-appointed Principal Leung who has introduced a strict evaluation system in which contract teachers who underperform will face elimination. How will Mr Lo and his students rise up to the challenge?",Cantonese,Hong Kong,N/A,N/A,16,tt16236420,N/A
Colossi of Love,2010,N/A,56 min,Documentary,Nikos Mystriotis,Maria P. Koufopoulou,N/A,"After the turbulent years of the Greek Junta, Greece was seeking an identity, and one way to accomplish this task was to develop its tourism. As a result, a new type of male was born, the archetypal Greek Lover or ""Spear"" who used to target young female tourists with the intention of a passionate one-night stand. With this in mind, the ""Spears"" came mainly from the petite bourgeoisie class, they only knew some broken English and they shared a very specific dress code. During this vivid documentary, we will meet a handful of those intrepid ""Colossi of Love"", such as Bruno, a love-making machine, John, owner of the legendary disco ""Highway"", George, aka ""Cement"", and Takis, a hot DJ. They were the indefatigable hunters of love, and they were proud of their achievements.","Greek, English","Greece, Germany",1 win,7.7,34,tt1623643,N/A
Episode #2.16,2021,N/A,N/A,"Comedy, Crime",Mike Starchak,"Eldar Dzhafarguliev, Nikita Evgan, Pavel Krivets","Mikhail Porechenkov, Ivan Okhlobystin, Katerina Shpitsa","Raisa wants to take revenge on Albert for betrayal and intends to make an alliance with Vitya. There is only one problem: when she wakes up, she realizes that she is far from Polyarny. Albert is preparing to storm Vitya's farm wit...",N/A,N/A,N/A,N/A,N/A,tt16236442,N/A
Debbie Duz Dishes Again,2009,N/A,132 min,Adult,Jim Malibu,N/A,"Bree Olson, Riley Evans, Faye Reagan, Nicole Ray",N/A,English,USA,N/A,N/A,N/A,tt1623647,N/A
Tortured,2008,Not Rated,60 min,Horror,Jason Impey,N/A,"Alexander Bakshaev, Julie Gilmour, Justin Hayles, Rami Hilmi","Two notorious convicts, Quaid and Kurk, have escaped prison and are trying to flee the country. To ensure their safety they abduct an innocent attractive woman and use her as a hostage to protect themselves from the police. Quaid has hidden motives for the abduction and Kurk don't like what he sees, leading to a deadly game of cat-and-mouse full of jealously, deceit, lust and murder.",English,UK,N/A,5.2,80,tt1623649,N/A
Emma's Gifts,2003,N/A,48 min,Documentary,John Disher Jr.,N/A,N/A,"This is the story of Emma, an extraordinary little girl born with Down syndrome, her twin sister Abby and their parents Mitzi and Michael. They soon discover that Emma's differences are precious gifts that will take them on a journey few families ever experience. ""EMMA'S GIFTS"" is an inspiring film that shows that difference does not mean deficit.",English,USA,N/A,N/A,N/A,tt1623657,N/A
Active Member,2010,N/A,35 min,"Documentary, Short",Lefteris Fylaktos,Lefteris Fylaktos,Mihalis Mytakidis,N/A,"Greek, English",Greece,N/A,7.2,5,tt1623658,N/A
Redemption: For Robbing the Dead,2011,PG,105 min,Western,Thomas Russell,Thomas Russell,"John Freeman, Rance Howard, Robyn Adamson","For Robbing the Dead is a story of compassion - compassion toward those who may seem the least deserving of Christian love. It follows the story of Henry Heath, a law officer in 1862 Salt Lake City. Heath finds himself responsible for the well-being of a prisoner whom he despises - an impoverished French immigrant named Jean Baptiste who is convicted of robbing the graves of the recently deceased. Baptiste is exiled to Antelope Island in the Great Salt Lake. With no one willing to look after this man, Henry Heath becomes Baptiste's sole defense against the hostile isolation of Antelope Island and the contempt of an entire community. Through his somewhat reluctant service, Heath's heart softens and his own sorrows find relief.",English,United States,N/A,5.7,234,tt1623660,N/A
Ghalib,1961,N/A,N/A,Drama,Ataullah Hashmi,N/A,"Abdul Latif Baloch, Noorjahan, Agha Salim Raza, Sudhir",N/A,Urdu,Pakistan,N/A,N/A,N/A,tt1623662,N/A
Girlfriends 2,2010,N/A,N/A,Adult,Miles Long,N/A,"Brea Bennett, Melissa Jacobs, Lux Kassidy, Sunny Leone",Data I m submitting is true,English,USA,2 nominations.,7.7,18,tt1623664,N/A
Here and There,2009,N/A,15 min,Short,Roger Deutsch,Roger Deutsch,N/A,N/A,English,United States,N/A,N/A,N/A,tt1623668,N/A
Paper Promises,2006,N/A,90 min,Documentary,"Issu Huovinen, Leo Märkälä, Heta Partanen, Ilona Reiniharju, Eija Romppanen, Mika Suikkanen, Pentti Taipale",Heikki Ahola (dramaturge),N/A,N/A,Finnish,Finland,1 win.,N/A,N/A,tt1623673,N/A
Crayon Shinchan Super Dimension the Storm Called My Bride,2010,N/A,99 min,"Animation, Comedy",Akira Shigino,"Yoshito Usui, Michiko Yokote","Akiko Yajima, Miki Narahashi, Keiji Fujiwara","Shinchan Nohara sends a girl named Tamiko on a mission to bring his five-year-old self to that time period right before being captured. Reaching the past, she claims to be Shinchan's bride and takes him and his friends on a wild adventure to try to save the world to come.",Japanese,Japan,N/A,6.6,600,tt1623674,N/A
Cool Girls,2009,N/A,89 min,Action,Kei Nakata,Shunsuke Yamamoto,"Haruna Yabuki, Ayumi Uehara, Hitomi Aizawa",A man from North Korea brings in secret data into Tokyo. His purpose is to free his nation. The data is extremely dangerous for the Japanese government. A delicate matter needs a solution.,Japanese,Japan,N/A,5.4,9,tt1623675,N/A
Napoleon: Total War,2010,N/A,N/A,"History, War",Michael M. Simpson,Dion Lay,"Tom Adams, Paul Bandey, Charles Collingwood, Stephane Cornicard",N/A,"English, Spanish, German, French, Italian, Russian, Polish, Czech","USA, UK",1 nomination.,8.1,153,tt1623685,N/A
Rajdhanir Buke,1960,N/A,N/A,Musical,Ehtesham,N/A,"Subhash Dutta, Monjur Hossain, Golam Mustafa",N/A,Bengali,Bangladesh,N/A,N/A,8,tt1623696,N/A
Salgirah,1969,N/A,N/A,Drama,Qamar Zaidi,N/A,"Shamim Ara, Tariq Aziz, Waheed Murad, Nirala",N/A,Urdu,Pakistan,N/A,7.8,6,tt1623702,N/A
Scumrun III,2010,N/A,91 min,Documentary,Andrew Dymond,N/A,Emily Booth,"100 cars, 4 countries, 4 days and 2871 miles - That s the Scumrun! Even more madcap antics from the Scumrun rally! Emily Booth joins the rally for a second year as more than 100 teams traverse their way across Europe in vehicles bought for less than 500 quid. This year the teams travel through France aiming for Barcelona, Spain. The Scumrun route is a closely guarded secret until the morning of each new day. Many of the teams traveling in fancy dress ... and anything goes! Join the Ghostbusters, Mighty Worth, Gentlemen s Club and the legendary Holy Rollers as they party across Europe. No flash cars, hotels or champagne - just beer, campsites and scrap motors all in the name of charity.",English,UK,N/A,5.1,16,tt1623703,N/A
Taxidiara psyhi,2010,N/A,80 min,"Documentary, Music",Angeliki Aristomenopoulou,N/A,Giannis Angelakas,N/A,Greek,Greece,1 win,7.5,45,tt1623712,N/A
Teens Like It Big 6,2010,N/A,N/A,Adult,N/A,N/A,"Holly Foxx, Nicole Grey, Amia Miley, Scott Nails",N/A,English,Canada,N/A,N/A,N/A,tt1623713,N/A
The Brother Load 2,2010,N/A,N/A,Adult,Chris Streams,N/A,"Eva Angelina, Julia Ann, Nicole Gaucho, McKenzie Lee",N/A,English,USA,1 nomination.,9.8,16,tt1623714,N/A
The Other Side,2010,N/A,17 min,Sci-Fi,Amyn Kaderali,Amyn Kaderali,"Brady Smith, Abigail Mavity, Jake Short",A father and his two kids flee a ravaged nation in the hopes of a better life on the other side.,English,United States,N/A,7.2,19,tt1623716,N/A
Spanish Hollywood,2010,N/A,N/A,Documentary,"Pablo Bujosa, Ramon Colom","Pablo Bujosa, José Ignacio Cuenca (additional material)","Néstor Almendros, Pedro Almodóvar, Alejandro Amenábar, Inocencio Arias",N/A,"Spanish, English","Spain, Germany, France, Netherlands",N/A,6.3,10,tt1623717,N/A
Vaalitaisto,2006,N/A,50 min,Documentary,"Mikko Peltonen, Pasi Riiali","Mikko Peltonen, Pasi Riiali","Eetu Kirppu, Esko Rikkola",N/A,Finnish,Finland,1 nomination,7.1,13,tt1623723,N/A
Why Should the Devil Have All the Good Music?,2004,N/A,91 min,"Documentary, Music","Vickie Hunter, Heather Whinna",N/A,N/A,"A look at the growing influence of the Christian rock music scene, featuring concert footage and many interviews of band members.",English,United States,N/A,6.9,15,tt1623725,N/A
Five Star Existence,2011,N/A,90 min,"Documentary, Drama",Sonja Lindén,Sonja Lindén,"Jörgen Bladh, Dwari Deutsch, Outi Harkko","People and technology are becoming increasingly intertwined. With the accelerating pace of everyday life and our increasing virtual presence as individuals, the line between the real and the virtual self has begun to blur. In this personal and cinematic journey, the director observes the links between freedom and dependence in our time.","Finnish, English, Korean","Finland, Sweden",1 nomination,6.1,26,tt1623727,N/A
Mega Beasts,2009–,N/A,N/A,N/A,N/A,N/A,"Matt Lasky, Robert E. Kerr, Kenneth Lacovara","I watched the first three episodes of this ""documentary"" about titanis, mosasaur and spinosaur. There's little science and lots of fireworks, however not even the fireworks are that spectacular. Apparently they have interviewed some paleontologists but just kept the most exaggerated, flashy assertions.The other two parts of each episode are the CGI and the mechanic reconstructions. The CGI is poor for the year, very poor indeed. Movements are quite jerky many times, and they reuse the same scenes over and over again. The mechanic reconstruction of each episode is, according to the narrator, the very first time something like it has been done, and after three times of listening to that, you simply stop believing anything else they say.The narration also sells them as if they're the most spectacular thing ever done related to fossils, and it seems the paleontologists who were lucky to work in them had a great time, but they didn't impress me because of the selling point.Seen as a whole, the thing looks more like a commercial than a documentary. And I'm not buying it. A documentary should lay the facts, and the viewer could reach one or another conclusion, but this thing just tries to convince you that everything is the most extreme thing ever, and it doesn't hold up to expectations.In short: not awful, but not worth it either. Watch something else instead.",English,United States,N/A,6.6,22,tt1623732,N/A
Big Movie Premiere: This Is It,2009,N/A,30 min,Documentary,N/A,"Chitra Chand, Heather Konkoli",Patrick Stinson,"Live from the red carpet, a look at the celebrities in attendance &amp; all the behind the scenes work that went into Michael Jackson's concert film ""This is It.""",English,United States,N/A,7.0,17,tt1623736,N/A
The Cast of the Fresh Prince of Bel-Air: Where Are They Now,2010,N/A,60 min,Documentary,N/A,"Heather Konkoli, Ken McGilvray",N/A,A detailed look at the entire cast of 'The Fresh Prince of Bel-Air' to see what has become of them both on a personal &amp; professional level.,English,United States,N/A,7.6,10,tt1623737,N/A
The Devil Wears Nada,2009,TV-MA,77 min,"Comedy, Drama",Jim Wynorski,Jim Wynorski,"Christine Nguyen, Frankie Cullen, Beverly Lynne",Becca has a new position at Lacy Lady Magazine but she has a week to find and train a replacement for the difficult editor-in-chief Miss Julia Crimson while keeping the models in line for the photo-shoots her own special way.,English,United States,1 win & 1 nomination,5.9,100,tt1623738,N/A
Tough as Nails,2010–,N/A,30 min,Reality-TV,N/A,"Stumpo Cindy, Ed Lemos","Stumpo Cindy, Stumpo Samantha, Stumpo Joe","Cindy Stumpo is one of Boston's best luxury home builders. And even with the recession in full swing, she's as busy as ever. When her broker tells her the time is right to list her 90 Brookline property, Cindy and her team race against the clock to finish construction in time for a broker's Open House. But between managing her crew, dealing with her ex-husband, and training her daughter to one day take over the business, Cindy has got her work cut out for her.",English,United States,N/A,6.4,29,tt1623739,N/A
Cinema Verite,2011,TV-14,86 min,Drama,"Shari Springer Berman, Robert Pulcini",David Seltzer,"Diane Lane, Tim Robbins, James Gandolfini",A behind-the-scenes look at the making of the first American family to be the subjects of a reality TV show.,English,United States,Won 1 Primetime Emmy. 7 wins & 34 nominations total,6.5,"4,118",tt1623742,N/A
Little Birds,2011,R,94 min,Drama,Elgin James,Elgin James,"Juno Temple, Kay Panabaker, Leslie Mann",Lily and Alison face a life-changing event after they leave their Salton Sea home and follow the boys they meet back to Los Angeles.,English,United States,2 wins & 2 nominations,6.1,"5,313",tt1623745,41
Husk meg i morgen,2010,N/A,19 min,"Short, Drama",Aasne Vaa Greibrokk,Aasne Vaa Greibrokk,"Thea Borring Lande, Katrine Heggedal, Eivind Seljeseth",Short of breath describes a meeting between two people both lost in their own ways.,Norwegian,Norway,1 nomination,4.2,20,tt1623749,N/A
I väntan på examinering,2010,N/A,13 min,"Short, Drama",Elisabet Gustafsson,Elisabet Gustafsson,"Marie Ahl, Oldoz Javidi, Michael Jonsson","Two young people are forced together in a room as they await some sort of examination. Despite their differences, they share a common desire to refuse adapting themselves to a strongly conformist society.",Swedish,Sweden,N/A,4.9,25,tt1623750,N/A
Kolysanka,2010,N/A,95 min,"Comedy, Horror",Juliusz Machulski,"Adam Dobrzycki, Juliusz Machulski","Robert Wieckiewicz, Malgorzata Buczkowska, Janusz Chabior","Black comedy. A weird family named Makarewicz moves into a house recently abandoned by owner, set in idyllic but isolated Masurian village. Very soon a number of local residents and a few visitors mysteriously disappear. Nobody suspects that their new neighbors are a perfectly camouflaged vampire family...","Polish, German",Poland,1 win & 1 nomination,5.9,"1,452",tt1623753,N/A
