title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
How to Get Laid at the End of the World,1999,N/A,N/A,Comedy,Lori Fontanes,Lori Fontanes,"Sydney Bennett, Tracy J. Connor, Michael Bryan French","John, a flaky but basically decent young man, hits his head during an earthquake and wakes up convinced he's the new John the Baptist. Elizabeth, a beautiful young nurse who lives in his apartment building in Venice Beach helps him find the true meaning in this bizarre message. They convince themselves they're supposed to save the world in 24 hours - or at least most of the Westside. Zack, John's skeptical roommate and rival for Elizabeth's attentions, thinks that either John is nuts or he's just using his supposed ""Prophet Power"" as a line to meet women. A whacked out chase ensues as each member of this hapless love triangle examines their hearts: Do they really believe what they're pretending or do they just want to get, er, lucky at the end of the world?",English,United States,N/A,7.9,18,tt0138500,N/A
How to Make the Cruelest Month,1998,N/A,99 min,Comedy,Kip Koenig,Kip Koenig,"Clea DuVall, JD Souther, Mary Kay Place","Bright, neurotic Bell sets two goals for New Year: to quit smoking, and to fall in love. As the first task turns out to be too difficult, she puts all her energy into the second.",English,United States,1 win & 1 nomination,6.8,84,tt0138501,N/A
Hurrah,1998,N/A,95 min,Drama,Frank Shields,John Wolstenholme,"Tushka Bergen, Marton Csokas","Ever since the horrific death of his fiancee, Raoul has turned his back on life. He lives in total isolation at the decrepit, derisively named homestead, Hurrah. Grief eats away at him relentlessly, just as the sun tortures the desolate land. And then a high-heeled apparition appears from the endless haze of the horizon. Julia. Who is she? What are her secrets? As passion ignites and love begins to heal, mysteries unravel to reveal the heart of this enigmatic love story.",English,Australia,N/A,6.5,48,tt0138503,N/A
Hvezda pada vzhuru,1975,N/A,136 min,Musical,Ladislav Rychman,"Václav Nývlt, Ladislav Rychman, Jirí Staidl","Karel Gott, Jitka Molavcová, Josef Somr","A young woman heavily injured in a car accident is dying in Strakonice's maternal hospital. Her new born son is given by three Fates a faithful girlfriend and a talent for singing as a compensation for his life without parents. After years Jirka Svanda (Karel Gott) makes his living as a decorator, he dates a loving Dorotka (Jitka Molavcová), but he sings only in the local wine bar U Dudáka. The Fates give him a worn out embroidered tail-coat for good luck. A photographer from a fashion magazine Kalenda (Jirí Sovák) invites Svanda who told him about his desire to sing professionally to Prague. Still before leaving Svanda substitutes a non-operating equipment and he sings for guests at a unique fivefold wedding which is covered by TV. Then he goes to Kalenda but first he is taken care of a by a cheater and a shark Vocílka (Josef Somr), who imposes himself on the naive Svanda as a manager.",Czech,Czechoslovakia,N/A,3.6,41,tt0138504,N/A
I Can Jump Puddles,1981,N/A,60 min,Drama,N/A,N/A,"Lewis Fitz-Gerald, Tony Barry, Julie Hamilton","We follow the life of Alan Marshall who was struck down by Polio as a child and it shows how he overcame the crippling effects of the disease. It traces his life from childhood into early adulthood. Based upon his trilogy of autobiographical books ""I can Jump Puddles"", ""This is the Grass"" and ""In Mine Own Heart"".",English,Australia,1 win,8.4,67,tt0138505,N/A
I Have Killed,1924,N/A,90 min,"Drama, Crime",Roger Lion,"Frances Guihan, Roger Lion","Sessue Hayakawa, Huguette Duflos, Max Maxudian","Hideo, an antiques dealer in Tokyo, is accused of killing his best friend. In a dramatic court-room hearing, the truth will be revealed.","None, French",France,N/A,6.7,13,tt0138507,N/A
I Was a Zombie for the F.B.I.,1982,N/A,105 min,"Comedy, Sci-Fi",Marius Penczner,Marius Penczner,"Larry Raspberry, John Gillick, James Raspberry",A pair of criminal brothers survive an airplane crash and discover a plot by aliens from outer space to conquer Earth by turning human beings in zombies. The FBI gets involved and wants the brothers to infiltrate the alien force.,English,United States,N/A,4.5,197,tt0138508,N/A
Idle Hands,1999,R,92 min,"Comedy, Fantasy, Horror",Rodman Flender,"Terri Hughes Burton, Ron Milbauer","Devon Sawa, Seth Green, Elden Henson","Seventeen year old slacker Anton Tobias wakes up one Halloween morning to discover that both of his parents have been turned into two headless Halloween decorations. After speaking to his equally irresponsible friends, Mick and Pnub, he discovers that his right hand has a blood-thirsty mind of its own and is hell-bent on wreaking havoc whether he likes it or not.",English,United States,4 nominations total,6.3,"49,023",tt0138510,31
If... Dog... Rabbit,1999,R,108 min,"Crime, Drama, Thriller",Matthew Modine,Matthew Modine,"Matthew Modine, David Keith, John Hurt","Johnnie Cooper (Matthew Modine) served time for an armed robbery, in which his father and brother also participated. When he's released from jail, he's determined to live a normal life, and gets work at a gas station. But soon his brother pays a visit.","English, Spanish",United States,N/A,5.4,624,tt0138511,N/A
Igra Kolo,1995,N/A,N/A,Short,Martijn Hullegie,Martijn Hullegie,"Floyd Richards, Ivana Cerovecki, Bill Rex",N/A,N/A,Netherlands,N/A,7.4,9,tt0138512,N/A
Inauguração na Estrela - Lisboa,1897,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,N/A,N/A,Portugal,N/A,5.6,5,tt0138516,N/A
Independent's Day,1998,N/A,54 min,Documentary,Marina Zenovich,Marina Zenovich,"Brian Flemming, Dan Mirvish, Peter Baxter",N/A,English,United States,N/A,6.1,155,tt0138517,N/A
Indiáni z Vetrova,1979,N/A,83 min,"Comedy, Family",Július Matula,Markéta Zinnerová,"Michal Dymek, Jirí Strnad, Josef Somr","In the frontier village Vetrov boys from the children's home called Indians lead a bitter ""war"" with the local Símáks. Before a battle the Indians have a meeting in the sandpit with a smoke signaling. The smoke brings to the sandpit a frontier guard Tomás with a police dog Ranek. The children learn from Tomás that Rank served out and that it shall be destroyed. The nine-year old Fanda writes a letter to the ""minister of the frontier guards"" in which he asks to let Ranek live. To save Ranek's life he also visits the local frontier guard commander. In the end it is decided that children from the children's home may keep Ranek.",Czech,Czechoslovakia,N/A,6.1,55,tt0138518,N/A
Indiscretions,1991,N/A,N/A,Adult,Anthony Spinelli,N/A,"Buck Adams, Tony Brooks, Joey Murphy, Johnny Page",N/A,English,USA,N/A,N/A,N/A,tt0138519,N/A
The Initiate,1998,Not Rated,111 min,"Drama, Mystery, Thriller",Chad Etchison,Chad Etchison,"Kenny Alfonso, David Baerwalde, Matthew Brady","-EROTIC THRILLER (2001) Murder, a drug deal gone bad, a treacherous love triangle, and a secret occult society. These are clues that Jack Collins - deputy sheriff, must piece together in order to solve the puzzle of his best friend's murder.",English,United States,N/A,4.7,61,tt0138520,N/A
L'inspecteur aime la bagarre,1957,N/A,103 min,Crime,Jean Devaivre,"Pierre Apestéguy, Jean Devaivre, Gabriel Germain","Nicole Courcel, Paul Meurisse, Louis Velle","Jean Devaivre made some estimable entertaining works,already mentioned by the precedent user ; let's be nice ,and let's pass over in silence his ""Caroline Chéries "" (the sequels,the latter interesting,because of Brigitte Bardot's presence) and ""le roi des resquilleurs "".It's useful,when you are in dire straits and blackmailed to make you steal pivotal plans for the national defence , to have a twin brother who is a superintendent ,closer to James Bond than to Commissaire Maigret ; the plot is muddled and confused ,but it does not matter when you deal with an action-packed movie,including a car-chase by night from the Champs Elysées to la Place De la Concorde,by night ,and a boat chase on the Seine where you can spot l'Île saint-Louis and Notre -Dame.Paul Meurisse is true to form, but he takes a back seat to essentially stage actor Louis Velle,who successfully created two different characters with his twins; and to servant Jean Tissier , who enjoys eavesdropping and to Roland Toutain , often cast as an aviator (see also ""Rouletabille aviateur"" and Renoir's masterpiece "" la règle du jeu"" ). Nicole Courcel provides the obligatory love interest.",French,France,N/A,6.2,27,tt0138521,N/A
Interlúdio,1983,N/A,8 min,Short,"Giba Assis Brasil, Carlos Gerbase","Giba Assis Brasil, Carlos Gerbase","Júlio Conte, Marta Biavaschi, Marília Mosmann",N/A,Portuguese,Brazil,N/A,5.5,15,tt0138522,N/A
Intolerable Cruelty,2003,PG-13,100 min,"Comedy, Crime, Romance","Joel Coen, Ethan Coen","Robert Ramsey, Matthew Stone, John Romano","George Clooney, Catherine Zeta-Jones, Billy Bob Thornton","Miles Massey, a prominent Los Angeles divorce attorney has everything--and in some cases, two of everything. Despite his impressive client list, a formidable win record, the respect of his peers and an ironclad contract (the Massey pre-nup) named after him, he's reached a crossroads in his life. Sated on success, boredom has set in and he's looking for new challenges. All that changes when Miles meets his match in the devastating Marylin Rexroth. Marylin is the soon-to-be ex-wife of his client Rex Rexroth, a wealthy real estate developer and habitual philanderer. With the help of hard charging private investigator Gus Petch, she has Rex nailed and is looking forward to the financial independence a successful divorce will bring. But thanks to Miles' considerable skills, she ends up with nothing. Not to be outdone, Marylin schemes to get even and as part of her plan, quickly marries oil tycoon Howard Doyle. Miles and his unflappable associate, Wrigley, unwittingly dig themselves in deeper and deeper as they go head-to-head with Marylin. Underhanded tactics, deceptions and an undeniable attraction escalate as Marylin and Miles square off in this classic battle of the sexes.","English, French",United States,3 nominations total,6.3,"104,684",tt0138524,71
Inverno,1983,N/A,88 min,N/A,Carlos Gerbase,"Carlos Gerbase, Nelson Nadotti","Werner Schünemann, Luciene Adami, Marta Biavaschi","At the age of 24, our hero lives alone, is a trained journalist but works in a real estate business. He identifies himself with the shady city where he lives, with his flat full of discs and books, with the films that he watches. But he has little in common with his girlfriend, his friends, his parents, his co-workers. This situation cannot last long, and he will be forced to give an answer, after twelve days of cold weather in Porto Alegre, Brazil.",Portuguese,Brazil,N/A,7.5,17,tt0138525,N/A
The Island,1998,N/A,95 min,"Comedy, Romance",Cyrus Nowrasteh,"Cyrus Nowrasteh, James Trivers","Michael Murphy, Sally Kirkland, Kai Lennox",The story about a young man who washes up on a deserted island and discovers that John F. Kennedy and Marilyn Monroe are alive and well and living in exile.,English,United States,N/A,5.1,38,tt0138526,N/A
Jack Brown Genius,1996,PG-13,85 min,"Comedy, Fantasy, Sci-Fi",Tony Hiles,"Tony Hiles, Peter Jackson, Fran Walsh","Timothy Balme, Nicola Murphy, Marton Csokas","A thousand years ago, in England, the crazy monk Elmer wears a pair of wings and tries to fly from a high tower. He dies, and his soul is doomed to the eternity in hell for committing suicide. In the present days, in New Zeland, Elmer has the last chance to prove that men can fly and save his soul: his spirit enters in the brain of a very intelligent inventor, Jack Brown, and forces him to try to fly. Jack uses his last creation, an amplifier in a tape record, to succeed in the journey, but his invention is strongly desired by his former boss and his lover, who want to sell it to a Chinese investor. Jack's girlfriend helps him to accomplish his intent.",English,New Zealand,3 wins & 1 nomination,5.1,267,tt0138529,N/A
Guo jong,1999,N/A,102 min,N/A,Yi-Wen Chen,Yi-Wen Chen,"Hui-Hui Chiang, Shu-Yuan Hsu, Ming-chun Kao",N/A,N/A,Taiwan,1 win & 1 nomination,6.6,32,tt0138530,N/A
Kick,1999,N/A,92 min,Drama,Lynda Heys,Stuart Beattie,"Russell Page, Rebecca Yates, Martin Henderson","A champion high school rugby player has a secret desire to be a ballet dancer, having spent 11 years in ballet school. Seizing an opportunity to audition for a local company's presentation of ""Romeo and Juliet"", he nonetheless fears what will happen to his reputation if the other kids in his school find out. Adding the practices to his already burgeoning schedule quickly starts to create problems with his friends, his teachers, his coach, his play director, and his ballet partner. Of course, it all comes together on the stage of the Sydney Opera House.",English,Australia,1 nomination,5.5,288,tt0138531,N/A
One of Them Is the Murderer,1971,N/A,92 min,"Crime, Drama",Dusan Klein,"J. Podlesny, Václav Sasek, Ludek Stanek","Jirí Adamíra, Bohumil Smída, Ilja Prachar","Marek (Jirí Holý), formerly a driver of a long-distance lorry, has served his term for smuggling art works abroad and is released from jail. Years ago, he sacrificed himself and confessed his guilt on behalf of his companions - the drivers Krása, Jelínek, Hess and Novák from the Ministry of Culture who gave them tips. Marek finds Hess and tells him that now he expects the gang to compensate him for the wasted years of his life. Hess pulls a gun on him but Marek unexpectedly disarms him and shoots him dead. He confesses his act to the other companions and, through blackmail, manages to receive from them a regular rent.",Czech,Czechoslovakia,N/A,6.3,26,tt0138532,N/A
Jogos Malabares em Lourenço Marques,1897,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,N/A,None,Portugal,N/A,N/A,N/A,tt0138533,N/A
John,1998,TV-G,21 min,Short,Marni Banack,"Kelly Rose Molloy, Jerry Nachman, J.B. Sugar","Victor Raider-Wexler, Garth McLean, Gregg Marc Miller",A men's room attendant is in jeopardy of losing his job when the restaurant owner's son takes over.,English,N/A,7 wins,6.8,30,tt0138534,N/A
Johnny B Good,1998,R,110 min,Drama,Richard Brooks,Gwendolyn J. Lester,"Richard Brooks, Richard Gant, Vonetta McGee","In an effort to impress the girl he loves, a small-time hustler uncovers political corruption.",English,United States,N/A,5.8,29,tt0138535,N/A
Man of the Century,1999,R,77 min,"Comedy, Romance",Adam Abraham,"Adam Abraham, Gibson Frazier","Gibson Frazier, Cara Buono, Ian Edwards","Johnny Twennies, a newspaper columnist in present-day New York, is a jauntily cheerful, very friendly, totally honest and upstanding young man who happens to be completely oblivious to any technological or social changes in the past 70 years. He routinely uses telegrams, a manual typewriter, and a manual toaster, and to the pleasure and despair of his girlfriend conducts his personal life in correspondingly anachronistic style. One day he's threatened by criminals who want to plant a false news story. But they've never met anyone like him before...","English, Mandarin, Italian",United States,5 wins & 1 nomination,7.0,"1,269",tt0138537,44
Josephina Ruiz,1898,N/A,N/A,Short,N/A,N/A,N/A,N/A,None,Portugal,N/A,3.4,17,tt0138538,N/A
Le jour de gloire,1976,N/A,94 min,"Comedy, War",Jacques Besnard,"Richard Balducci, Jacques Besnard, Alphonse Boudard","Jean Lefebvre, Pierre Tornade, Darry Cowl","The small French village of Saint-Laurent sees the end of the war coming with satisfaction, although it suffered very little. The inhabitants are all busy preparing a welcome party for American liberators, when the intrusion of a German column throws a chill. The children inadvertently commit a series of attacks which make the soldiery lose her temper completely. The culprit must denounce himself, failing which hostages will be executed. The whole village begs Grégoire, the only foreigner - a Parisian. - to take the blame on him. Grégoire is not enthusiastic, at first sight, but a skillful negotiation, carried out on the one hand with the German officer, on the other hand with his fellow citizens, persuades him that he could have much to gain in the business.","French, German, English","France, West Germany",N/A,5.3,239,tt0138539,N/A
Judas Kiss,1998,R,98 min,"Crime, Drama, Thriller",Sebastian Gutierrez,"Sebastian Gutierrez, Deanna Fuller","Alan Rickman, Emma Thompson, Carla Gugino","A woman and her lover, who have made a living by running sex scams at hotels, decide to enter the big time by kidnapping a computer company owner and demanding four million dollar ransom. The two hire a tech wizard and a muscle man, who amuses himself by playing Russian roulette. Things go awry during the kidnapping when a neighbor is killed, who turns out to be the wife of a powerful Senator. As things develop, it turns out that the murder may not have been as accidental as it originally appeared. Slowly, things unveil to not to be everything that was originally thought.",English,United States,1 win & 1 nomination total,6.1,"4,337",tt0138541,N/A
The Juggler of Notre Dame,1982,N/A,50 min,Drama,Michael Ray Rhodes,"Lan O'Kun, Richard Fielder, Anatole France","Sherilyn Wolter, Henry Proach, James T. Callahan","A modernized, Americanized version of the story of the juggler who performs before the statue of the Virgin Mary.",English,United States,1 win,6.9,123,tt0138542,N/A
The Juniper Tree,1990,Not Rated,78 min,"Drama, Fantasy",Nietzchka Keene,"Jacob Grimm, Wilhelm Grimm, Nietzchka Keene","Björk, Bryndis Petra Bragadóttir, Valdimar Örn Flygenring","Margit and her older sister, Katla, flee their homeland in Iceland after their mother is killed for practicing witchcraft. Needing a place to stay, Katla casts a spell over a young farmer named Jóhann which makes him fall in love with her, ensuring the wellbeing of herself and Margit. Jóhann's son, Jóhas, sees through Katla's plan and pleads for his father to make her go away. To help Jóhas in his struggle, Margit's mother appears to Margit in visions and provides a magic amulet of protection for the boy. Will Jóhas be able to rid his family of Katla or will she continue to control them with her witchcraft?",English,Iceland,1 nomination,6.8,"2,685",tt0138545,86
Junk,1999,N/A,N/A,N/A,Ted Schillinger,N/A,"Simon Callow, Alyce LaTourelle, Mike Shapiro",N/A,English,"USA, Canada",N/A,5.0,8,tt0138546,N/A
Justice,1998,N/A,N/A,N/A,Ron Elliott,Robert Roget,"Marcus Graham, Kerry Armstrong, Simon Westaway",An alcoholic is overcoming his addiction while trying to prove his innocence for a crime he didn't commit; the murder of a police officer.,English,Australia,N/A,6.2,24,tt0138548,N/A
Kadétszerelem,1942,N/A,96 min,Comedy,Frigyes Bán,"Frigyes Bán, István Békeffy","Valéria Hidvéghy, Margit Zsilley, Margit Árpád",N/A,Hungarian,Hungary,N/A,4.4,5,tt0138549,N/A
Kam doskáce ranní ptáce,1987,N/A,85 min,"Comedy, Family, Sci-Fi",Drahomíra Králová,"Milos Cajthaml, Vladimír Klapka","Pavel Divis, Lubos Divis, Lenka Termerová","Twelve year old Pavel's (Pavel Divis) mother (Lenka Termerova) is a scientist who is working on a project that turns matter into exact copies of nearby animals. Since Pavel is a technology whiz he would like to perform experiments on the matter, but his mother will not allow it. One day at school Pavel is confronted by the school's three older bullies (Martin Wimmer, Jiri Sandera, Jiri Petr). He skips the rest of the school day and sneaks into the laboratory where his mother works in order to steal some of the matter. He experiments on the matter but only manages to disrupt the electricity in his apartment building. Hearing his mother come home from work, Pavel splits the matter in two and hides half of it in his bed. That night a storm occurs and he wakes up the next morning with a copy of himself (Lubos Divis) in his bed. Later, he goes to a beach with some school mates and takes the other half of the matter with him. While there, another storm turns the second half of the matter into a second copy (also Lubos Divis). Pavel takes the second copy home to meet the first copy. At first, the two copies do not get along, but eventually the three Pavels begin to work together to clean the apartment, cook dinner, help their injured neighbor (Blazena Holisova) and later fight the three bullies.",Czech,Czechoslovakia,N/A,6.6,86,tt0138550,N/A
"Kdo se boji, utika",1987,N/A,94 min,N/A,Dusan Klein,N/A,"Pavel Kríz, Petr Cepek, Anna Kazmierczak",N/A,Czech,Czechoslovakia,N/A,7.0,17,tt0138551,N/A
Kihlaus,1922,N/A,50 min,"Comedy, Drama",Teuvo Puro,"Aleksis Kivi, Teuvo Puro","Iisakki Lattu, Martti Tuukka, Annie Mörk",N/A,None,Finland,N/A,5.0,7,tt0138553,N/A
Lost Valley,1998,N/A,96 min,"Adventure, Thriller",Dale G. Bradley,Dale G. Bradley,"Tamati Patuwai, Jeff Bollow, Brock Davis","When Mary-Ann Compton and Sandy Franzetti from Los Angeles fulfill their childhood dream of a journey through New Zealand's countryside in a motor home, it turns into a nightmare. Not only do their teenage daughters, computer-geek Kerry and fastidious Jaretha, not get along at all, they also get lost in the bush and are suddenly attacked and hunted for by two poachers. So the four women will have to learn to team up and fight back the evil forces.",English,United States,N/A,4.0,41,tt0138557,N/A
Konec básníku v Cechách,1993,N/A,115 min,"Comedy, Romance",Dusan Klein,"Dusan Klein, Ladislav Pechácek","Pavel Kríz, David Matásek, Tereza Brodská","The fourth part of Dusan Klein's comedy cycle, following its hero Stepán Safránek (Pavel Kríz) from his senior year in high school through medical school and his first year of medical practice to his post-Velvet Revolution experiences with the dawning era of the businessman. This ironic young man finds it difficult to make a start but eventually gains strength from his relationship with a determined female pharmacist (Tereza Brodská).",Czech,Czech Republic,N/A,5.7,311,tt0138558,N/A
Kontakt!,1956,N/A,97 min,"Documentary, Drama, War",Nils R. Müller,"Odd Grythe, Oluf Reed Olsen, Jørn Ording","Oluf Reed Olsen, Hjelm Basberg, Ottomar Elligers","This is about the illegal radio station, AKY and the men that operated it in Norway, based in Kristiansand and Oslo, that helped carry the fight to the Nazis in the bleakest days of WW2.","Norwegian, German, English",Norway,N/A,6.8,54,tt0138559,N/A
Korkein voitto,1929,N/A,89 min,"Drama, Romance, Thriller",Carl von Haartman,Carl von Haartman,"Carl von Haartman, Kerstin Nylander, Aku Korhonen","The Baron Henrik von Hagen is an idle Finn bourgeois ( as you can see, decadent people are all over the world? ); after eleven years, he meets again an old acquaintance ,Madame Vasilevna, a foreigner who during her youthful days was a ballet dancer while Herr Baron was her faithful cavalier. Once they are reunited again in Helsinki, Herr Baron discovers that Madame Vasilevna earns her living with a new hobby: she likes very much painting frozen Finn landscapes but especially the ones around military bases.""Korkein Voitto"" ( The Highest Triumph ) was directed by Herr Carl von Haartman in the silent year of 1929 and it was the first film directed by this peculiar Finnish director, although previously Herr Haartman had a very interesting life and career.During his youthful days, Herr Haartman had a military career and he participated in the Finnish civil war of 1918. During the mid 20's he went to Hollywood where he collaborated or played with very important directors of the time, namely Herr William Wellman with whom Herr Haartman, a military expert, supervised every flying sequence of ""Wings"" (1927) and Herr Erich von Stroheim's ""The Wedding March"" (1928) wherein Haartman played what is supposed to be a German officer, a role that was his speciality during his acting days in Hollywood (though he was often un-credited).With such important film background experience, Herr Haartman was selected by the most important Finland film studio, ""Suomi-Filmi"" to direct ""Korkein Voitto"" and certainly the Hollywood experience can be appreciated in the impeccable and excellent film direction. The art direction and cinematography demonstrate an appreciation for film classicism, a high finish film made by a Finnish director, ja wohl!.Herr Haartman has a fluid film narrative ( travelling, air scenes ) constructing a story of romance and political schemes in which stereotypes are used proportionally and in a light way ( an idle Baron, a mysterious woman, a suspicious Jew, an expensive taxi driver? ) adding action and a slight sense of humour, achieving finally a very interesting although uneven film.The main characters of the picture, Herr Baron und Madame Vasilevna, played by Herr Haartman himself und Frau Kerstin Nylander, go all over Finland, combining in this way urban scenes together with others of the wild and frozen Finnish landscapes (there's even some seal hunting, a peculiar pastime for Finns). The dramatic intensity of this story of hidden intrigues works well, even though the characters are rather clichéd. Everything is done ""Hollywood style"" but well adapted to the Finnish setting and circumstances. And now, if you'll allow me, I must temporarily take my leave because this German Count must go Teutonic seal hunting.",None,Finland,N/A,5.9,76,tt0138560,N/A
Private Gold 7: Kruger Park,1996,X,N/A,Adult,Pierre Woodman,N/A,"Mónika Balla, Gabriella Blicq, Blondie, Cecile","A group of Frechmen and women spend some days in Kruger Park, the famous South African wildlife resort. They go on safaris and sunbathe by the pool when they don't have sex.",N/A,Sweden,N/A,7.0,18,tt0138561,N/A
Kumbha Mela,1989,N/A,18 min,"Documentary, Short",Michelangelo Antonioni,N/A,Michelangelo Antonioni,An assembly of footage Antonioni shot of the 1977 Hindu pilgrimage to the Ganges.,N/A,India,N/A,6.6,98,tt0138562,N/A
Kurt & Courtney,1998,R,95 min,"Documentary, Biography, Crime",Nick Broomfield,N/A,"Courtney Love, Nick Broomfield, Kurt Cobain","After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people: Cobain's aunt who provides home movies and recordings, the estranged father of Cobain's widow Courtney Love, an L.A. private investigator who worked for Love, a nanny for Kurt and Courtney's child, friends and lovers of both, and others. Although Love won't talk to him and his inquiries lose him financial backing, he comes to believe the coroner's verdict. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",English,United Kingdom,1 win & 2 nominations total,6.1,"7,396",tt0138563,N/A
The Secret Spring,1923,Passed,180 min,"Romance, War",Léonce Perret,"Pierre Benoît, Léonce Perret, René Champigny","Karl Heyl, Huguette Duflos, Henry Houry","Grand Duchess Aurora if forced into an unhappy marriage with Grand Duke Rudolph. Rudolph prepares to leave for the Congo but he is murdered by his brother. Aurora goes to Paris be with her father and enters the gay revelries there until she hears of her husband's death. She returns to the Kingdom, where she meets a tutor who falls in love with her. Together they discover her brother-in-law's treachery, and she helps her lover escape from his vengeance. War is declared and the tutor loses his life at Verdun. Aurora goes to France and places a wreath at the Tomb of the Unknown Soldier with the thought the tombs may be his.","None, French",France,N/A,7.1,23,tt0138564,N/A
Crimson Dynasty,1935,N/A,96 min,"Drama, History",Maurice Tourneur,"André-Paul Antoine, Pierre Benoît, René Champigny","Pierre Fresnay, Elissa Landi, John Lodge","Vignerte, a preceptor at the court of a German principality, falls in love with Princess Aurore, whose first husband died under mysterious circumstances. Vignerte suspects the deceased's brother to be responsible for the death.","English, French","United Kingdom, France",N/A,6.0,73,tt0138565,N/A
O Lançamento ao Tejo do Cruzador 'Rainha D. Amélia',1899,N/A,N/A,Documentary,N/A,N/A,N/A,N/A,None,Portugal,N/A,N/A,N/A,tt0138568,N/A
The Legend of Dolemite,1994,TV-14,75 min,"Comedy, Documentary",Foster V. Corder,"Duane LaDage, Rudy Ray Moore, S. Leigh Savidge","Eddie Griffin, Ice-T, Jerry Jones","Blaxploitation legend Rudy Ray Moore tells all in a retrospective of his illustrious career as the original ""Godfather of Rap"".",English,United States,N/A,6.1,88,tt0138570,N/A
Lethal Woman,1991,N/A,N/A,Adult,Jack Stephen,N/A,"Buck Adams, Carrie Bittner, Peter North, Taylor Wayne",N/A,English,USA,N/A,5.5,8,tt0138571,N/A
La liberté surveillée,1958,N/A,93 min,"Drama, Romance","Henri Aisner, Vladimír Vlcek","Colette Audry, Marie Epstein, Josef Picek","Robert Hossein, Marina Vlady, René Lefèvre","Jean-Paul is a Frenchman who yearns to live in communist Czechoslovakia. His wish is granted when, mistaken as a masseur of a French boating team, he manages to elude the democratic authorities long enough to scamper over the Czech border.",French,"France, Czechoslovakia",N/A,5.6,24,tt0138572,N/A
Liebe,1927,N/A,N/A,N/A,Paul Czinner,"Honoré de Balzac, Paul Czinner","Elisabeth Bergner, Ágnes Eszterházy, Elza Temary","Glum adaptation of the Balzac ""La duchesse de Langeais"" where the titled lady determines to humiliate the officer who she feels has snubbed her, by seducing him in front of witnesses, complicated by passion.",None,Germany,N/A,6.1,14,tt0138573,N/A
The Life of Harry Dare,1995,N/A,90 min,Comedy,Aleksi Vellis,"John Alsop, Gerald Thompson","John Moore, Nicholas Hope, Tommy Lewis","Harry Dare (John Moore) is a shambolic Adelaide private investigator. He's still not certain why he's in the business; perhaps to understand his father's disappearance, 20 years earlier? But now Harry's got a real case: who stole his father's old Kombi van, nicked (oddly) just after Harry finished restoring it? Director Vellis's detective yarn both delights in the idea of a Kaurna Aboriginal man making ends meet as a private eye and in how Harry's crime-solving smarts seem to grow directly from his resilience as an Indigenous Australian.",English,Australia,1 nomination,7.1,11,tt0138574,N/A
Little Stabs at Happiness,1960,N/A,15 min,Short,Ken Jacobs,N/A,N/A,"A film in four parts. In ""In the Room"", a man and a woman in outlandish garb are sitting in a claw-foot bathtub smoking, while the man abuses a doll in various ways. In ""They Stopped to Think"", the filmmaker focuses on a woman trying to position a stool upon which to sit next to a wall. The filmmaker, in voice over, talks about filming the scene, and his current relationship with the people shown in the film, who were his friends at the time of filming and who are now largely out of his life. The scene shifts to a pier where a man and woman are filmed, they playing to the camera. In ""It Began to Drizzle"", a man and woman are lounging in a street side outdoor patio. They have to decide what to do. The scene then shifts to a man and some children doing chalk drawings on the sidewalk, and how other respond to what they are doing. In ""The Spirit of Listlessness (Jack Smith)"", a man lounging on an urban rooftop is playing with balloons while he plays to the camera with other items around him.",N/A,United States,N/A,4.9,438,tt0138577,N/A
Diary of a Bad Girl,1956,N/A,100 min,"Drama, Romance",Léonide Moguy,"Léonide Moguy, Raymond Caillava, Michel Safra","Anne Vernon, Danik Patisson, François Guérin","Born into a well-off family, Hélène has become a devoted and passionate social worker. Touched by the lot of Christine, a young girl in distress, she persuades her father to take her at his home. But things soon go wrong and Christine gets kicked out for a fault she has not committed. Too bad because Hélène, left to fend for herself, falls under the influence of a shady individual, Monsieur Roger. Now the man happens to be a pimp and what he is after is to force Hélène into prostitution...",French,"France, Italy",N/A,6.8,32,tt0138580,N/A
The Lost World,1998,R,97 min,"Adventure, Sci-Fi",Bob Keen,"Arthur Conan Doyle, Vince Di Clemente, Jean LaFleur","Patrick Bergin, Jayne Heitmeyer, Julian Casey",A scientist discovers dinosaurs on a remote plateau in Mongolia.,English,"Canada, United States",N/A,3.8,940,tt0138581,N/A
Lou Reed: Rock and Roll Heart,1998,TV-14,73 min,"Documentary, Biography, History",Timothy Greenfield-Sanders,N/A,"Lou Reed, David Bowie, David Byrne","About the musician, poet and composer Lou Reed. The rebel who made rock and roll into avant garde.",English,United States,2 wins & 1 nomination,7.3,350,tt0138582,N/A
